weather system,date,heightAboveMSL,Regions,subdivisions
Low Pressure (L) with associated CYCIR,2024-12-14,5.8 km,Lakshadweep,Lakshadweep
Upper-Level Cyclonic Circulation,2024-12-14,3.1 km,S Andaman Sea,S Andaman Sea
Cyclonic Circulation (CYCIR),2024-12-14,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2024-12-15,3.1 km,Lakshadweep ; SE Arabian Sea,Lakshadweep ; SE Arabian Sea
Upper-Level Cyclonic Circulation,2024-12-15,3.1 km,S Andaman Sea ; SE Bay,S Andaman Sea ; SE Bay
Upper-Level Cyclonic Circulation,2024-12-15,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2024-12-15,1.5 km to 3.1 km,Central Pakistan ; Jammu & Kashmir,Central Pakistan ; Jammu & Kashmir
Low Pressure (L) with associated CYCIR,2024-12-16,3.1 km,SW Bay ; SE Bay,SW Bay ; SE Bay
Upper-Level Cyclonic Circulation,2024-12-16,3.1 km,SE Arabian Sea ; Lakshadweep,SE Arabian Sea ; Lakshadweep
Upper-Level Cyclonic Circulation,2024-12-16,1.5 km to 3.1 km,Central Pakistan ; Jammu & Kashmir,Central Pakistan ; Jammu & Kashmir
Low Pressure (L) with associated CYCIR,2024-12-17,5.8 km,SW Bay,SW Bay
Induced Cyclonic Circulation,2024-12-17,1.5 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-12-18,5.8 km,SW Bay,SW Bay
Western Disturbances (WD),2024-12-18,5.8 km,Southwest Pakistan,Southwest Pakistan
Induced Cyclonic Circulation,2024-12-18,1.5 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,2024-12-18,1.5 km,Bangladesh,Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-12-19,5.8 km,SW Bay ; WC Bay,SW Bay ; WC Bay
Western Disturbances (WD),2024-12-19,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Induced Cyclonic Circulation,2024-12-19,1.5 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,2024-12-19,1.5 km,Bangladesh,Bangladesh
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-12-20,5.8 km,WC Bay ; SW Bay,WC Bay ; SW Bay
Western Disturbances (WD),2024-12-20,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,2024-12-20,1.5 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,2024-12-20,1.5 km,Bangladesh,Bangladesh
Upper-Level Cyclonic Circulation,2024-12-21,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-12-21,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2024-12-21,1.5 km,West Rajasthan,West Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-12-22,3.1 km,WC Bay,WC Bay
Cyclonic Circulation (CYCIR),2024-12-22,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi","Punjab ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2024-12-22,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-12-23,3.1 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Western Disturbances (WD),2024-12-23,3.1 km to 5.8 km,North pakistan,North pakistan
Westerly Trough,2024-12-23,7.6 km,along Longitude 70°E to the north of Latitude 28°N,Pakistan ; North pakistan ; Central Pakistan
Induced Low,2024-12-23,1.5 km,West Rajasthan,West Rajasthan
Well Marked Low Pressure Area (WML) with associated CYCIR,2024-12-24,4.5 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Western Disturbances (WD),2024-12-24,3.1 km to 5.8 km,Punjab,Punjab
Induced Cyclonic Circulation,2024-12-24,1.5 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),2024-12-24,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-12-24,1.5 km,Lakshadweep,Lakshadweep
Western Disturbances (WD),2024-12-25,3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Induced Cyclonic Circulation,2024-12-25,1.5 km,West Madhya Pradesh,West Madhya Pradesh
Western Disturbances (WD),2024-12-25,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),2024-12-25,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-12-26,1.5 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,SW Bay ; WC Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2024-12-26,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),2024-12-26,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),2024-12-26,1.5 km,Punjab,Punjab
Western Disturbances (WD),2024-12-27,3.1 km to 5.8 km,North pakistan,North pakistan
Westerly Trough,2024-12-27,7.6 km,South Pakistan ; West Pakistan ; Saurashtra & Kutch ; Central Pakistan ; Gujarat,South Pakistan ; West Pakistan ; Saurashtra & Kutch ; Central Pakistan ; Gujarat
Induced Cyclonic Circulation,2024-12-27,1.5 km,West Rajasthan,West Rajasthan
Trough,2024-12-27,1.5 km,North pakistan ; EC Arabian Sea ; West Rajasthan,North pakistan ; EC Arabian Sea ; West Rajasthan
Cyclonic Circulation (CYCIR),2024-12-27,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),2024-12-27,3.1 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Western Disturbances (WD),2024-12-28,3.1 km to 7.6 km,North pakistan ; Jammu & Kashmir,North pakistan ; Jammu & Kashmir
Westerly Trough,2024-12-28,9.1 km,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch,West Rajasthan ; North Pakistan ; Gujarat ; Konkan & Goa ; Saurashtra & Kutch
Induced Cyclonic Circulation,2024-12-28,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Trough,2024-12-28,0.9 km,"Punjab ; Gujarat Region ; Haryana, Chandigarh & Delhi ; West Rajasthan ; East Rajasthan","Punjab ; Gujarat Region ; Haryana, Chandigarh & Delhi ; West Rajasthan ; East Rajasthan"
Cyclonic Circulation (CYCIR),2024-12-28,1.5 km,"Nagaland, Manipur, Mizoram & Tripura","Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2024-12-28,3.1 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Easterly Trough,2024-12-28,0.9 km,SE Arabian Sea ; Konkan & Goa,SE Arabian Sea ; Konkan & Goa
Western Disturbances (WD),2024-12-29,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Westerly Trough,2024-12-29,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh
Induced Cyclonic Circulation,2024-12-29,1.5 km,East Rajasthan,East Rajasthan
Trough,2024-12-29,1.5 km,East Rajasthan ; Gujarat Region,East Rajasthan ; Gujarat Region
Easterly Trough,2024-12-29,0.9 km,SE Arabian Sea ; Konkan & Goa ; Madhya Maharashtra,SE Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Western Disturbances (WD),2024-12-29,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-12-29,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),2024-12-30,3.1 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),2024-12-30,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-12-30,1.5 km,SW Bay ; SE Bay,SW Bay ; SE Bay
Western Disturbances (WD),2024-12-30,5.8 km,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim,Bihar ; East Uttar Pradesh ; Sub-Himalayan West Bengal & Sikkim
Western Disturbances (WD),2024-12-31,3.1 km,east Afghanistan & neighbourhood,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-12-31,1.5 km,SW Bay,SW Bay
Cyclonic Circulation (CYCIR),2024-12-31,3.1 km,Assam & Meghalaya,Assam & Meghalaya
