weather system,date,heightAboveMSL,Regions
Trough,2026-03-09,0.9 km,Bihar ; Jharkhand ; Chhattisgarh ; Vidarbha ; Marathwada
Trough,2026-03-09,0.9 km,Coastal Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),2026-03-09,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-03-10,1.5 km to 3.1 km,Bangladesh
Westerly Trough,2026-03-10,4.5 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Gangetic West Bengal ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,2026-03-10,1.5 km,Jharkhand ; Chhattisgarh
Trough,2026-03-10,0.9 km,Jharkhand ; Marathwada ; Odisha ; Chhattisgarh ; Vidarbha
Western Disturbances (WD),2026-03-10,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-03-10,1.5 km,Central Pakistan
Easterly Trough,2026-03-10,0.9 km,Lakshadweep
Upper-Level Cyclonic Circulation,2026-03-10,1.5 km to 3.1 km,SW Bay
Western Disturbances (WD),2026-03-11,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-03-11,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-11,1.5 km to 3.1 km,SW Bay
Trough,2026-03-11,0.9 km,Bihar ; Chhattisgarh ; Jharkhand
Trough,2026-03-11,1.5 km,Assam & Meghalaya ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,2026-03-11,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-11,3.1 km,North pakistan ; Jammu & Kashmir
Western Disturbances (WD),2026-03-12,5.8 km,North Pakistan
Upper-Level Cyclonic Circulation,2026-03-12,0.9 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-12,0.9 km,Comorin Area
Upper-Level Cyclonic Circulation,2026-03-12,1.5 km,Bangladesh ; Gangetic West Bengal
Westerly Trough,2026-03-12,3.1 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),2026-03-13,5.8 km,Jammu & Kashmir ; North Pakistan ; Ladakh
Upper-Level Cyclonic Circulation,2026-03-13,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-13,0.9 km,Lakshadweep ; Comorin Area
Trough,2026-03-13,0.9 km,Lakshadweep ; Comorin Area ; Marathwada ; Kerala ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,2026-03-13,3.1 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Trough,2026-03-13,0.9 km,Jharkhand ; Vidarbha ; Chhattisgarh
Upper-Level Cyclonic Circulation,2026-03-13,3.1 km,Gulf of Mannar
Upper-Level Cyclonic Circulation,2026-03-14,1.5 km,Assam & Meghalaya
Trough,2026-03-14,0.9 km,East Uttar Pradesh ; Odisha ; Chhattisgarh
Trough,2026-03-14,0.9 km,Marathwada ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2026-03-14,5.8 km,Far West Pakistan ; West Pakistan
Western Disturbances (WD),2026-03-14,5.8 km,Jammu & Kashmir ; North Pakistan ; Ladakh
Western Disturbances (WD),2026-03-15,1.5 km to 3.1 km,Punjab
Westerly Trough,2026-03-15,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,2026-03-15,0.9 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-03-15,1.5 km,Assam & Meghalaya
Westerly Trough,2026-03-15,3.1 km to 5.8 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2026-03-15,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2026-03-15,3.1 km to 5.8 km,SE Arabian Sea ; Lakshadweep
Trough,2026-03-15,1.5 km to 3.1 km,SW Bay ; Comorin Area ; Gulf of Mannar
Westerly Trough,2026-03-16,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,2026-03-16,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-03-16,4.5 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,2026-03-16,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Upper-Level Cyclonic Circulation,2026-03-16,0.9 km,West Rajasthan
Trough,2026-03-16,0.9 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-03-16,3.1 km,SE Arabian Sea ; Lakshadweep
Trough,2026-03-16,3.1 km,SW Bay ; Gulf of Mannar ; Comorin Area
Upper-Level Cyclonic Circulation,2026-03-16,1.5 km,Tamil Nadu & Puducherry
Western Disturbances (WD),2026-03-17,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2026-03-17,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-03-17,0.9 km,East Rajasthan ; East Madhya Pradesh ; West Madhya Pradesh
Westerly Trough,2026-03-17,3.1 km to 5.8 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Easterly Trough,2026-03-17,1.5 km,Chhattisgarh ; East Uttar Pradesh ; Coastal Andhra Pradesh ; East Madhya Pradesh ; Uttarakhand
Upper-Level Cyclonic Circulation,2026-03-17,0.9 km,West Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-03-17,0.9 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-03-17,0.9 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-03-17,1.5 km,West Rajasthan ; Pakistan
Upper-Level Cyclonic Circulation,2026-03-17,1.5 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,2026-03-17,0.9 km,North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Western Disturbances (WD),2026-03-17,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; North Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-18,0.9 km,West Madhya Pradesh ; East Madhya Pradesh
Trough,2026-03-18,0.9 km,East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,2026-03-18,0.9 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-03-18,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-03-18,1.5 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,2026-03-18,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; North Interior Karnataka ; Marathwada ; Vidarbha
Western Disturbances (WD),2026-03-18,5.8 km,Far West Pakistan ; West Pakistan
Trough,2026-03-18,0.9 km,Gulf of Mannar ; South Interior Karnataka ; Tamil Nadu & Puducherry
Western Disturbances (WD),2026-03-18,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,2026-03-19,0.9 km,West Madhya Pradesh ; East Madhya Pradesh
Upper-Level Cyclonic Circulation,2026-03-19,0.9 km,East Uttar Pradesh
Upper-Level Cyclonic Circulation,2026-03-19,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-03-19,1.5 km,Assam & Meghalaya ; Arunachal Pradesh
Trough,2026-03-19,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Marathwada ; Vidarbha
Upper-Level Cyclonic Circulation,2026-03-19,1.5 km,"Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,2026-03-19,3.1 km,Coastal Andhra Pradesh
Western Disturbances (WD),2026-03-19,3.1 km,North pakistan
Westerly Trough,2026-03-19,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan
Trough,2026-03-19,0.9 km,Gulf of Mannar ; South Interior Karnataka ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,2026-03-19,1.5 km,Tamil Nadu & Puducherry ; Kerala
Western Disturbances (WD),2026-03-20,3.1 km to 12.6 km,North pakistan ; West Madhya Pradesh ; Punjab ; West Rajasthan ; East Rajasthan
Induced Cyclonic Circulation,2026-03-20,1.5 km,"Haryana, Chandigarh & Delhi"
Trough,2026-03-20,1.5 km,"Haryana, Chandigarh & Delhi ; Gujarat Region ; West Rajasthan ; East Rajasthan"
Upper-Level Cyclonic Circulation,2026-03-20,0.9 km,West Madhya Pradesh ; West Uttar Pradesh
Trough,2026-03-20,0.9 km,"West Madhya Pradesh ; West Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Assam & Meghalaya"
Upper-Level Cyclonic Circulation,2026-03-20,3.1 km,Lakshadweep
Upper-Level Cyclonic Circulation,2026-03-20,1.5 km to 3.1 km,Assam & Meghalaya ; Arunachal Pradesh
Upper-Level Cyclonic Circulation,2026-03-20,3.1 km,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2026-03-20,1.5 km,South Interior Karnataka
Trough,2026-03-20,0.9 km,Gulf of Mannar ; North Interior Karnataka ; Tamil Nadu & Puducherry ; South Interior Karnataka
Western Disturbances (WD),2026-03-21,5.8 km,Far West Pakistan
Western Disturbances (WD),2026-03-21,3.1 km to 12.6 km,"Haryana, Chandigarh & Delhi ; Chhattisgarh ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh"
Upper-Level Cyclonic Circulation,2026-03-21,1.5 km,South Interior Karnataka
Trough,2026-03-21,0.9 km,Gulf of Mannar ; North Interior Karnataka ; Tamil Nadu & Puducherry ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-03-21,1.5 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-03-21,1.5 km,West Rajasthan ; Pakistan
Trough,2026-03-21,3.1 km to 5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),2026-03-22,5.8 km,Southwest Pakistan ; Far West Pakistan ; North Pakistan ; West Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-22,1.5 km,Bangladesh
Westerly Trough,2026-03-22,3.1 km to 9.6 km,Bangladesh ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,2026-03-22,1.5 km,South Interior Karnataka
Trough,2026-03-22,0.9 km,Gulf of Mannar ; Madhya Maharashtra ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2026-03-22,1.5 km,West Rajasthan ; Pakistan
Western Disturbances (WD),2026-03-23,3.1 km,Jammu & Kashmir
Westerly Trough,2026-03-23,5.8 km,North Pakistan
Trough,2026-03-23,0.9 km,Gulf of Mannar ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada ; Vidarbha
Upper-Level Cyclonic Circulation,2026-03-23,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-23,0.9 km,East Rajasthan
Upper-Level Cyclonic Circulation,2026-03-23,1.5 km,Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,2026-03-23,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-24,1.5 km,Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-24,0.9 km,West Madhya Pradesh ; East Madhya Pradesh
Trough,2026-03-24,0.9 km,West Madhya Pradesh ; East Madhya Pradesh ; Madhya Maharashtra ; Vidarbha ; Marathwada
Westerly Trough,2026-03-24,3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,2026-03-24,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-24,1.5 km,South Interior Karnataka
Trough,2026-03-24,0.9 km,Gulf of Mannar ; North Interior Karnataka ; Tamil Nadu & Puducherry ; South Interior Karnataka
Westerly Trough,2026-03-24,5.8 km,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2026-03-25,3.1 km to 5.8 km,North pakistan
Upper-Level Cyclonic Circulation,2026-03-25,1.5 km,Assam & Meghalaya
Trough,2026-03-25,0.9 km,Marathwada ; Coastal Karnataka ; North Interior Karnataka
Trough,2026-03-25,1.5 km,Gangetic West Bengal ; Chhattisgarh ; Odisha
Upper-Level Cyclonic Circulation,2026-03-25,1.5 km,South Interior Karnataka
Trough,2026-03-25,3.1 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Western Disturbances (WD),2026-03-26,5.8 km,Jammu & Kashmir ; North Pakistan ; Ladakh
Upper-Level Cyclonic Circulation,2026-03-26,1.5 km,East Rajasthan
Upper-Level Cyclonic Circulation,2026-03-26,1.5 km,West Rajasthan ; Central Pakistan
Upper-Level Cyclonic Circulation,2026-03-26,1.5 km to 3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-26,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-03-26,1.5 km,Gangetic West Bengal ; Odisha
Trough,2026-03-26,0.9 km,Marathwada ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2026-03-27,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),2026-03-27,5.8 km to 7.6 km,Iran
Trough,2026-03-27,1.5 km,West Rajasthan ; West Madhya Pradesh
Upper-Level Cyclonic Circulation,2026-03-27,0.9 km,West Rajasthan ; East Rajasthan
Upper-Level Cyclonic Circulation,2026-03-27,0.9 km,Gangetic West Bengal ; Bangladesh
Trough,2026-03-27,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Gangetic West Bengal ; Bangladesh ; Assam & Meghalaya"
Upper-Level Cyclonic Circulation,2026-03-27,0.9 km,Odisha
Upper-Level Cyclonic Circulation,2026-03-27,1.5 km,Assam & Meghalaya
Trough,2026-03-27,0.9 km,Marathwada ; Coastal Karnataka ; North Interior Karnataka
Western Disturbances (WD),2026-03-28,3.1 km to 9.4 km,Bihar ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; East Uttar Pradesh
Western Disturbances (WD),2026-03-28,3.1 km to 9.4 km,North Iran & adjoining Caspian Sea
Upper-Level Cyclonic Circulation,2026-03-28,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-28,0.9 km,Sub-Himalayan West Bengal & Sikkim
Trough,2026-03-28,0.9 km,Gangetic West Bengal ; Tamil Nadu & Puducherry ; Odisha ; Chhattisgarh ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Trough,2026-03-28,0.9 km,Marathwada ; Coastal Karnataka
Upper-Level Cyclonic Circulation,2026-03-28,1.5 km,South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-03-28,0.9 km,Odisha
Western Disturbances (WD),2026-03-29,3.1 km to 9.4 km,Iran
Westerly Trough,2026-03-29,5.8 km,Far West Pakistan
Upper-Level Cyclonic Circulation,2026-03-29,1.5 km,West Rajasthan
Trough,2026-03-29,0.9 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh
Trough,2026-03-29,1.5 km,Bihar ; Gangetic West Bengal ; Jharkhand
Upper-Level Cyclonic Circulation,2026-03-29,0.9 km,Odisha
Trough,2026-03-29,0.9 km,Odisha ; Tamil Nadu & Puducherry ; Chhattisgarh ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Upper-Level Cyclonic Circulation,2026-03-29,0.9 km,Bangladesh
Upper-Level Cyclonic Circulation,2026-03-29,1.5 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2026-03-29,1.5 km,Rayalaseema
Upper-Level Cyclonic Circulation,2026-03-29,5.8 km,South Interior Karnataka
Westerly Trough,2026-03-29,3.1 km to 9.4 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Bangladesh ; Arunachal Pradesh
Western Disturbances (WD),2026-03-30,3.1 km to 9.4 km,Iran
Trough,2026-03-30,3.1 km,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,2026-03-30,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi"
Trough,2026-03-30,1.5 km,Bihar ; Gangetic West Bengal ; Jharkhand
Trough,2026-03-30,0.9 km,Vidarbha ; Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-03-30,1.5 km,Assam & Meghalaya
Trough,2026-03-30,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh ; Assam & Meghalaya"
Trough,2026-03-30,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; NE Arabian Sea ; West Rajasthan"
Upper-Level Cyclonic Circulation,2026-03-30,0.9 km,West Uttar Pradesh
Trough,2026-03-30,0.9 km,West Uttar Pradesh ; Odisha ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Easterly Trough,2026-03-30,1.5 km,Comorin Area ; Tamil Nadu & Puducherry ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2026-03-31,3.1 km,North pakistan ; Jammu & Kashmir
Westerly Trough,2026-03-31,5.8 km,Central Pakistan ; West Rajasthan ; North Pakistan ; South Pakistan ; West Pakistan
Upper-Level Cyclonic Circulation,2026-03-31,1.5 km,West Rajasthan
Upper-Level Cyclonic Circulation,2026-03-31,0.9 km,East Uttar Pradesh
Trough,2026-03-31,0.9 km,"East Uttar Pradesh ; Nagaland, Manipur, Mizoram & Tripura ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya"
Trough,2026-03-31,0.9 km,East Uttar Pradesh ; Tamil Nadu & Puducherry ; East Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2026-03-31,0.9 km,Coastal Andhra Pradesh ; Telangana
Upper-Level Cyclonic Circulation,2026-03-31,1.5 km,Assam & Meghalaya
Induced Cyclonic Circulation,2026-03-31,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi"
