weather system,date,heightAboveMSL,Regions
Cyclonic Circulation (CYCIR),2022-03-25,1.5 km,SE Arabian Sea ; Lakshadweep
Trough,2022-03-26,0.9 km,Vidarbha ; South Interior Karnataka ; Marathwada ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2022-03-26,1.5 km,SE Arabian Sea ; SW Arabian Sea
Westerly Trough,2022-03-26,3.1 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Trough,2022-03-27,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Trough,2022-03-28,0.9 km,Vidarbha ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),2022-03-28,0.9 km,North pakistan ; Punjab
Trough,2022-03-29,0.9 km,Chhattisgarh ; Telangana ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2022-03-29,1.5 km,Punjab
Trough,2022-03-30,0.9 km,Odisha ; Telangana ; Chhattisgarh
Cyclonic Circulation (CYCIR),2022-03-30,0.9 km,Punjab
Cyclonic Circulation (CYCIR),2022-03-30,0.9 km,East Uttar Pradesh
Westerly Trough,2022-03-30,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Cyclonic Circulation (CYCIR),2022-03-31,1.5 km,"Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2022-03-31,0.9 km,East Uttar Pradesh ; Bihar
Trough,2022-03-31,0.9 km,East Uttar Pradesh ; Bihar ; Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Trough,2022-03-31,1.5 km,Bihar ; NW Bay
Cyclonic Circulation (CYCIR),2022-03-31,0.9 km,Gulf of Mannar ; Tamil Nadu & Puducherry
Westerly Trough,2022-03-31,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya ; Bihar
Western Disturbances (WD),2022-03-03,3.1 km to 4.5 km,North pakistan
Westerly Trough,2022-03-03,5.8 km,West Rajasthan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Induced Cyclonic Circulation,2022-03-03,2.1 km,West Rajasthan
Western Disturbances (WD),2022-03-04,3.1 km to 4.5 km,Jammu & Kashmir
Westerly Trough,2022-03-04,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh
Induced Cyclonic Circulation,2022-03-04,1.5 km,East Rajasthan
Cyclonic Circulation (CYCIR),2022-03-04,1.5 km,Bangladesh
Westerly Trough,2022-03-05,5.8 km,East Uttar Pradesh ; Odisha ; Bihar ; Jharkhand ; Chhattisgarh
Western Disturbances (WD),2022-03-05,5.8 km,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),2022-03-06,3.1 km to 4.5 km,west Afghanistan and neighbourhood
Westerly Trough,2022-03-06,5.8 km,Southwest Pakistan
Induced Cyclonic Circulation,2022-03-06,1.5 km,West Rajasthan
Westerly Trough,2022-03-06,5.8 km,East Uttar Pradesh ; Odisha ; Bihar ; Jharkhand ; Chhattisgarh
