weather system,date,heightAboveMSL,Regions,subdivisions
Trough,2024-03-24,1.5 km,South Interior Karnataka ; Vidarbha ; North Interior Karnataka,South Interior Karnataka ; Vidarbha ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2024-03-24,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-03-24,0.9 km,Bihar ; Assam & Meghalaya ; Bangladesh,Bihar ; Assam & Meghalaya ; Bangladesh
Induced Cyclonic Circulation,2024-03-24,1.5 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),2024-03-24,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2024-03-25,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan
Trough,2024-03-25,1.5 km,South Interior Karnataka ; North Interior Karnataka ; Vidarbha,South Interior Karnataka ; North Interior Karnataka ; Vidarbha
Cyclonic Circulation (CYCIR),2024-03-25,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-03-25,0.9 km,East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Assam & Meghalaya,East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-03-25,0.9 km,Bangladesh,Bangladesh
Westerly Trough,2024-03-25,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Western Disturbances (WD),2024-03-25,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),2024-03-26,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,2024-03-26,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2024-03-26,1.5 km,North Interior Karnataka ; Vidarbha,North Interior Karnataka ; Vidarbha
Western Disturbances (WD),2024-03-26,5.8 km,Far West Pakistan,Far West Pakistan
Trough,2024-03-27,0.9 km,South Interior Karnataka ; Vidarbha,South Interior Karnataka ; Vidarbha
Western Disturbances (WD),2024-03-27,3.1 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-03-27,0.9 km,West Rajasthan,West Rajasthan
Westerly Trough,2024-03-27,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha
Trough,2024-03-27,0.9 km,Bihar ; Assam & Meghalaya,Bihar ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-03-27,1.5 km,Kerala,Kerala
Western Disturbances (WD),2024-03-28,5.8 km,Far West Pakistan,Far West Pakistan
Trough,2024-03-28,1.5 km,North Interior Karnataka ; West Madhya Pradesh ; East Madhya Pradesh,North Interior Karnataka ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-03-28,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),2024-03-28,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-03-28,0.9 km,Bihar,Bihar
Western Disturbances (WD),2024-03-29,3.1 km to 4.5 km,Iran,Iran
Westerly Trough,2024-03-29,5.8 km,Far West Pakistan,Far West Pakistan
Trough,2024-03-29,0.9 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada ; West Madhya Pradesh,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-03-29,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),2024-03-29,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-03-29,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-03-29,0.9 km,Odisha,Odisha
Western Disturbances (WD),2024-03-30,4.5 km,Afghanistan and neighbourhood,Far West Pakistan
Westerly Trough,2024-03-30,5.8 km,West Pakistan,West Pakistan
Trough,2024-03-30,0.9 km,Tamil Nadu & Puducherry ; Chhattisgarh ; North Interior Karnataka ; South Interior Karnataka ; Vidarbha,Tamil Nadu & Puducherry ; Chhattisgarh ; North Interior Karnataka ; South Interior Karnataka ; Vidarbha
Induced Cyclonic Circulation,2024-03-30,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),2024-03-30,1.5 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),2024-03-30,0.9 km,Chhattisgarh,Chhattisgarh
Western Disturbances (WD),2024-03-31,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Trough,2024-03-31,1.5 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada
Induced Cyclonic Circulation,2024-03-31,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),2024-03-31,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,2024-03-31,0.9 km,Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay,Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay
Western Disturbances (WD),2024-02-28,5.8 km,between Long. 45°E/Lat. 28°N and Long. 68°E/Lat. 40°N,Iran ; North pakistan
Western Disturbances (WD),2024-02-28,9.6 km,northwest Iran and neighbourhood,Iran
Trough,2024-02-28,0.9 km,South Interior Karnataka ; Madhya Maharashtra ; Konkan & Goa,South Interior Karnataka ; Madhya Maharashtra ; Konkan & Goa
Westerly Trough,2024-02-28,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),2024-02-29,3.1 km to 9.6 km,Iran,Iran
Trough,2024-02-29,0.9 km,Kerala ; Konkan & Goa,Kerala ; Konkan & Goa
Westerly Trough,2024-02-29,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2024-02-29,1.5 km,Bihar,Bihar
Western Disturbances (WD),2024-03-01,3.1 km to 12.6 km,northwest Afghanistan and neighbourhood,Far West Pakistan
Trough,2024-03-01,3.1 km to 7.6 km,NW Arabian Sea,NW Arabian Sea
Induced Cyclonic Circulation,2024-03-01,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),2024-03-01,1.5 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),2024-03-01,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),2024-03-02,3.1 km to 12.6 km,central Afghanistan and neighbourhood,Far West Pakistan
Trough,2024-03-02,3.1 km to 12.6 km,NW Arabian Sea,NW Arabian Sea
Induced Cyclonic Circulation,2024-03-02,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Cyclonic Circulation (CYCIR),2024-03-02,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),2024-03-03,3.1 km to 12.6 km,North pakistan,North pakistan
Trough,2024-03-03,3.1 km to 12.6 km,North pakistan ; NE Arabian Sea,North pakistan ; NE Arabian Sea
Induced Low,2024-03-03,1.5 km,Punjab,Punjab
Trough,2024-03-03,0.9 km,West Madhya Pradesh ; North Interior Karnataka,West Madhya Pradesh ; North Interior Karnataka
Western Disturbances (WD),2024-03-04,5.8 km,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh
Trough,2024-03-04,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,East Madhya Pradesh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Induced Cyclonic Circulation,2024-03-04,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-03-04,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),2024-03-05,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-03-05,1.5 km to 3.1 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),2024-03-05,0.9 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),2024-03-05,0.9 km,Odisha,Odisha
Westerly Trough,2024-03-05,1.5 km to 3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Trough,2024-03-05,0.9 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),2024-03-05,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),2024-03-06,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),2024-03-06,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi","West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Trough,2024-03-06,0.9 km,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2024-03-06,1.5 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),2024-03-06,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,2024-03-06,1.5 km to 3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),2024-03-07,3.1 km,North pakistan,North pakistan
Westerly Trough,2024-03-07,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,2024-03-07,0.9 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Trough,2024-03-07,1.5 km,Vidarbha ; Tamil Nadu & Puducherry,Vidarbha ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2024-03-07,0.9 km,Odisha,Odisha
Western Disturbances (WD),2024-03-08,3.1 km,Punjab,Punjab
Westerly Trough,2024-03-08,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Trough,2024-03-08,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2024-03-08,0.9 km,Odisha ; Coastal Andhra Pradesh,Odisha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),2024-03-08,0.9 km,Odisha,Odisha
Westerly Trough,2024-03-08,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2024-03-08,1.5 km,Telangana,Telangana
Western Disturbances (WD),2024-03-09,5.8 km,Far West Pakistan,Far West Pakistan
Trough,2024-03-09,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,2024-03-09,3.1 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),2024-03-09,1.5 km,Odisha,Odisha
Westerly Trough,2024-03-09,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Western Disturbances (WD),2024-03-10,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Trough,2024-03-10,0.9 km,Vidarbha ; Odisha,Vidarbha ; Odisha
Cyclonic Circulation (CYCIR),2024-03-10,3.1 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),2024-03-10,1.5 km,South Interior Karnataka,South Interior Karnataka
Westerly Trough,2024-03-10,3.1 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Western Disturbances (WD),2024-03-11,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Trough,2024-03-11,0.9 km,West Rajasthan ; East Madhya Pradesh ; East Rajasthan ; West Madhya Pradesh,West Rajasthan ; East Madhya Pradesh ; East Rajasthan ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),2024-03-11,1.5 km,South Interior Karnataka,South Interior Karnataka
Cyclonic Circulation (CYCIR),2024-03-11,1.5 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Western Disturbances (WD),2024-03-12,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),2024-03-12,5.8 km,Far West Pakistan,Far West Pakistan
Trough,2024-03-12,0.9 km,Chhattisgarh ; North Interior Karnataka ; Vidarbha ; Telangana,Chhattisgarh ; North Interior Karnataka ; Vidarbha ; Telangana
Westerly Trough,2024-03-12,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),2024-03-13,5.8 km,West Pakistan ; South Pakistan,West Pakistan ; South Pakistan
Induced Cyclonic Circulation,2024-03-13,0.9 km,West Rajasthan,West Rajasthan
Trough,2024-03-13,0.9 km,Odisha ; EC Arabian Sea ; Chhattisgarh ; Telangana ; South Interior Karnataka ; North Interior Karnataka,Odisha ; EC Arabian Sea ; Chhattisgarh ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),2024-03-13,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),2024-03-14,3.1 km,Punjab,Punjab
Westerly Trough,2024-03-14,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Induced Cyclonic Circulation,2024-03-14,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Trough,2024-03-14,0.9 km,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha
Trough,2024-03-14,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Cyclonic Circulation (CYCIR),2024-03-14,0.9 km,North Interior Karnataka,North Interior Karnataka
Cyclonic Circulation (CYCIR),2024-03-14,1.5 km,SW Bay,SW Bay
Cyclonic Circulation (CYCIR),2024-03-14,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-03-15,0.9 km,Odisha,Odisha
Trough,2024-03-15,0.9 km,Odisha ; Vidarbha ; Chhattisgarh,Odisha ; Vidarbha ; Chhattisgarh
Trough,2024-03-15,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),2024-03-15,1.5 km,South Interior Karnataka,South Interior Karnataka
Cyclonic Circulation (CYCIR),2024-03-15,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,2024-03-15,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Trough,2024-03-16,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Trough,2024-03-16,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Coastal Andhra Pradesh ; Gangetic West Bengal ; Odisha,Sub-Himalayan West Bengal & Sikkim ; Coastal Andhra Pradesh ; Gangetic West Bengal ; Odisha
Westerly Trough,2024-03-16,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,2024-03-17,0.9 km,Vidarbha ; Madhya Maharashtra ; Kerala ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Madhya Maharashtra ; Kerala ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,2024-03-17,3.1 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Trough,2024-03-18,0.9 km,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),2024-03-18,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Trough,2024-03-18,0.9 km,Jharkhand ; Coastal Andhra Pradesh ; Odisha,Jharkhand ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),2024-03-18,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),2024-03-18,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-03-18,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),2024-03-19,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),2024-03-19,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Trough,2024-03-19,0.9 km,Jharkhand ; Assam & Meghalaya,Jharkhand ; Assam & Meghalaya
Westerly Trough,2024-03-19,3.1 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Trough,2024-03-19,1.5 km,South Interior Karnataka ; Vidarbha,South Interior Karnataka ; Vidarbha
Western Disturbances (WD),2024-03-19,5.8 km,Haryana ; East Rajasthan ; West Madhya Pradesh ; Punjab ; Delhi,Haryana ; East Rajasthan ; West Madhya Pradesh ; Punjab ; Delhi
Cyclonic Circulation (CYCIR),2024-03-20,1.5 km,Telangana,Telangana
Trough,2024-03-20,1.5 km,Kerala ; Telangana,Kerala ; Telangana
Trough,2024-03-20,1.5 km,East Madhya Pradesh ; Assam & Meghalaya,East Madhya Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),2024-03-20,0.9 km,Bangladesh,Bangladesh
Western Disturbances (WD),2024-03-20,3.1 km,Jharkhand,Jharkhand
Westerly Trough,2024-03-20,5.8 km to 12.6 km,East Uttar Pradesh ; Vidarbha,East Uttar Pradesh ; Vidarbha
Western Disturbances (WD),2024-03-20,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),2024-03-21,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),2024-03-21,1.5 km,Jharkhand,Jharkhand
Trough,2024-03-21,0.9 km,EC Arabian Sea ; SE Arabian Sea ; Konkan & Goa ; Madhya Maharashtra,EC Arabian Sea ; SE Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Trough,2024-03-21,1.5 km,"Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),2024-03-21,3.1 km to 9.6 km,Jharkhand,Jharkhand
Western Disturbances (WD),2024-03-21,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Trough,2024-03-22,0.9 km,Tamil Nadu & Puducherry ; Vidarbha,Tamil Nadu & Puducherry ; Vidarbha
Cyclonic Circulation (CYCIR),2024-03-22,1.5 km to 4.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),2024-03-22,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),2024-03-22,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
