weather system,date,heightAboveMSL,Regions
Upper-Level Cyclonic Circulation,2025-03-29,1.5 km to 5.8 km,N Andaman Sea ; S Andaman Sea
Upper-Level Cyclonic Circulation,2025-03-29,1.5 km,Assam & Meghalaya
Western Disturbances (WD),2025-03-29,5.8 km,North Pakistan ; Jammu & Kashmir
Trough,2025-03-30,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry ; Madhya Maharashtra ; Marathwada ; Vidarbha ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,2025-03-30,3.1 km,SE Bay
Upper-Level Cyclonic Circulation,2025-03-30,1.5 km,"Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),2025-03-31,1.5 km,Marathwada
Trough,2025-03-31,0.9 km,Chhattisgarh ; Madhya Maharashtra ; Vidarbha
Trough,2025-03-31,0.9 km to 1.5 km,Marathwada ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),2025-03-31,3.1 km,Assam & Meghalaya
Upper-Level Cyclonic Circulation,2025-03-31,3.1 km,SW Bay
