weather system,date,heightAboveMSL,Regions,subdivisions
Trough,02-08-2024,0.9 km to 4.5 km,West Rajasthan ; East Rajasthan ; Assam & Meghalaya ; West Madhya Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim,West Rajasthan ; East Rajasthan ; Assam & Meghalaya ; West Madhya Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim
Low Pressure (L) with associated CYCIR,03-08-2024,7.6 km,West Rajasthan,West Rajasthan
Trough,03-08-2024,0.9 km to 4.5 km,Bihar ; Jharkhand ; Assam & Meghalaya,Bihar ; Jharkhand ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),04-08-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Low Pressure (L) with associated CYCIR,04-08-2024,5.8 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Trough,04-08-2024,0.9 km to 4.5 km,East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Assam & Meghalaya,East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),05-08-2024,1.5 km to 4.5 km,Assam & Meghalaya,Assam & Meghalaya
Mean Sea Level Trough,05-08-2024,Surface,"West Rajasthan, East Rajasthan, East Uttar Pradesh, Gangetic West Bengal, EC Bay","West Rajasthan, East Rajasthan, East Uttar Pradesh, Gangetic West Bengal, EC Bay"
Trough,05-08-2024,0.9 km to 5.8 km,East Rajasthan ; Odisha,East Rajasthan ; Odisha
Cyclonic Circulation (CYCIR),06-08-2024,1.5 km to 4.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),06-08-2024,1.5 km to 7.6 km,Gangetic West Bengal ; Bangladesh,Gangetic West Bengal ; Bangladesh
Low Pressure (L) with associated CYCIR,06-08-2024,5.8 km,Central Pakistan,Central Pakistan
Monsoon Trough with Extension and Tilt,06-08-2024,Surface,Central Pakistan ; West Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; EC Bay,Central Pakistan ; West Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; EC Bay
Offshore Trough,06-08-2024,Surface,Gujarat Region ; Kerala,Gujarat Region ; Kerala
Trough,06-08-2024,0.9 km to 3.1 km,Central Pakistan ; Bihar ; West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh,Central Pakistan ; Bihar ; West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),07-08-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),07-08-2024,1.5 km to 4.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),07-08-2024,5.8 km,Gangetic West Bengal ; Jharkhand ; Odisha,Gangetic West Bengal ; Jharkhand ; Odisha
Trough,07-08-2024,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),08-08-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),08-08-2024,0.9 km to 3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),08-08-2024,7.6 km,Jharkhand,Jharkhand
Mean Sea Level Trough,08-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; EC Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Odisha ; EC Bay"
Offshore Trough,08-08-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala,Gujarat Region ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),09-08-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),09-08-2024,4.5 km,East Uttar Pradesh,East Uttar Pradesh
Cyclonic Circulation (CYCIR),09-08-2024,5.8 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),09-08-2024,5.8 km to 7.6 km,Jharkhand,Jharkhand
Monsoon Trough with Extension and Tilt,09-08-2024,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),10-08-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),10-08-2024,5.8 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),10-08-2024,7.6 km,East Uttar Pradesh,East Uttar Pradesh
Monsoon Trough with Extension and Tilt,10-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; NE Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; NE Bay"
Offshore Trough,10-08-2024,Surface,Konkan & Goa ; Coastal Karnataka,Konkan & Goa ; Coastal Karnataka
Trough,10-08-2024,0.9 km,South Interior Karnataka ; Comorin Area,South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),11-08-2024,5.8 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),11-08-2024,7.6 km,East Rajasthan,East Rajasthan
Monsoon Trough with Extension and Tilt,11-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; NE Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Gangetic West Bengal ; NE Bay"
Trough,11-08-2024,0.9 km,South Interior Karnataka ; Comorin Area,South Interior Karnataka ; Comorin Area
Trough,11-08-2024,3.1 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Cyclonic Circulation (CYCIR),12-08-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),12-08-2024,1.5 km,Pakistan ; West Rajasthan,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),12-08-2024,3.1 km to 4.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),12-08-2024,4.5 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),12-08-2024,5.8 km,Jharkhand,Jharkhand
Monsoon Trough with Extension and Tilt,12-08-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Trough,12-08-2024,0.9 km,Rayalaseema ; Comorin Area,Rayalaseema ; Comorin Area
Trough,12-08-2024,1.5 km,West Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh,West Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Trough,12-08-2024,3.1 km to 4.5 km,NE Arabian Sea ; West Madhya Pradesh,NE Arabian Sea ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),13-08-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),13-08-2024,1.5 km,Pakistan ; West Rajasthan,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),13-08-2024,1.5 km to 4.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),13-08-2024,3.1 km,Gujarat Region ; Saurashtra & Kutch,Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),13-08-2024,4.5 km,south Sri Lanka & neighbourhood,SW Bay ; Comorin Area
Cyclonic Circulation (CYCIR),13-08-2024,7.6 km,East Rajasthan,East Rajasthan
Trough,13-08-2024,0.9 km,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh,East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh
Trough,13-08-2024,0.9 km,Rayalaseema ; Comorin Area,Rayalaseema ; Comorin Area
Cyclonic Circulation (CYCIR),14-08-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),14-08-2024,3.1 km to 4.5 km,Gujarat Region,Gujarat Region
Cyclonic Circulation (CYCIR),14-08-2024,4.5 km,Bangladesh ; Gangetic West Bengal,Bangladesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),14-08-2024,5.8 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),14-08-2024,5.8 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Trough,14-08-2024,1.5 km,Telangana ; SE Arabian Sea ; Kerala,Telangana ; SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),15-08-2024,3.1 km to 4.5 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),15-08-2024,4.5 km,Bangladesh ; Gangetic West Bengal,Bangladesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),15-08-2024,4.5 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),15-08-2024,4.5 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Trough,15-08-2024,1.5 km,Konkan & Goa ; SE Arabian Sea ; Kerala,Konkan & Goa ; SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),16-08-2024,1.5 km to 5.8 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),16-08-2024,5.8 km,South Interior Karnataka,South Interior Karnataka
Low Pressure (L) with associated CYCIR,16-08-2024,4.5 km,NW Bay ; Gangetic West Bengal ; Bangladesh,NW Bay ; Gangetic West Bengal ; Bangladesh
Monsoon Trough with Extension and Tilt,16-08-2024,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Gangetic West Bengal ; Bangladesh,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Gangetic West Bengal ; Bangladesh
Trough,16-08-2024,1.5 km,North Interior Karnataka ; South Interior Karnataka ; Comorin Area,North Interior Karnataka ; South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),17-08-2024,5.8 km,North Interior Karnataka ; Telangana,North Interior Karnataka ; Telangana
Cyclonic Circulation (CYCIR),17-08-2024,5.8 km,West Rajasthan,West Rajasthan
Low Pressure (L) with associated CYCIR,17-08-2024,7.6 km,Bangladesh,Bangladesh
Trough,17-08-2024,1.5 km,North Interior Karnataka ; Telangana ; Kerala ; Tamil Nadu & Puducherry ; Comorin Area,North Interior Karnataka ; Telangana ; Kerala ; Tamil Nadu & Puducherry ; Comorin Area
Trough,17-08-2024,3.1 km,West Rajasthan ; WC Arabian Sea,West Rajasthan ; WC Arabian Sea
Trough,17-08-2024,9.6 km to 12.6 km,Assam & Meghalaya ; Odisha,Assam & Meghalaya ; Odisha
Cyclonic Circulation (CYCIR),18-08-2024,3.1 km,Pakistan,Pakistan
Cyclonic Circulation (CYCIR),18-08-2024,4.5 km,North Interior Karnataka ; Telangana,North Interior Karnataka ; Telangana
Low Pressure (L) with associated CYCIR,18-08-2024,5.8 km,Bangladesh,Bangladesh
Mean Sea Level Trough,18-08-2024,Surface,West Rajasthan ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Bangladesh,West Rajasthan ; West Uttar Pradesh ; East Madhya Pradesh ; Jharkhand ; Bangladesh
Trough,18-08-2024,1.5 km,North Interior Karnataka ; Telangana ; SE Arabian Sea ; Kerala,North Interior Karnataka ; Telangana ; SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),19-08-2024,0.9 km,Rayalaseema,Rayalaseema
Cyclonic Circulation (CYCIR),19-08-2024,3.1 km,Pakistan,Pakistan
Low Pressure (L) with associated CYCIR,19-08-2024,5.8 km,Bangladesh,Bangladesh
Trough,19-08-2024,0.9 km,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area,Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Trough,19-08-2024,1.5 km to 5.8 km,EC Arabian Sea ; Coastal Karnataka,EC Arabian Sea ; Coastal Karnataka
Cyclonic Circulation (CYCIR),20-08-2024,0.9 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),20-08-2024,0.9 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),20-08-2024,1.5 km,Tamil Nadu & Puducherry ; Coastal Andhra Pradesh,Tamil Nadu & Puducherry ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),20-08-2024,3.1 km,Pakistan,Pakistan
Cyclonic Circulation (CYCIR),20-08-2024,3.1 km to 5.8 km,SE Arabian Sea ; Lakshadweep,SE Arabian Sea ; Lakshadweep
Low Pressure (L) with associated CYCIR,20-08-2024,7.6 km,Bangladesh,Bangladesh
Mean Sea Level Trough,20-08-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; Bangladesh","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Gangetic West Bengal ; Bangladesh"
Trough,20-08-2024,0.9 km,EC Arabian Sea ; Coastal Karnataka ; South Interior Karnataka ; Comorin Area,EC Arabian Sea ; Coastal Karnataka ; South Interior Karnataka ; Comorin Area
Western Disturbances (WD),20-08-2024,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),21-08-2024,0.9 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),21-08-2024,4.5 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),21-08-2024,5.8 km,Lakshadweep ; SE Arabian Sea,Lakshadweep ; SE Arabian Sea
Low Pressure (L) with associated CYCIR,21-08-2024,9.6 km,Bangladesh,Bangladesh
Western Disturbances (WD),21-08-2024,3.1 km,Jammu & Kashmir,Jammu & Kashmir
Cyclonic Circulation (CYCIR),22-08-2024,0.9 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),22-08-2024,0.9 km,West Uttar Pradesh,West Uttar Pradesh
Low Pressure (L) with associated CYCIR,22-08-2024,5.8 km,EC Arabian Sea ; Konkan & Goa,EC Arabian Sea ; Konkan & Goa
Low Pressure (L) with associated CYCIR,22-08-2024,9.4 km,Bangladesh,Bangladesh
Monsoon Trough with Extension and Tilt,22-08-2024,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh ; NE Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh ; NE Bay"
Western Disturbances (WD),22-08-2024,5.8 km,West Pakistan,West Pakistan
Cyclonic Circulation (CYCIR),23-08-2024,5.8 km,NW Bay ; NE Bay,NW Bay ; NE Bay
Low Pressure (L) with associated CYCIR,23-08-2024,3.1 km,EC Arabian Sea,EC Arabian Sea
Low Pressure (L) with associated CYCIR,23-08-2024,7.6 km,Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand,Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand
Mean Sea Level Trough,23-08-2024,0.9 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand ; NE Bay,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal ; Jharkhand ; NE Bay
Western Disturbances (WD),23-08-2024,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),24-08-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),24-08-2024,3.1 km to 5.8 km,NW Bay ; NE Bay,NW Bay ; NE Bay
Monsoon Trough with Extension and Tilt,24-08-2024,Surface,West Rajasthan ; East Rajasthan ; East Madhya Pradesh ; East Uttar Pradesh ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay,West Rajasthan ; East Rajasthan ; East Madhya Pradesh ; East Uttar Pradesh ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Trough,24-08-2024,1.5 km,East Uttar Pradesh ; West Madhya Pradesh ; NE Bay,East Uttar Pradesh ; West Madhya Pradesh ; NE Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,24-08-2024,7.6 km,East Uttar Pradesh ; West Madhya Pradesh,East Uttar Pradesh ; West Madhya Pradesh
Western Disturbances (WD),24-08-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Mean Sea Level Trough,25-08-2024,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),25-08-2024,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Mean Sea Level Trough,26-08-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Western Disturbances (WD),26-08-2024,7.6 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),27-08-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,27-08-2024,7.6 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),27-08-2024,3.1 km,North pakistan,North pakistan
Cyclonic Circulation (CYCIR),28-08-2024,3.1 km,East Uttar Pradesh,East Uttar Pradesh
Cyclonic Circulation (CYCIR),28-08-2024,5.8 km,EC Bay,EC Bay
Monsoon Trough with Extension and Tilt,28-08-2024,Surface,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; EC Bay
Trough,28-08-2024,3.1 km,East Uttar Pradesh ; EC Bay,East Uttar Pradesh ; EC Bay
Westerly Trough,28-08-2024,7.6 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),28-08-2024,3.1 km,North pakistan,North pakistan
Western Disturbances (WD),28-08-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Mean Sea Level Trough,29-08-2024,Surface,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay,Saurashtra & Kutch ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; WC Bay ; NW Bay
Offshore Trough,29-08-2024,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala
Western Disturbances (WD),29-08-2024,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Monsoon Trough with Extension and Tilt,30-08-2024,Surface,Saurashtra & Kutch ; NE Arabian Sea ; Pakistan ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay,Saurashtra & Kutch ; NE Arabian Sea ; Pakistan ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Offshore Trough,30-08-2024,Surface,Gujarat Region ; Konkan & Goa ; Kerala,Gujarat Region ; Konkan & Goa ; Kerala
Western Disturbances (WD),30-08-2024,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),31-08-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Mean Sea Level Trough,31-08-2024,Surface,NE Arabian Sea ; NW Arabian Sea ; Saurashtra & Kutch ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay,NE Arabian Sea ; NW Arabian Sea ; Saurashtra & Kutch ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay ; NW Bay
Western Disturbances (WD),31-08-2024,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Western Disturbances (WD),31-08-2024,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),01-09-2024,0.9 km,"Nagaland, Manipur, Mizoram & Tripura","Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),01-09-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Mean Sea Level Trough,01-09-2024,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay
Western Disturbances (WD),01-09-2024,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),02-09-2024,1.5 km to 3.1 km,Central Pakistan ; West Rajasthan,Central Pakistan ; West Rajasthan
Mean Sea Level Trough,02-09-2024,Surface,West Rajasthan ; West Madhya Pradesh ; Vidarbha ; Coastal Andhra Pradesh ; EC Bay,West Rajasthan ; West Madhya Pradesh ; Vidarbha ; Coastal Andhra Pradesh ; EC Bay
Offshore Trough,02-09-2024,Surface,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala,Gujarat Region ; Konkan & Goa ; Coastal Karnataka ; Kerala
Western Disturbances (WD),02-09-2024,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan,Southwest Pakistan ; West Pakistan ; Central Pakistan ; South Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),03-09-2024,0.9 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),03-09-2024,3.1 km to 5.8 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),03-09-2024,4.5 km to 7.6 km,Saurashtra & Kutch,Saurashtra & Kutch
Low Pressure (L) with associated CYCIR,03-09-2024,3.1 km,Vidarbha,Vidarbha
Low Pressure (L) with associated CYCIR,03-09-2024,5.8 km,WC Arabian Sea ; NW Arabian Sea,WC Arabian Sea ; NW Arabian Sea
Mean Sea Level Trough,03-09-2024,Surface,West Rajasthan ; East Rajasthan ; Vidarbha ; Telangana ; Coastal Andhra Pradesh ; EC Bay,West Rajasthan ; East Rajasthan ; Vidarbha ; Telangana ; Coastal Andhra Pradesh ; EC Bay
Western Disturbances (WD),03-09-2024,5.8 km,West Pakistan ; Central Pakistan ; Southwest Pakistan ; South Pakistan ; North Pakistan,West Pakistan ; Central Pakistan ; Southwest Pakistan ; South Pakistan ; North Pakistan
Cyclonic Circulation (CYCIR),04-09-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),04-09-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),04-09-2024,3.1 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),04-09-2024,3.1 km to 7.6 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),04-09-2024,3.1 km to 7.6 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),04-09-2024,4.5 km to 5.8 km,N Andaman Sea,N Andaman Sea
Cyclonic Circulation (CYCIR),04-09-2024,5.8 km,East Rajasthan,East Rajasthan
Monsoon Trough with Extension and Tilt,04-09-2024,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Telangana ; Coastal Andhra Pradesh ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Telangana ; Coastal Andhra Pradesh ; EC Bay
Western Disturbances (WD),04-09-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),05-09-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),05-09-2024,3.1 km,N Andaman Sea,N Andaman Sea
Cyclonic Circulation (CYCIR),05-09-2024,3.1 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),05-09-2024,5.8 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi","West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Low Pressure (L) with associated CYCIR,05-09-2024,7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Mean Sea Level Trough,05-09-2024,Surface,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; WC Bay ; NW Bay ; EC Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; WC Bay ; NW Bay ; EC Bay"
Trough,05-09-2024,0.9 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","West Uttar Pradesh ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Westerly Trough,05-09-2024,5.8 km,Jammu & Kashmir ; Pakistan,Jammu & Kashmir ; Pakistan
