weather system,date,heightAboveMSL,Regions,subdivisions
Western Disturbances (WD),28-04-2024,3.1 km to 5.8 km,east Afghanistan & neighbourhood,Far West Pakistan
Westerly Trough,28-04-2024,7.6 km,West Pakistan ; North Pakistan ; Central Pakistan,West Pakistan ; North Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),28-04-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),28-04-2024,0.9 km,Bangladesh,Bangladesh
Trough,28-04-2024,1.5 km,Vidarbha ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala,Vidarbha ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),28-04-2024,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),28-04-2024,0.9 km,Gulf of Mannar,Gulf of Mannar
Cyclonic Circulation (CYCIR),28-04-2024,1.5 km,SW Arabian Sea ; SE Arabian Sea,SW Arabian Sea ; SE Arabian Sea
Trough,28-04-2024,0.9 km,Jharkhand ; Chhattisgarh,Jharkhand ; Chhattisgarh
Western Disturbances (WD),29-04-2024,3.1 km,east Afghanistan & neighbourhood,Far West Pakistan
Westerly Trough,29-04-2024,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),29-04-2024,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),29-04-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Trough,29-04-2024,1.5 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Coastal Karnataka,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Coastal Karnataka
Cyclonic Circulation (CYCIR),29-04-2024,0.9 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),29-04-2024,3.1 km,SW Arabian Sea ; SE Arabian Sea,SW Arabian Sea ; SE Arabian Sea
Trough,29-04-2024,0.9 km,"Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura","Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),30-04-2024,3.1 km to 5.8 km,North pakistan,North pakistan
Cyclonic Circulation (CYCIR),30-04-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Trough,30-04-2024,1.5 km,East Madhya Pradesh ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,East Madhya Pradesh ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),30-04-2024,0.9 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),30-04-2024,4.5 km,SW Arabian Sea,SW Arabian Sea
Cyclonic Circulation (CYCIR),30-04-2024,1.5 km,Bangladesh,Bangladesh
Trough,30-04-2024,0.9 km,"Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh ; Assam & Meghalaya","Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura ; Bangladesh ; Assam & Meghalaya"
Western Disturbances (WD),01-05-2024,5.8 km,Jammu & Kashmir,Jammu & Kashmir
Cyclonic Circulation (CYCIR),01-05-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),01-05-2024,0.9 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),01-05-2024,4.5 km,SW Arabian Sea,SW Arabian Sea
Trough,01-05-2024,0.9 km,"Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya","Bihar ; Nagaland, Manipur, Mizoram & Tripura ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Assam & Meghalaya"
Western Disturbances (WD),02-05-2024,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),02-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,02-05-2024,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema,Chhattisgarh ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Western Disturbances (WD),03-05-2024,3.1 km,Iran,Iran
Westerly Trough,03-05-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),03-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,03-05-2024,0.9 km,Chhattisgarh ; Rayalaseema ; Telangana,Chhattisgarh ; Rayalaseema ; Telangana
Cyclonic Circulation (CYCIR),03-05-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Western Disturbances (WD),04-05-2024,5.8 km,West Pakistan,West Pakistan
Western Disturbances (WD),04-05-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),04-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),04-05-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),04-05-2024,1.5 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),04-05-2024,1.5 km,Marathwada,Marathwada
Trough,04-05-2024,0.9 km,Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Jharkhand ; Odisha ; Chhattisgarh ; Vidarbha ; Marathwada,Assam & Meghalaya ; Sub-Himalayan West Bengal & Sikkim ; Jharkhand ; Odisha ; Chhattisgarh ; Vidarbha ; Marathwada
Western Disturbances (WD),05-05-2024,3.1 km,West Pakistan ; Southwest Pakistan ; South Pakistan,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),05-05-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),05-05-2024,1.5 km,Marathwada,Marathwada
Cyclonic Circulation (CYCIR),05-05-2024,1.5 km,Bihar,Bihar
Trough,05-05-2024,0.9 km,Bihar ; Odisha ; Gangetic West Bengal,Bihar ; Odisha ; Gangetic West Bengal
Trough,05-05-2024,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),06-05-2024,3.1 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),06-05-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),06-05-2024,1.5 km,Bihar,Bihar
Trough,06-05-2024,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema ; South Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema ; South Interior Karnataka
Cyclonic Circulation (CYCIR),06-05-2024,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),06-05-2024,0.9 km,Jharkhand,Jharkhand
Trough,06-05-2024,0.9 km,Jharkhand ; West Madhya Pradesh,Jharkhand ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),07-05-2024,1.5 km to 5.8 km,Assam & Meghalaya,Assam & Meghalaya
Trough,07-05-2024,1.5 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),07-05-2024,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),07-05-2024,1.5 km,East Madhya Pradesh,East Madhya Pradesh
Trough,07-05-2024,0.9 km,Odisha ; West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh,Odisha ; West Rajasthan ; East Rajasthan ; Chhattisgarh ; West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),07-05-2024,3.1 km,Jammu & Kashmir ; Ladakh ; North Pakistan,Jammu & Kashmir ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),08-05-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),08-05-2024,0.9 km,Bangladesh,Bangladesh
Trough,08-05-2024,0.9 km,East Rajasthan ; South Interior Karnataka ; Madhya Maharashtra ; North Interior Karnataka,East Rajasthan ; South Interior Karnataka ; Madhya Maharashtra ; North Interior Karnataka
Cyclonic Circulation (CYCIR),08-05-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),08-05-2024,1.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),08-05-2024,1.5 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Cyclonic Circulation (CYCIR),08-05-2024,1.5 km,East Rajasthan,East Rajasthan
Trough,08-05-2024,1.5 km,East Rajasthan ; Assam & Meghalaya ; East Uttar Pradesh ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal,East Rajasthan ; Assam & Meghalaya ; East Uttar Pradesh ; West Uttar Pradesh ; Jharkhand ; Gangetic West Bengal
Western Disturbances (WD),09-05-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),09-05-2024,3.1 km to 5.8 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),09-05-2024,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),09-05-2024,1.5 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),09-05-2024,3.1 km,NE Arabian Sea,NE Arabian Sea
Cyclonic Circulation (CYCIR),09-05-2024,1.5 km,Madhya Maharashtra,Madhya Maharashtra
Trough,09-05-2024,1.5 km,Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka,Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),09-05-2024,0.9 km,West Rajasthan,West Rajasthan
Trough,09-05-2024,0.9 km,West Rajasthan ; Vidarbha ; West Madhya Pradesh,West Rajasthan ; Vidarbha ; West Madhya Pradesh
Trough,09-05-2024,0.9 km,Assam & Meghalaya ; Odisha ; Gangetic West Bengal,Assam & Meghalaya ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),10-05-2024,3.1 km,Iran,Iran
Westerly Trough,10-05-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),10-05-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),10-05-2024,1.5 km,NE Arabian Sea ; Gujarat Region,NE Arabian Sea ; Gujarat Region
Cyclonic Circulation (CYCIR),10-05-2024,1.5 km,West Rajasthan,West Rajasthan
Trough,10-05-2024,0.9 km,West Rajasthan ; Assam & Meghalaya ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal,West Rajasthan ; Assam & Meghalaya ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),10-05-2024,3.1 km,Bihar,Bihar
Trough,10-05-2024,3.1 km,Bihar ; Odisha ; Jharkhand ; Gangetic West Bengal,Bihar ; Odisha ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),10-05-2024,1.5 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),10-05-2024,1.5 km,Kerala,Kerala
Western Disturbances (WD),11-05-2024,5.8 km,Southwest Pakistan ; West Pakistan,Southwest Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),11-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,11-05-2024,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),11-05-2024,1.5 km to 5.8 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),11-05-2024,1.5 km,Pakistan ; NE Arabian Sea,Pakistan ; NE Arabian Sea
Cyclonic Circulation (CYCIR),11-05-2024,1.5 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Cyclonic Circulation (CYCIR),11-05-2024,0.9 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Cyclonic Circulation (CYCIR),11-05-2024,1.5 km,Bangladesh,Bangladesh
Trough,11-05-2024,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala ; Comorin Area,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala ; Comorin Area
Western Disturbances (WD),12-05-2024,3.1 km,North pakistan,North pakistan
Westerly Trough,12-05-2024,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),12-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,12-05-2024,0.9 km,West Uttar Pradesh ; Assam & Meghalaya ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim,West Uttar Pradesh ; Assam & Meghalaya ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),12-05-2024,0.9 km,East Rajasthan ; West Rajasthan,East Rajasthan ; West Rajasthan
Cyclonic Circulation (CYCIR),12-05-2024,1.5 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),12-05-2024,1.5 km to 5.8 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),12-05-2024,1.5 km,Pakistan ; NE Arabian Sea,Pakistan ; NE Arabian Sea
Trough,12-05-2024,0.9 km,East Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,East Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),12-05-2024,1.5 km,South Interior Karnataka,South Interior Karnataka
Cyclonic Circulation (CYCIR),12-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,13-05-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),13-05-2024,1.5 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),13-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),13-05-2024,1.5 km,South Interior Karnataka,South Interior Karnataka
Trough,13-05-2024,0.9 km,South Interior Karnataka ; West Madhya Pradesh ; Madhya Maharashtra,South Interior Karnataka ; West Madhya Pradesh ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),13-05-2024,1.5 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),13-05-2024,1.5 km to 3.1 km,Comorin Area,Comorin Area
Westerly Trough,14-05-2024,5.8 km,Himachal Pradesh ; Ladakh,Himachal Pradesh ; Ladakh
Westerly Trough,14-05-2024,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),14-05-2024,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),14-05-2024,0.9 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),14-05-2024,1.5 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Trough,14-05-2024,0.9 km,SE Arabian Sea ; Kerala ; Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Coastal Karnataka,SE Arabian Sea ; Kerala ; Marathwada ; South Interior Karnataka ; North Interior Karnataka ; Coastal Karnataka
Cyclonic Circulation (CYCIR),14-05-2024,1.5 km to 3.1 km,Comorin Area,Comorin Area
Westerly Trough,15-05-2024,5.8 km,Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh ; Ladakh,Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh ; Ladakh
Westerly Trough,15-05-2024,3.1 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),15-05-2024,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),15-05-2024,0.9 km,Vidarbha,Vidarbha
Trough,15-05-2024,0.9 km,South Interior Karnataka ; Vidarbha,South Interior Karnataka ; Vidarbha
Cyclonic Circulation (CYCIR),15-05-2024,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),15-05-2024,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),15-05-2024,1.5 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),15-05-2024,4.5 km,SW Bay,SW Bay
Trough,15-05-2024,1.5 km to 4.5 km,SW Bay ; Lakshadweep,SW Bay ; Lakshadweep
Westerly Trough,16-05-2024,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),16-05-2024,1.5 km to 4.5 km,Tamil Nadu & Puducherry ; Comorin Area,Tamil Nadu & Puducherry ; Comorin Area
Trough,16-05-2024,1.5 km,Tamil Nadu & Puducherry ; Comorin Area ; Lakshadweep,Tamil Nadu & Puducherry ; Comorin Area ; Lakshadweep
Cyclonic Circulation (CYCIR),16-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),16-05-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),16-05-2024,0.9 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),16-05-2024,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),16-05-2024,0.9 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),16-05-2024,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),16-05-2024,4.5 km,WC Arabian Sea,WC Arabian Sea
Western Disturbances (WD),17-05-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),17-05-2024,1.5 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi","West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),17-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),17-05-2024,0.9 km,East Rajasthan,East Rajasthan
Trough,17-05-2024,0.9 km,East Rajasthan ; West Madhya Pradesh ; Madhya Maharashtra,East Rajasthan ; West Madhya Pradesh ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),17-05-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),17-05-2024,3.1 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),17-05-2024,3.1 km to 4.5 km,WC Arabian Sea,WC Arabian Sea
Cyclonic Circulation (CYCIR),17-05-2024,5.8 km,Rayalaseema ; Tamil Nadu & Puducherry,Rayalaseema ; Tamil Nadu & Puducherry
Trough,17-05-2024,1.5 km,Chhattisgarh ; Comorin Area ; Rayalaseema ; Tamil Nadu & Puducherry,Chhattisgarh ; Comorin Area ; Rayalaseema ; Tamil Nadu & Puducherry
Western Disturbances (WD),18-05-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),18-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),18-05-2024,1.5 km to 2.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),18-05-2024,0.9 km,East Rajasthan,East Rajasthan
Trough,18-05-2024,0.9 km,East Rajasthan ; Madhya Maharashtra ; West Madhya Pradesh,East Rajasthan ; Madhya Maharashtra ; West Madhya Pradesh
Trough,18-05-2024,0.9 km,West Uttar Pradesh ; Bangladesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim,West Uttar Pradesh ; Bangladesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),18-05-2024,5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),18-05-2024,1.5 km to 3.1 km,WC Arabian Sea ; SW Arabian Sea,WC Arabian Sea ; SW Arabian Sea
Trough,18-05-2024,3.1 km,Chhattisgarh ; South Interior Karnataka ; Telangana ; Rayalaseema,Chhattisgarh ; South Interior Karnataka ; Telangana ; Rayalaseema
Trough,18-05-2024,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; Coastal Karnataka ; North Interior Karnataka ; South Interior Karnataka,Marathwada ; Tamil Nadu & Puducherry ; Coastal Karnataka ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),19-05-2024,3.1 km,North pakistan,North pakistan
Westerly Trough,19-05-2024,5.8 km,Southwest Pakistan ; West Pakistan,Southwest Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),19-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),19-05-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,19-05-2024,0.9 km,West Uttar Pradesh ; Bihar ; East Uttar Pradesh,West Uttar Pradesh ; Bihar ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),19-05-2024,1.5 km to 5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),19-05-2024,3.1 km,WC Arabian Sea ; SW Arabian Sea,WC Arabian Sea ; SW Arabian Sea
Trough,19-05-2024,1.5 km,East Uttar Pradesh ; Madhya Maharashtra ; West Madhya Pradesh ; East Madhya Pradesh,East Uttar Pradesh ; Madhya Maharashtra ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),19-05-2024,3.1 km,Gangetic West Bengal,Gangetic West Bengal
Cyclonic Circulation (CYCIR),19-05-2024,0.9 km,Madhya Maharashtra,Madhya Maharashtra
Trough,19-05-2024,0.9 km,Madhya Maharashtra ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Madhya Maharashtra ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Trough,19-05-2024,0.9 km,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Coastal Karnataka,Marathwada ; Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Coastal Karnataka
Western Disturbances (WD),20-05-2024,5.8 km,West Pakistan,West Pakistan
Cyclonic Circulation (CYCIR),20-05-2024,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Trough,20-05-2024,0.9 km,West Uttar Pradesh ; Madhya Maharashtra ; West Madhya Pradesh,West Uttar Pradesh ; Madhya Maharashtra ; West Madhya Pradesh
Trough,20-05-2024,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Cyclonic Circulation (CYCIR),20-05-2024,3.1 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),20-05-2024,3.1 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Trough,20-05-2024,0.9 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),20-05-2024,1.5 km to 5.8 km,Kerala,Kerala
Western Disturbances (WD),21-05-2024,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),21-05-2024,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Trough,21-05-2024,0.9 km,"Haryana, Chandigarh & Delhi ; Marathwada ; West Madhya Pradesh","Haryana, Chandigarh & Delhi ; Marathwada ; West Madhya Pradesh"
Cyclonic Circulation (CYCIR),21-05-2024,1.5 km to 5.8 km,Bangladesh,Bangladesh
Trough,21-05-2024,1.5 km,"Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh","Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh"
Cyclonic Circulation (CYCIR),21-05-2024,1.5 km to 5.8 km,Kerala,Kerala
Cyclonic Circulation (CYCIR),21-05-2024,0.9 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),21-05-2024,3.1 km,SW Bay,SW Bay
Trough,21-05-2024,0.9 km,SW Bay ; North Interior Karnataka ; Rayalaseema,SW Bay ; North Interior Karnataka ; Rayalaseema
Low Pressure (L) with associated CYCIR,22-05-2024,7.6 km,SW Bay ; WC Bay ; Tamil Nadu & Puducherry ; Coastal Andhra Pradesh,SW Bay ; WC Bay ; Tamil Nadu & Puducherry ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),22-05-2024,3.1 km to 5.8 km,Bangladesh ; Gangetic West Bengal,Bangladesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),22-05-2024,5.8 km,Kerala,Kerala
Cyclonic Circulation (CYCIR),22-05-2024,1.5 km,West Rajasthan,West Rajasthan
Trough,22-05-2024,0.9 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Trough,22-05-2024,1.5 km,West Rajasthan ; West Madhya Pradesh ; Madhya Maharashtra ; North Interior Karnataka,West Rajasthan ; West Madhya Pradesh ; Madhya Maharashtra ; North Interior Karnataka
Western Disturbances (WD),22-05-2024,3.1 km,Iran,Iran
Western Disturbances (WD),22-05-2024,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
