weather system,date,heightAboveMSL,Regions,subdivisions
Westerly Trough,29-04-2025,3.1 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Upper-Level Cyclonic Circulation,29-04-2025,1.5 km,Lakshadweep,Lakshadweep
Western Disturbances (WD),10-04-2025,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,10-04-2025,0.9 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,10-04-2025,1.5 km,Pakistan ; West Rajasthan,Pakistan ; West Rajasthan
Upper-Level Cyclonic Circulation,10-04-2025,1.5 km,West Madhya Pradesh,West Madhya Pradesh
Trough,10-04-2025,0.9 km,West Rajasthan ; Marathwada ; West Madhya Pradesh,West Rajasthan ; Marathwada ; West Madhya Pradesh
Westerly Trough,10-04-2025,5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan
Upper-Level Cyclonic Circulation,10-04-2025,3.1 km to 5.8 km,Bihar,Bihar
Upper-Level Cyclonic Circulation,10-04-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,10-04-2025,0.9 km,Bangladesh,Bangladesh
Upper-Level Cyclonic Circulation,10-04-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,30-04-2025,1.5 km,West Rajasthan,West Rajasthan
Trough,30-04-2025,1.5 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Upper-Level Cyclonic Circulation,30-04-2025,1.5 km to 5.8 km,Bangladesh,Bangladesh
Westerly Trough,30-04-2025,3.1 km to 5.8 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim
Westerly Trough,30-04-2025,7.6 km to 9.4 km,Bihar ; Jharkhand ; Odisha ; East Uttar Pradesh ; Gangetic West Bengal,Bihar ; Jharkhand ; Odisha ; East Uttar Pradesh ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,30-04-2025,0.9 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,01-05-2025,0.9 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,01-05-2025,1.5 km,East Rajasthan,East Rajasthan
Trough,01-05-2025,1.5 km,East Rajasthan ; Kerala ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,East Rajasthan ; Kerala ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,01-05-2025,3.1 km to 7.6 km,Bangladesh,Bangladesh
Western Disturbances (WD),02-05-2025,5.8 km to 7.6 km,"Punjab ; West Rajasthan ; Haryana, Chandigarh & Delhi","Punjab ; West Rajasthan ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,02-05-2025,0.9 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,02-05-2025,1.5 km to 3.1 km,East Rajasthan ; West Madhya Pradesh,East Rajasthan ; West Madhya Pradesh
Trough,02-05-2025,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala","Punjab ; Haryana, Chandigarh & Delhi ; East Rajasthan ; West Madhya Pradesh ; Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala"
Trough,02-05-2025,1.5 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,02-05-2025,3.1 km to 5.8 km,Bangladesh,Bangladesh
Western Disturbances (WD),03-05-2025,3.1 km to 7.6 km,North pakistan,North pakistan
Upper-Level Cyclonic Circulation,03-05-2025,1.5 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,03-05-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Upper-Level Cyclonic Circulation,03-05-2025,0.9 km,East Rajasthan,East Rajasthan
Trough,03-05-2025,0.9 km,East Rajasthan ; Gujarat Region ; Saurashtra & Kutch ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,East Rajasthan ; Gujarat Region ; Saurashtra & Kutch ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Trough,03-05-2025,1.5 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Odisha,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Odisha
Upper-Level Cyclonic Circulation,03-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,03-05-2025,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),03-05-2025,5.8 km to 7.6 km,"Punjab ; West Rajasthan ; Haryana, Chandigarh & Delhi","Punjab ; West Rajasthan ; Haryana, Chandigarh & Delhi"
Western Disturbances (WD),04-05-2025,3.1 km to 9.4 km,North pakistan ; Punjab ; West Rajasthan,North pakistan ; Punjab ; West Rajasthan
Upper-Level Cyclonic Circulation,04-05-2025,1.5 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,04-05-2025,0.9 km,Marathwada,Marathwada
Trough,04-05-2025,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Tamil Nadu & Puducherry ; West Madhya Pradesh ; East Madhya Pradesh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,West Uttar Pradesh ; East Uttar Pradesh ; Tamil Nadu & Puducherry ; West Madhya Pradesh ; East Madhya Pradesh ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,04-05-2025,0.9 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,04-05-2025,1.5 km,Gangetic West Bengal,Gangetic West Bengal
Trough,04-05-2025,0.9 km,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha
Upper-Level Cyclonic Circulation,04-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,04-05-2025,3.1 km,Odisha,Odisha
Western Disturbances (WD),05-05-2025,3.1 km to 7.6 km,North pakistan ; Punjab ; West Rajasthan,North pakistan ; Punjab ; West Rajasthan
Trough,05-05-2025,0.9 km,East Madhya Pradesh ; Marathwada ; Telangana ; North Interior Karnataka ; South Interior Karnataka,East Madhya Pradesh ; Marathwada ; Telangana ; North Interior Karnataka ; South Interior Karnataka
Upper-Level Cyclonic Circulation,05-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,05-05-2025,1.5 km,East Rajasthan ; Bangladesh ; West Madhya Pradesh ; East Madhya Pradesh ; East Uttar Pradesh ; Jharkhand,East Rajasthan ; Bangladesh ; West Madhya Pradesh ; East Madhya Pradesh ; East Uttar Pradesh ; Jharkhand
Upper-Level Cyclonic Circulation,05-05-2025,1.5 km,East Rajasthan,East Rajasthan
Upper-Level Cyclonic Circulation,05-05-2025,1.5 km,Pakistan ; West Rajasthan,Pakistan ; West Rajasthan
Upper-Level Cyclonic Circulation,05-05-2025,0.9 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Western Disturbances (WD),06-05-2025,4.5 km to 9.4 km,West Rajasthan,West Rajasthan
Trough,06-05-2025,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,06-05-2025,0.9 km,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Sikkim ; Bangladesh,East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Sikkim ; Bangladesh
Upper-Level Cyclonic Circulation,06-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,06-05-2025,3.1 km,East Rajasthan,East Rajasthan
Upper-Level Cyclonic Circulation,06-05-2025,1.5 km,West Rajasthan,West Rajasthan
Upper-Level Cyclonic Circulation,06-05-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,06-05-2025,0.9 km,Telangana,Telangana
Western Disturbances (WD),07-05-2025,1.5 km to 7.6 km,West Madhya Pradesh,West Madhya Pradesh
Trough,07-05-2025,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,07-05-2025,0.9 km,West Rajasthan ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh,West Rajasthan ; Jharkhand ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,07-05-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,07-05-2025,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Trough,07-05-2025,3.1 km to 5.8 km,NE Arabian Sea ; West Madhya Pradesh ; Gujarat Region,NE Arabian Sea ; West Madhya Pradesh ; Gujarat Region
Upper-Level Cyclonic Circulation,07-05-2025,3.1 km to 5.8 km,SE Bay ; S Andaman Sea,SE Bay ; S Andaman Sea
Western Disturbances (WD),08-05-2025,3.1 km,Iran,Iran
Westerly Trough,08-05-2025,5.8 km,Far West Pakistan,Far West Pakistan
Upper-Level Cyclonic Circulation,08-05-2025,1.5 km to 7.6 km,West Madhya Pradesh,West Madhya Pradesh
Upper-Level Cyclonic Circulation,08-05-2025,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Trough,08-05-2025,0.9 km,West Madhya Pradesh ; Chhattisgarh ; East Madhya Pradesh,West Madhya Pradesh ; Chhattisgarh ; East Madhya Pradesh
Trough,08-05-2025,1.5 km to 5.8 km,EC Arabian Sea ; West Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra,EC Arabian Sea ; West Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra
Trough,08-05-2025,0.9 km,Telangana ; Gulf of Mannar ; Rayalaseema ; Tamil Nadu & Puducherry,Telangana ; Gulf of Mannar ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,08-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,08-05-2025,4.5 km,SE Bay ; S Andaman Sea,SE Bay ; S Andaman Sea
Western Disturbances (WD),10-05-2025,3.1 km,North pakistan,North pakistan
Westerly Trough,10-05-2025,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Western Disturbances (WD),10-05-2025,5.8 km,Far West Pakistan,Far West Pakistan
Upper-Level Cyclonic Circulation,10-05-2025,4.5 km,East Rajasthan,East Rajasthan
Upper-Level Cyclonic Circulation,10-05-2025,0.9 km,Saurashtra & Kutch,Saurashtra & Kutch
Upper-Level Cyclonic Circulation,10-05-2025,3.1 km,Saurashtra & Kutch,Saurashtra & Kutch
Trough,10-05-2025,1.5 km,EC Arabian Sea ; East Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra,EC Arabian Sea ; East Madhya Pradesh ; Konkan & Goa ; Madhya Maharashtra
Trough,10-05-2025,1.5 km,Marathwada ; Gulf of Mannar ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,Marathwada ; Gulf of Mannar ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Westerly Trough,10-05-2025,9.4 km to 12.6 km,East Uttar Pradesh ; Telangana ; East Madhya Pradesh ; Vidarbha,East Uttar Pradesh ; Telangana ; East Madhya Pradesh ; Vidarbha
Upper-Level Cyclonic Circulation,10-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,10-05-2025,0.9 km,Bangladesh,Bangladesh
Upper-Level Cyclonic Circulation,10-05-2025,3.1 km to 4.5 km,SE Bay ; S Andaman Sea,SE Bay ; S Andaman Sea
Western Disturbances (WD),11-05-2025,5.8 km,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir,North Pakistan ; Central Pakistan ; South Pakistan ; Jammu & Kashmir
Western Disturbances (WD),11-05-2025,5.8 km,Southwest Pakistan,Southwest Pakistan
Trough,11-05-2025,3.1 km,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea
Trough,11-05-2025,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Gulf of Mannar
Trough,11-05-2025,0.9 km,"Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura","Bihar ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Upper-Level Cyclonic Circulation,11-05-2025,0.9 km to 5.8 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),12-05-2025,3.1 km,Punjab,Punjab
Trough,12-05-2025,3.1 km,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea
Upper-Level Cyclonic Circulation,12-05-2025,4.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),12-05-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),12-05-2025,1.5 km,Central Pakistan ; West Rajasthan,Central Pakistan ; West Rajasthan
Trough,12-05-2025,1.5 km,Bihar ; Jharkhand,Bihar ; Jharkhand
Western Disturbances (WD),13-05-2025,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Trough,13-05-2025,3.1 km to 5.8 km,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea,Saurashtra & Kutch ; NE Arabian Sea ; EC Arabian Sea
Cyclonic Circulation (CYCIR),13-05-2025,1.5 km,Uttarakhand,Uttarakhand
Upper-Level Cyclonic Circulation,13-05-2025,0.9 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Trough,13-05-2025,0.9 km,East Uttar Pradesh ; Bihar ; Odisha ; Chhattisgarh,East Uttar Pradesh ; Bihar ; Odisha ; Chhattisgarh
Upper-Level Cyclonic Circulation,13-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,13-05-2025,1.5 km to 7.6 km,N Andaman Sea ; S Andaman Sea,N Andaman Sea ; S Andaman Sea
Trough,13-05-2025,1.5 km,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala,Vidarbha ; Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Western Disturbances (WD),14-05-2025,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),14-05-2025,1.5 km,Uttarakhand,Uttarakhand
Upper-Level Cyclonic Circulation,14-05-2025,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim,Bihar ; Sub-Himalayan West Bengal & Sikkim
Trough,14-05-2025,0.9 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; Rayalaseema ; Jharkhand ; Vidarbha ; Telangana,Bihar ; Sub-Himalayan West Bengal & Sikkim ; Rayalaseema ; Jharkhand ; Vidarbha ; Telangana
Upper-Level Cyclonic Circulation,14-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,14-05-2025,3.1 km,N Andaman Sea ; S Andaman Sea,N Andaman Sea ; S Andaman Sea
Upper-Level Cyclonic Circulation,14-05-2025,3.1 km to 5.8 km,Gujarat Region ; Saurashtra & Kutch,Gujarat Region ; Saurashtra & Kutch
Upper-Level Cyclonic Circulation,14-05-2025,1.5 km,Konkan & Goa,Konkan & Goa
Upper-Level Cyclonic Circulation,14-05-2025,1.5 km,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Trough,15-05-2025,0.9 km,Sub-Himalayan West Bengal & Sikkim ; East Madhya Pradesh ; Chhattisgarh,Sub-Himalayan West Bengal & Sikkim ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,15-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,15-05-2025,3.1 km to 5.8 km,SE Bay,SE Bay
Upper-Level Cyclonic Circulation,15-05-2025,5.8 km,Gujarat Region,Gujarat Region
Upper-Level Cyclonic Circulation,15-05-2025,1.5 km,North Interior Karnataka,North Interior Karnataka
Upper-Level Cyclonic Circulation,15-05-2025,1.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Western Disturbances (WD),15-05-2025,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Upper-Level Cyclonic Circulation,16-05-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Trough,16-05-2025,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh,West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh
Upper-Level Cyclonic Circulation,16-05-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Upper-Level Cyclonic Circulation,16-05-2025,3.1 km to 5.8 km,SE Bay,SE Bay
Upper-Level Cyclonic Circulation,16-05-2025,1.5 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,16-05-2025,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,16-05-2025,1.5 km,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Western Disturbances (WD),17-05-2025,3.1 km,Far West Pakistan,Far West Pakistan
Upper-Level Cyclonic Circulation,17-05-2025,1.5 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,17-05-2025,0.9 km,West Uttar Pradesh,West Uttar Pradesh
Trough,17-05-2025,0.9 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,17-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,17-05-2025,3.1 km,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar,Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Gangetic West Bengal ; Assam & Meghalaya ; Bihar
Upper-Level Cyclonic Circulation,17-05-2025,0.9 km,Telangana,Telangana
Upper-Level Cyclonic Circulation,17-05-2025,1.5 km to 5.8 km,SE Bay,SE Bay
Trough,17-05-2025,1.5 km to 5.8 km,SE Bay ; Coastal Andhra Pradesh,SE Bay ; Coastal Andhra Pradesh
Upper-Level Cyclonic Circulation,17-05-2025,1.5 km,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa,EC Arabian Sea ; NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Western Disturbances (WD),18-05-2025,5.8 km,Southwest Pakistan ; North Pakistan ; West Pakistan ; Far West Pakistan ; Central Pakistan,Southwest Pakistan ; North Pakistan ; West Pakistan ; Far West Pakistan ; Central Pakistan
Upper-Level Cyclonic Circulation,18-05-2025,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Trough,18-05-2025,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh"
Upper-Level Cyclonic Circulation,18-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,18-05-2025,3.1 km,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal,Assam & Meghalaya ; Bangladesh ; Nagaland-Manipur-Mizoram-Tripura ; Sub-Himalayan West Bengal & Sikkim ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,18-05-2025,0.9 km,Vidarbha,Vidarbha
Trough,18-05-2025,1.5 km,Vidarbha ; North Interior Karnataka ; Rayalaseema,Vidarbha ; North Interior Karnataka ; Rayalaseema
Upper-Level Cyclonic Circulation,18-05-2025,1.5 km to 5.8 km,SW Bay ; SE Bay,SW Bay ; SE Bay
Trough,18-05-2025,1.5 km to 5.8 km,SE Bay ; SW Bay ; Kerala ; Tamil Nadu & Puducherry,SE Bay ; SW Bay ; Kerala ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,18-05-2025,1.5 km,NE Arabian Sea ; Gujarat Region ; Konkan & Goa,NE Arabian Sea ; Gujarat Region ; Konkan & Goa
Western Disturbances (WD),19-05-2025,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Trough,19-05-2025,0.9 km,"Punjab ; West Madhya Pradesh ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; East Rajasthan","Punjab ; West Madhya Pradesh ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; East Rajasthan"
Upper-Level Cyclonic Circulation,19-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,19-05-2025,0.9 km,Madhya Maharashtra,Madhya Maharashtra
Trough,19-05-2025,0.9 km,Madhya Maharashtra ; North Interior Karnataka ; Rayalaseema,Madhya Maharashtra ; North Interior Karnataka ; Rayalaseema
Upper-Level Cyclonic Circulation,19-05-2025,1.5 km to 5.8 km,WC Bay ; SW Bay,WC Bay ; SW Bay
Trough,19-05-2025,1.5 km to 5.8 km,SE Bay ; WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Rayalaseema ; North Interior Karnataka,SE Bay ; WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Rayalaseema ; North Interior Karnataka
Upper-Level Cyclonic Circulation,19-05-2025,0.9 km,"Haryana, Chandigarh & Delhi ; East Rajasthan","Haryana, Chandigarh & Delhi ; East Rajasthan"
Trough,19-05-2025,1.5 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal"
Upper-Level Cyclonic Circulation,19-05-2025,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Western Disturbances (WD),20-05-2025,5.8 km,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi,Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Ladakh ; Delhi
Upper-Level Cyclonic Circulation,20-05-2025,0.9 km,"East Rajasthan ; Haryana, Chandigarh & Delhi","East Rajasthan ; Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,20-05-2025,1.5 km,Central Pakistan ; Punjab,Central Pakistan ; Punjab
Trough,20-05-2025,1.5 km,"Central Pakistan ; West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh","Central Pakistan ; West Rajasthan ; East Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh"
Upper-Level Cyclonic Circulation,20-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Upper-Level Cyclonic Circulation,20-05-2025,1.5 km,WC Bay ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry,WC Bay ; Coastal Andhra Pradesh ; Rayalaseema ; Tamil Nadu & Puducherry
Upper-Level Cyclonic Circulation,20-05-2025,1.5 km to 5.8 km,South Interior Karnataka,South Interior Karnataka
Upper-Level Cyclonic Circulation,20-05-2025,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Upper-Level Cyclonic Circulation,20-05-2025,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),21-05-2025,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh ; Bihar
Upper-Level Cyclonic Circulation,21-05-2025,1.5 km,Punjab,Punjab
Trough,21-05-2025,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh","Punjab ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh"
Upper-Level Cyclonic Circulation,21-05-2025,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,21-05-2025,3.1 km,EC Arabian Sea ; Konkan & Goa ; North Interior Karnataka ; Coastal Andhra Pradesh,EC Arabian Sea ; Konkan & Goa ; North Interior Karnataka ; Coastal Andhra Pradesh
Trough,22-05-2025,1.5 km to 5.8 km,EC Arabian Sea ; Konkan & Goa ; Telangana,EC Arabian Sea ; Konkan & Goa ; Telangana
Upper-Level Cyclonic Circulation,22-05-2025,1.5 km,Punjab,Punjab
Upper-Level Cyclonic Circulation,22-05-2025,1.5 km,East Madhya Pradesh ; East Uttar Pradesh,East Madhya Pradesh ; East Uttar Pradesh
Trough,22-05-2025,1.5 km,"Punjab ; West Madhya Pradesh ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh","Punjab ; West Madhya Pradesh ; East Madhya Pradesh ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh"
