date,source_file,weather_system,subdivisions,region,region_original,height_km,pressure_level,status
2025-06-30,AIWS 20250630.docx,Trough,southwest Uttar Pradesh ; Jharkhand ; Gangetic West Bengal,"east-west, southwest Uttar Pradesh to the cyclonic circulation associated with the low-pressure area over coastal Gangetic West Bengal & neighbourhood across southeast Uttar Pradesh, Jharkhand, and Gangetic West Bengal and neighbourhood extended between 0.9 to 3.1 km above m. s. l.",,3.1,700 hPa,
2025-06-30,AIWS 20250630.docx,Trough,southwest Rajasthan ; north Gujarat,"upper air, south Rajasthan & adjoining north Gujarat persisted at 3.1 km above m. s. l.",,3.1,700 hPa,persisted
2026-05-01,AIWS 20260501.docx,WD,,Kashmir & neighbourhood,,5.8,500 hPa,persisted
2026-05-01,AIWS 20260501.docx,WD,,north Punjab & neighbourhood,,1.5,850 hPa,persisted
2026-05-01,AIWS 20260501.docx,Trough,,"South Odisha to Gulf of Mannar across Telangana, Andhra Pradesh and Tamil Nadu",,0.9,925 hPa,persisted
2026-05-01,AIWS 20260501.docx,Trough,,Gangetic West Bengal & adjoining Bangladesh,,1.5,850 hPa,persisted and extended
2026-05-01,AIWS 20260501.docx,Trough,,southeast Bangladesh & neighbourhood between 3.1 & 5.8 km above m. s. l.,,7.6,400 hPa,
2026-05-01,AIWS 20260501.docx,Trough,,roughly along Long. 90°E to the north of Lat. 22°N,,7.6,400 hPa,
2026-05-01,AIWS 20260501.docx,Trough,,southwest of Long. 90°E to the north of Lat. 22°N,,3.1,700 hPa,
2026-05-02,AIWS 20260502.docx,CYCIR,"Haryana, Chandigarh & Delhi",over north Punjab & neighbourhood,,1.5,850 hPa,persisted
2026-05-02,AIWS 20260502.docx,CYCIR,Bihar ; West Bengal,over Gangetic West Bengal & adjoining Bangladesh,,1.5,850 hPa,persisted
2026-05-02,AIWS 20260502.docx,Trough,Bihar ; West Bengal,aloft extending between 4.5 & 9.4 km above m. s. l.,,9.4,300 hPa,persisted
2026-05-02,AIWS 20260502.docx,CYCIR,Rajasthan,over west Rajasthan & neighbourhood,,0.9,925 hPa,
2026-05-02,AIWS 20260502.docx,Trough,Rajasthan ; Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu,"ran from above the cyclonic circulation over west Rajasthan to Comorin area across East Rajasthan, Madhya Pradesh, Vidarbha, Telangana, Rayalaseema and interior Tamil Nadu at 0.9 km above m. s. l.",,0.9,925 hPa,
2026-05-02,AIWS 20260502.docx,Trough,Chhattisgarh ; Jharkhand ; West Bengal ; Bangladesh ; Assam,"ran from northeast Madhya Pradesh to Manipur across Chhattisgarh, Jharkhand, West Bengal, Bangladesh and south Assam at 0.9 km above m. s. l.",,0.9,925 hPa,
2026-05-02,AIWS 20260502.docx,Trough,Rajasthan,aloft roughly along Long. 89°E to the north of Lat. 20°N persisted at 0530 hrs IST of today.,,7.6,400 hPa,persisted
2026-05-03,AIWS 20260503.docx,WD,,north Pakistan & neighbourhood,,3.1,700 hPa,persisted
2026-05-03,AIWS 20260503.docx,Trough,"Haryana, Chandigarh & Delhi",north Haryana & neighbourhood,,0.9,925 hPa,lay over and extended
2026-05-03,AIWS 20260503.docx,Trough,West Rajasthan,southwest Rajasthan at 0530 hrs IST of today morning,,0.9,925 hPa,merged with the above trough at 0830 hrs IST
2026-05-03,AIWS 20260503.docx,Trough,Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam,"east-west trough ran from upper air cyclonic circulation over north Haryana & neighbourhood to Nagaland across Uttar Pradesh Bihar, Jharkhand, north Gangetic West Bengal, Bangladesh and south Assam at 0530 hrs IST of today morning",,1.5,850 hPa,
2026-05-03,AIWS 20260503.docx,Trough,Telangana ; Andhra Pradesh ; Tamil Nadu,"north-south trough ran from Chhattisgarh to Comorin Area across Telangana, Andhra Pradesh and Tamil Nadu at 0530 hrs IST of today morning",,1.5,850 hPa,
2026-05-03,AIWS 20260503.docx,CYCIR,Assam,upper air cyclonic circulation over Central Assam & neighbourhood at 3.1 km above m. s. l.,,3.1,700 hPa,
2026-05-03,AIWS 20260503.docx,CYCIR,Bangladesh,upper air cyclonic circulation over north Bangladesh & adjoining Gangetic West Bengal lay over northeast Bangladesh at 0530 hrs IST of today morning,,1.5,850 hPa,persisted and extended
2026-05-03,AIWS 20260503.docx,Trough,Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; Bangladesh ; Assam,"east-west trough ran from upper air cyclonic circulation over north Haryana & neighbourhood to Nagaland across Uttar Pradesh Bihar, Jharkhand, north Gangetic West Bengal, Bangladesh and south Assam at 0530 hrs IST of today morning",,1.5,850 hPa,
2026-05-03,AIWS 20260503.docx,Trough,Telangana ; Andhra Pradesh ; Tamil Nadu,"north-south trough ran from Chhattisgarh to Comorin Area across Telangana, Andhra Pradesh and Tamil Nadu at 0530 hrs IST of today morning",,1.5,850 hPa,
2026-05-04,AIWS 20260504.docx,WD,,north Pakistan & neighbourhood,,3.1,700 hPa,persisted
2026-05-04,AIWS 20260504.docx,Trough,,along Long. 72°E to the north of Lat. 28°N,,5.8,500 hPa,
2026-05-04,AIWS 20260504.docx,CYCIR,,Haryana & neighbourhood,,1.5,850 hPa,persisted
2026-05-04,AIWS 20260504.docx,Trough,,from above upper air cyclonic circulation over Haryana & neighbourhood to northeast Arabian sea across Rajasthan and Gujarat state,,1.5,850 hPa,
2026-05-04,AIWS 20260504.docx,Trough,,"from south Chhattisgarh to Comorin Area across Telangana, Rayalaseema and interior Tamil Nadu",,0.9,925 hPa,
2026-05-04,AIWS 20260504.docx,CYCIR,,East Madhya Pradesh & neighbourhood,,1.5,850 hPa,persisted
2026-05-04,AIWS 20260504.docx,CYCIR,,interior Odisha & neighbourhood,,0.9,925 hPa,persisted
2026-05-04,AIWS 20260504.docx,Trough,,from South Chhattisgarh to Comorin Area,,0.9,925 hPa,
2026-05-05,AIWS 20260505.docx,WD,Jammu & Kashmir,north Pakistan & neighbourhood,,3.1,700 hPa,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,"Haryana, Chandigarh & Delhi",Haryana & neighbourhood,,1.5,850 hPa,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,Rajasthan,southeast Rajasthan & neighbourhood,,1.5,850 hPa,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,Rajasthan,southwest Rajasthan,,1.5,850 hPa,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,East Uttar Pradesh,central parts of East Uttar Pradesh,,0.9,925 hPa,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,Madhya Pradesh,central parts of Madhya Pradesh & neighbourhood,,1.5,850 hPa,persisted
2026-05-05,AIWS 20260505.docx,Trough,Chhattisgarh ; Manipur,south Chhattisgarh to Manipur,,0.9,925 hPa,persisted
2026-05-05,AIWS 20260505.docx,Trough,Maharashtra ; Tamil Nadu,Vidarbha to Comorin Area,,1.5,850 hPa,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,Assam,Central Assam & neighbourhood,,0.9,925 hPa,persisted
2026-05-05,AIWS 20260505.docx,Trough,Madhya Pradesh ; Bihar,north-south trough from the upper air cyclonic circulation over central parts of Madhya Pradesh to Bihar,,0.9,925 hPa,persisted
2026-05-05,AIWS 20260505.docx,Trough,Madhya Pradesh ; Bihar ; Chhattisgarh ; Uttar Pradesh ; Jharkhand,"north-south trough from the upper air cyclonic circulation over central parts of south Madhya Pradesh to Bihar across north Chhattisgarh, southeast Uttar Pradesh and Jharkhand",,0.9,925 hPa,persisted
2026-05-05,AIWS 20260505.docx,Trough,Madhya Pradesh,north-south trough ran roughly along Long. 89°E to the north of Lat. 21°N,,3.1,700 hPa,persisted
2026-05-06,AIWS 20260506.docx,WD,,Kashmir & neighbourhood,,3.1,700 hPa,
2026-05-06,AIWS 20260506.docx,CYCIR,Saurashtra & Kutch,Southwest Rajasthan,,1.5,850 hPa,persisted
2026-05-06,AIWS 20260506.docx,CYCIR,North Interior Karnataka,East Uttar Pradesh,,0.9,925 hPa,persisted
2026-05-06,AIWS 20260506.docx,CYCIR,,Central Assam & neighbourhood,,0.9,925 hPa,
2026-05-06,AIWS 20260506.docx,CYCIR,Rayalaseema,North Telangana & neighbourhood,,1.5,850 hPa,persisted
2026-05-06,AIWS 20260506.docx,CYCIR,,Gulf of Mannar & neighbourhood,,1.5,850 hPa,
2026-05-06,AIWS 20260506.docx,Trough,Rayalaseema ; Tamil Nadu,North-south trough from central parts of south Madhya Pradesh to Gulf of Mannar,,0.9,925 hPa,moved away
2026-05-07,AIWS 20260507.docx,WD,,northwest Uttar Pradesh and adjoining Uttarakhand between 5.8 and 7.6 km above m. s. l.,,5.8,500 hPa,persisted
2026-05-07,AIWS 20260507.docx,Trough,,roughly along Long. 80°E to the north of Lat. 25°N,,3.1,700 hPa,moved away
2026-05-07,AIWS 20260507.docx,CYCIR,,over northeast Uttar Pradesh & neighbourhood at 0530 hrs IST of today and persisted over the same region and extended between 1.5 & 4.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,,over central Assam & neighbourhood persisted and extended upto 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,,lay over Central Parts of South Madhya Pradesh & neighbourhood at 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,,lay over central Pakistan & adjoining south Punjab and extended upto 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,,lay over southeast Arabian Sea and adjoining Lakshadweep off south Kerala coast at 0.9 km above m. s. l.,,0.9,925 hPa,persisted
2026-05-07,AIWS 20260507.docx,Trough,,"ran from southwest Madhya Pradesh to cyclonic circulation over southeast Arabian Sea and adjoining Lakshadweep off south Kerela across Madhya Maharashtra, Interior Karnataka & Kerala at 0530 hrs IST of today and ran from cyclonic circulation over southeast Arabian Sea and adjoining Lakshadweep off south Kerela to southwest Madhya Pradesh across Interior Karnataka and Maharashtra at 0.9 km above m. s. l.",,0.9,925 hPa,persisted
2026-05-07,AIWS 20260507.docx,Trough,,ran from central parts of south Madhya Pradesh to Jharkhand across Chhattisgarh at 0.9 km above m. s. l.,,0.9,925 hPa,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,,lay over north Haryana & neighbourhood at 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,,lay over interior Odisha and adjoining Chhattisgarh at 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-08,AIWS 20260508.docx,WD,,northwest Uttar Pradesh and adjoining Uttarakhand between 5.8 km and 7.6 km above m. s. l.,,6.7,400 hPa,persisted
2026-05-08,AIWS 20260508.docx,CYCIR,Central Pakistan ; Punjab ; Rajasthan,central Pakistan & adjoining Punjab and Rajasthan extended upto 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-08,AIWS 20260508.docx,Trough,Haryana ; Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal ; Sikkim,"ran from the upper air cyclonic circulation over central Pakistan & adjoining Punjab and Rajasthan to northwest Bangladesh across Haryana, upper air cyclonic circulation over southwest Uttar Pradesh & neighbourhood, Uttar Pradesh, Bihar, Sub-Himalayan West Bengal & Sikkim at 1.5 km above m. s. l.",,1.5,850 hPa,persisted
2026-05-08,AIWS 20260508.docx,Trough,Vidarbha ; Marathwada ; Interior Karnataka ; Rayalaseema ; Tamil Nadu,"ran from the trough/Wind discontinuity from cyclonic circulation over southeast Arabian Sea and adjoining Lakshadweep off south Kerala to southwest Madhya Pradesh across Vidarbha, Marathwada, Interior Karnataka, Rayalaseema and Tamil Nadu at 0.9 km above m. s. l.",,0.9,925 hPa,persisted
2026-05-08,AIWS 20260508.docx,CYCIR,Southwest Uttar Pradesh,lay over southwest Uttar Pradesh & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,persisted
2026-05-08,AIWS 20260508.docx,Trough,East Madhya Pradesh ; Chhattisgarh ; North Interior Odisha,ran from the upper air cyclonic circulation over southwest Uttar Pradesh & neighbourhood to north interior Odisha across East Madhya Pradesh and Chhattisgarh at 0.9 km above m. s. l.,,0.9,925 hPa,persisted
2026-05-08,AIWS 20260508.docx,CYCIR,Central Assam,lay over central Assam & neighbourhood extending upto 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-08,AIWS 20260508.docx,CYCIR,South Andaman Sea,lay over south Andaman Sea & neighbourhood extended upto 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-08,AIWS 20260508.docx,Trough,,ran roughly along Long. 83°E to the north of Lat. 18°N at 5.8 km and 7.6 km above m. s. l.,,6.7,400 hPa,persisted
2026-05-09,AIWS 20260509.docx,WD,,"northwest Uttar Pradesh and adjoining Uttarakhand, East Bihar & neighbourhood",,3.1,700 hPa,lay over
2026-05-09,AIWS 20260509.docx,CYCIR,West Bengal (Sub-Himalayan) ; Rajasthan,"Sub-Himalayan West Bengal & neighbourhood, central parts of Rajasthan, East Rajasthan",,1.5,850 hPa,lay over
2026-05-09,AIWS 20260509.docx,Trough,Madhya Pradesh (East) ; Jharkhand ; Bihar ; West Bengal (Gangetic) ; Rajasthan (East) ; Karnataka (North Interior) ; Maharashtra (Interior) ; Maharashtra (Coastal),"Madhya Pradesh, Jharkhand, Bihar, Gangetic West Bengal, East Rajasthan, Madhya Pradesh, Chhattisgarh, Comorin area & neighbourhood, Lakshadweep, Kerala, Karnataka, interior Maharashtra, coastal Karnataka, north interior Karnataka, Madhya Maharashtra",,0.9,925 hPa,ran from
2026-05-09,AIWS 20260509.docx,CYCIR,Uttar Pradesh (Southwest) ; Tamil Nadu ; Lakshadweep,"upper air cyclonic circulation over southwest Uttar Pradesh & neighbourhood, upper air cyclonic circulation over Comorin area & neighbourhood and extended upto 1.5 km above m. s. l.",,1.5,850 hPa,persisted and extended
2026-05-09,AIWS 20260509.docx,CYCIR,Kerala (Offshore) ; Madhya Pradesh,"upper air cyclonic circulation over southeast Arabian Sea & adjoining Lakshadweep off Kerala coast, upper air cyclonic circulation over East Madhya Pradesh & neighbourhood at 1.5 km above m. s. l.",,1.5,850 hPa,lay over
2026-05-09,AIWS 20260509.docx,CYCIR,Andaman Islands (South),"upper air cyclonic circulation over south Andaman Sea & neighbourhood, upper air cyclonic circulation over East Madhya Pradesh & neighbourhood at 1.5 km above m. s. l.",,1.5,850 hPa,lay over
2026-05-11,AIWS 20260511.docx,Low Pressure Area,Southwest Bay of Bengal,Southwest Bay of Bengal off north Sri Lanka coast,,5.8,500 hPa,persisted
2026-05-11,AIWS 20260511.docx,Trough,Southwest Bay of Bengal ; Lakshadweep ; Tamil Nadu,from the centre of low pressure area over Southwest Bay of Bengal off north Sri Lanka coast to south Lakshadweep area across south Tamil Nadu between 1.5 & 4.5 km above m. s. l.,,4.5,600 hPa,
2026-05-11,AIWS 20260511.docx,CYCIR,Southeast Arabian Sea ; Lakshadweep,over Southeast Arabian Sea & Lakshadweep adjoining Kerala coast at 0.9 km above m. s. l.,,0.9,925 hPa,persisted
2026-05-11,AIWS 20260511.docx,Trough,Southeast Arabian Sea ; Lakshadweep ; Marathwada ; Coastal Karnataka,from the cyclonic circulation over Southeast Arabian Sea & adjoining Lakshadweep adjoining Kerala coast to Marathwada across Coastal Karnataka at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-11,AIWS 20260511.docx,WD,North Pakistan,over North Pakistan & neighbourhood at 3.1 km above m. s. l.,,3.1,700 hPa,
2026-05-11,AIWS 20260511.docx,CYCIR,West Rajasthan,over West Rajasthan & neighbourhood persisted and seen at 1.5 km above m. s. l.,,1.5,850 hPa,persisted
2026-05-11,AIWS 20260511.docx,Trough,Southwest Madhya Pradesh ; Sub-Himalayan West Bengal ; East Madhya Pradesh ; Chhattisgarh ; Jharkhand,"from upper air cyclonic circulation over Southwest Madhya Pradesh to Sub Himalayan West Bengal across East Madhya Pradesh, Chhattisgarh and Jharkhand and extended upto 1.5 km above m. s. l.",,1.5,850 hPa,
2026-05-11,AIWS 20260511.docx,CYCIR,Sub-Himalayan West Bengal,over Sub-Himalayan West Bengal & neighbourhood between 1.5 & 3.1 km above m. s. l.,,3.1,700 hPa,persisted
2026-05-11,AIWS 20260511.docx,WD,North Pakistan,seen as an upper air cyclonic circulation over North Pakistan & neighbourhood at 3.1 km above m. s. l.,,3.1,700 hPa,
2026-05-13,AIWS 20260513.docx,Low Pressure Area,,southwest Bay of Bengal & southwest adjoining westcentral Bay of Bengal,,5.8,500 hPa,persisted
2026-05-13,AIWS 20260513.docx,WD,Jammu,North Pakistan & neighbourhood,,3.1,700 hPa,
2026-05-13,AIWS 20260513.docx,Trough,East Madhya Pradesh ; south Bihar ; north Gangetic West Bengal ; South Assam,from upper air cyclonic circulation over Southwest Madhya Pradesh to Manipur,,0.9,925 hPa,persisted
2026-05-13,AIWS 20260513.docx,Trough,Southwest Madhya Pradesh ; north Chhattisgarh,from upper air cyclonic circulation over Southwest Madhya Pradesh to north Chhattisgarh,,0.9,925 hPa,persisted
2026-05-13,AIWS 20260513.docx,Trough,,along Long. 89E north of Lat. 22N,,3.1,700 hPa,persisted
2026-05-13,AIWS 20260513.docx,Trough,Southwest Madhya Pradesh ; Madhya Maharashtra ; North Interior Karnataka,"from upper air cyclonic circulation over Southwest Madhya Pradesh to South Interior Karnataka across Madhya Maharashtra, North Interior Karnataka",,1.5,850 hPa,persisted
2026-05-14,AIWS 20260514.docx,Well Marked Low Pressure Area,Southwest Madhya Pradesh ; West Madhya Maharashtra,southwest & adjoining westcentral Bay of Bengal,,5.8,500 hPa,persisted
2026-05-14,AIWS 20260514.docx,Trough,South Madhya Maharashtra ; North Tamil Nadu ; Rayalaseema ; North Interior Karnataka,"from the centre of well marked low pressure area over southwest & adjoining westcentral Bay of Bengal to south Madhya Maharashtra across north Tamil Nadu, Rayalaseema and North Interior Karnataka",,0.9,925 hPa,
2026-05-14,AIWS 20260514.docx,Trough,Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh ; Bihar,from upper air cyclonic circulation over Southwest Madhya Pradesh to Manipur ran from the upper air cyclonic circulation over southeast Madhya Pradesh to Sub-Himalayan West Bengal & Sikkim across southeast Uttar Pradesh and Bihar,,0.9,925 hPa,
2026-05-14,AIWS 20260514.docx,Trough,Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh ; Bihar,east-west trough from upper air cyclonic circulation over Southwest Madhya Pradesh to Manipur ran from the upper air cyclonic circulation over southeast Madhya Pradesh to Sub-Himalayan West Bengal & Sikkim across southeast Uttar Pradesh and Bihar,,0.9,925 hPa,
2026-05-14,AIWS 20260514.docx,Trough,West Uttar Pradesh,upper air cyclonic circulation over northwest Uttar Pradesh & adjoining Uttarakhand lay over west Uttar Pradesh & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-14,AIWS 20260514.docx,Trough,East Uttar Pradesh,upper air cyclonic circulation over east Uttar Pradesh & neighbourhood at 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-14,AIWS 20260514.docx,Trough,East Bangladesh,upper air cyclonic circulation over east Bangladesh & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-14,AIWS 20260514.docx,Trough,South West Madhya Pradesh ; South East Madhya Pradesh,upper air cyclonic circulation over South West Madhya Pradesh & neighbourhood lay over South East Madhya Pradesh & neighbourhood upto 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-16,AIWS 20260516.docx,Well Marked Low Pressure Area,Southwest & Adjoining Westcentral Bay of Bengal,southwest & adjoining westcentral Bay of Bengal,,4.5,600 hPa,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,North Coastal Tamil Nadu & Neighbourhood,north coastal Tamil Nadu & neighbourhood,,0.9,925 hPa,merged with the low-pressure area over southwest & adjoining westcentral Bay of Bengal
2026-05-16,AIWS 20260516.docx,Trough,Jammu & Kashmir,Jammu adjoining north Pakistan,,3.1,700 hPa,persisted with a trough aloft in middle tropospheric westerlies with its axis at 5.8 km above m. s. l.
2026-05-16,AIWS 20260516.docx,Trough,North Interior Karnataka ; Bihar ; Gangetic West Bengal,north Bihar to south Assam across North Gangetic West Bengal,,0.9,925 hPa,persisted over the same region and seen upto 1.5 km above m. l.
2026-05-16,AIWS 20260516.docx,Trough,East Madhya Pradesh ; Telangana ; Interior Karnataka,East Madhya Pradesh & neighbourhood to North Interior Karnataka across Telangana and Interior Karnataka,,0.9,925 hPa,persisted over the same region and seen upto 1.5 km above m. l.
2026-05-16,AIWS 20260516.docx,WD,Jammu & Kashmir,Jammu & Kashmir at 3.1 km above m. s. l.,,3.1,700 hPa,persisted with a trough in middle tropospheric westerlies
2026-05-17,AIWS 20260517.docx,WD,,west Iran & neighbourhood,,5.8,500 hPa,
2026-05-17,AIWS 20260517.docx,Trough,,westerly in middle tropospheric westerlies with its axis at 5.8 km above m. s. l.,,5.8,500 hPa,moved away east-northeastwards
2026-05-17,AIWS 20260517.docx,Trough,Marathwada ; interior Karnataka ; Tamil Nadu,"from the cyclonic circulation over west Vidarbha & neighbourhood to Gulf of Mannar across Marathwada, interior Karnataka, and Tamil Nadu at 0.9 km above m. s. l.",,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,southwest Bay of Bengal ; adjoining Tamil Nadu,southwest Bay of Bengal & adjoining Tamil Nadu extending upto 4.5 km above m. s. l.,,4.5,600 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,northeast Vidarbha,upper air cyclonic circulation over northeast Vidarbha & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,east Uttar Pradesh,upper air cyclonic circulation over east Uttar Pradesh at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,northeast Bihar,upper air cyclonic circulation over northeast Bihar at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,central Assam,upper air cyclonic circulation over central Assam & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,Comorin Area,upper air cyclonic circulation over Comorin Area & neighbourhood at 3.1 km above m. s. l.,,3.1,700 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,southeast Rajasthan,upper air cyclonic circulation over southeast Rajasthan Adjoining West Madhya Pradesh at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,west Vidarbha,upper air cyclonic circulation over west Vidarbha & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-17,AIWS 20260517.docx,CYCIR,east Rajasthan,upper air cyclonic circulation over east Rajasthan & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-18,AIWS 20260518.docx,WD,,north Iran & neighbourhood,,7.6,400 hPa,persisted
2026-05-18,AIWS 20260518.docx,Trough,West Madhya Pradesh ; Madhya Maharashtra ; Marathwada ; North Interior Karnataka,"west Madhya Pradesh to South Interior Karnataka across Madhya Maharashtra, Marathawada and North Interior Karnataka",,1.5,850 hPa,
2026-05-18,AIWS 20260518.docx,Trough,Southwest Coast of India,"southeast Arabian Sea adjoining south Lakshadweep area to the above cyclonic circulation over south Coastal Andhra Pradesh across Kerala, South Interior Karnataka and Rayalaseema",,3.1,700 hPa,
2026-05-18,AIWS 20260518.docx,CYCIR,,over northeast Assam & neighbourhood,,5.8,500 hPa,
2026-05-19,AIWS 20260519.docx,WD,Jammu & Kashmir ; Punjab,north Iran & neighbourhood,,5.8,500 hPa,persisted
2026-05-19,AIWS 20260519.docx,Trough,East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Bangladesh,east Uttar Pradesh & neighbourhood to Manipur across north Gangetic West Bengal and Bangladesh,,0.9,925 hPa,
2026-05-19,AIWS 20260519.docx,Trough,West Madhya Pradesh ; Madhya Maharashtra ; Marathwada ; Kerala,"from the West Madhya Pradesh to Lakshadweep area across Madhya Maharashtra, Marathwada, Interior Karnataka & Kerala",,1.5,850 hPa,
2026-05-19,AIWS 20260519.docx,CYCIR,Coastal Andhra Pradesh,upper air cyclonic circulation over south Coastal Andhra Pradesh & neighbourhood between 3.1 & 5.8 km above m. s. l.,,5.8,500 hPa,
2026-05-19,AIWS 20260519.docx,Trough,Kerala ; South Interior Karnataka ; Rayalaseema,"trough from southeast Arabian Sea adjoining south Lakshadweep area to the cyclonic circulation over south Coastal Andhra Pradesh across Kerala, South Interior Karnataka and Rayalaseema between 3.1 & 5.8 km above m. s. l.",,3.1,700 hPa,
2026-05-19,AIWS 20260519.docx,CYCIR,Assam,upper air cyclonic circulation over central Assam at 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-20,AIWS 20260520.docx,WD,Jammu & Kashmir,north Pakistan and adjoining Jammu & Kashmir,,3.1,700 hPa,persisted
2026-05-20,AIWS 20260520.docx,Trough,Central Pakistan,northwest of Lat. 30°N,,5.8,500 hPa,
2026-05-20,AIWS 20260520.docx,Trough,north Pakistan and adjoining Jammu & Kashmir,in middle tropospheric westerlies at 3.1 km above m. s. l.,,3.1,700 hPa,moved away eastwards
2026-05-20,AIWS 20260520.docx,Trough,north Uttar Pradesh ; east Uttar Pradesh ; East Madhya Pradesh ; Vidarbha,ran from central parts of north Uttar Pradesh to north Telangana across East Madhya Pradesh and Vidarbha at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,Trough,southeast Arabian Sea ; southwest and southeast Bay of Bengal ; remaining parts of Andaman Sea,"ran from southeast Arabian Sea to the central Bay of Bengal across Lakshadweep, north Kerala, south interior Karnataka & Andhra Pradesh at 3.1 - 4.5 km above m. s. l.",,3.1,700 hPa,
2026-05-20,AIWS 20260520.docx,Trough,east Uttar Pradesh ; north Gangetic West Bengal ; Bangladesh,from the cyclonic circulation over East Uttar Pradesh & neighbourhood to Manipur across north Gangetic West Bengal and Bangladesh at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,Trough,southeast Arabian Sea ; southwest and southeast Bay of Bengal ; Kerala ; South Interior Karnataka ; Rayalaseema,"from southeast Arabian Sea adjoining south Lakshadweep area to the cyclonic circulation over south Coastal Andhra Pradesh across Kerala, South Interior Karnataka and Rayalaseema at 0.9 km above m. s. l.",,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,CYCIR,Punjab,upper air over Punjab & neighbourhood at 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-20,AIWS 20260520.docx,CYCIR,east Uttar Pradesh,upper air over East Uttar Pradesh & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,CYCIR,west Bihar,upper air over west Bihar & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,CYCIR,east Bangladesh,upper air over east Bangladesh & neighbourhood at 0.9 km above m. s. l.,,0.9,925 hPa,
2026-05-20,AIWS 20260520.docx,CYCIR,Gangetic West Bengal,upper air over Gangetic West Bengal & adjoining Bangladesh at 1.5 km above m. s. l.,,1.5,850 hPa,
2026-05-21,AIWS 20260521.docx,WD,,"northwest Uttar Pradesh to Manipur across cyclonic circulation over East Uttar Pradesh, Bihar, north Gangetic West Bengal, and north Bangladesh at 0.9 km above m. s. l.",,5.8,500 hPa,
2026-05-21,AIWS 20260521.docx,Trough,East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; north Bangladesh,"ran from Northwest Uttar Pradesh to Manipur across cyclonic circulation over East Uttar Pradesh, Bihar, north Gangetic West Bengal, and north Bangladesh at 0.9 km above m. s. l.",,0.9,925 hPa,
