date,source_file,weather_system,region,height_km,pressure_level,status
2026-05-01,AIWS 20260501.docx,CYCIR,gangetic west bengal & adjoining bangladesh,0.0,,persisted
2026-05-01,AIWS 20260501.docx,CYCIR,southeast bangladesh,0.0,,lay over
2026-05-01,AIWS 20260501.docx,Trough,with the trough aloft with its axis at 7.6 km above msl.,7.6,,
2026-05-01,AIWS 20260501.docx,Trough,the trough in westerlies between 3.1 & 7.6 km above msl.,0.0,,
2026-05-01,AIWS 20260501.docx,Trough,east rajasthan,0.9,,
2026-05-01,AIWS 20260501.docx,CYCIR,southeast uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-01,AIWS 20260501.docx,CYCIR,northeast bangladesh & neighbourhood,0.0,,
2026-05-02,AIWS 20260502.docx,WD,along long. 60°e to the north of lat. 32°n,1.5,,became less marked
2026-05-02,AIWS 20260502.docx,CYCIR,north punjab & neighbourhood lay over north haryana & neighbourhood,0.0,,lay over
2026-05-02,AIWS 20260502.docx,CYCIR,gangetic west bengal & adjoining bangladesh lay over north bangladesh & adjoining gangetic west bengal between 1.5 & 3.1 km above msl.,0.0,,lay over
2026-05-02,AIWS 20260502.docx,Trough,with a trough aloft extending between 4.5 & 9.4 km above msl.,0.0,,
2026-05-02,AIWS 20260502.docx,CYCIR,west rajasthan & neighbourhood,0.9,,lay over
2026-05-02,AIWS 20260502.docx,CYCIR,"west rajasthan to comorin area across east rajasthan, madhya pradesh, vidarbha, telangana, rayalaseema",0.9,,
2026-05-02,AIWS 20260502.docx,Trough,"chhattisgarh, jharkhand, west bengal, bangladesh",0.9,,
2026-05-02,AIWS 20260502.docx,CYCIR,southeast bangladesh,0.0,,became less marked
2026-05-02,AIWS 20260502.docx,Trough,"however, the trough aloft with its axis at 7.6 km above msl.",7.6,,
2026-05-02,AIWS 20260502.docx,WD,kashmir & neighbourhood moved away.,0.0,,became less marked
2026-05-02,AIWS 20260502.docx,Trough,"telangana,",0.0,,became less marked
2026-05-02,AIWS 20260502.docx,CYCIR,central pakistan & adjoining rajasthan between 1.5 & 3.1 km above msl.,0.0,,lay over
2026-05-02,AIWS 20260502.docx,CYCIR,north odisha & adjoining gangetic west bengal,0.9,,lay over
2026-05-03,AIWS 20260503.docx,WD,north pakistan & neighbourhood,3.1,,persisted
2026-05-03,AIWS 20260503.docx,Trough,"however, the trough aloft in middle and upper tropospheric westerlies with its axis at 5.8 km above msl.",5.8,,merged
2026-05-03,AIWS 20260503.docx,CYCIR,north haryana & neighbourhood lay over haryana & neighbourhood,0.0,,extended
2026-05-03,AIWS 20260503.docx,CYCIR,haryana & neighbourhood to over southwest rajasthan,0.9,,
2026-05-03,AIWS 20260503.docx,CYCIR,west rajasthan & neighbourhood lay over southwest rajasthan,0.9,,lay over
2026-05-03,AIWS 20260503.docx,CYCIR,southeast rajasthan & neighbourhood,0.9,,lay over
2026-05-03,AIWS 20260503.docx,CYCIR,east madhya pradesh & neighbourhood,1.5,,lay over
2026-05-03,AIWS 20260503.docx,CYCIR,"north haryana & neighbourhood to nagaland across uttar pradesh bihar, jharkhand, north gangetic west bengal, bangladesh",0.0,,
2026-05-03,AIWS 20260503.docx,WD,haryana & neighbourhood,0.0,,extended
2026-05-03,AIWS 20260503.docx,Trough,"telangana,",0.0,,
2026-05-03,AIWS 20260503.docx,WD,"telangana,",0.0,,persisted
2026-05-03,AIWS 20260503.docx,CYCIR,central assam & neighbourhood,3.1,,lay over
2026-05-03,AIWS 20260503.docx,CYCIR,north bangladesh & adjoining gangetic west bengal lay over northeast bangladesh,0.0,,lay over
2026-05-03,AIWS 20260503.docx,Trough,"however, the trough aloft with its axis at 3.1 km above msl.",3.1,,
2026-05-04,AIWS 20260504.docx,WD,north pakistan & neighbourhood,3.1,,persisted
2026-05-04,AIWS 20260504.docx,Trough,"however, the trough aloft in middle and upper tropospheric westerlies with its axis at 5.8 km above msl.",5.8,,
2026-05-04,AIWS 20260504.docx,CYCIR,haryana & neighbourhood extended upto 1.5 km above msl.persisted a trough ran from above upper air cyclonic circulation over haryana & neighbourhood to northeast arabian sea across rajasthan,0.0,,persisted
2026-05-04,AIWS 20260504.docx,CYCIR,haryana & neighbourhood to southwest rajasthan has merged,0.0,,merged
2026-05-04,AIWS 20260504.docx,CYCIR,east madhya pradesh & neighbourhood,0.0,,persisted
2026-05-04,AIWS 20260504.docx,CYCIR,interior odisha & neighbourhood,0.9,,
2026-05-04,AIWS 20260504.docx,CYCIR,"interior odisha & neighbourhood, gangetic west bengal",0.9,,
2026-05-04,AIWS 20260504.docx,Trough,"telangana, rayalaseema",0.9,,
2026-05-04,AIWS 20260504.docx,CYCIR,central assam & neighbourhood lay over northeast bangladesh,1.5,,lay over
2026-05-04,AIWS 20260504.docx,WD,southeast rajasthan & neighbourhood,0.0,,became less marked
2026-05-04,AIWS 20260504.docx,Trough,punjab ; nagaland extending upto 1,0.0,,
2026-05-05,AIWS 20260505.docx,WD,north pakistan & neighbourhood lay over kashmir & neighbourhood,3.1,,persisted
2026-05-05,AIWS 20260505.docx,Trough,with a trough aloft in middle and upper tropospheric westerlies with its axis at 5.8 km above msl.,5.8,,
2026-05-05,AIWS 20260505.docx,CYCIR,haryana & neighbourhood,1.5,,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,southeast rajasthan & neighbourhood,0.0,,extended
2026-05-05,AIWS 20260505.docx,WD,southwest rajasthan extended upto 1.5 km above msl.,0.0,,extended
2026-05-05,AIWS 20260505.docx,CYCIR,central parts of east uttar pradesh,0.9,,lay over
2026-05-05,AIWS 20260505.docx,WD,east uttar pradesh,0.9,,lay over
2026-05-05,AIWS 20260505.docx,CYCIR,east madhya pradesh & neighbourhood lay over central parts of madhya pradesh,0.0,,extended
2026-05-05,AIWS 20260505.docx,WD,central parts of south madhya pradesh extended upto 1.5 km above msl.,0.0,,extended
2026-05-05,AIWS 20260505.docx,CYCIR,central parts of madhya pradesh to bihar,0.0,,
2026-05-05,AIWS 20260505.docx,CYCIR,"central parts of south madhya pradesh to bihar across north chhattisgarh, southeast uttar pradesh",0.9,,
2026-05-05,AIWS 20260505.docx,Trough,vidarbha ; comorin area ran from central parts of madhya pradesh to comorin area,0.0,,
2026-05-05,AIWS 20260505.docx,CYCIR,"central parts of south madhya pradesh to gulf of mannar across vidarbha, marathwada, interior karnataka",0.0,,
2026-05-05,AIWS 20260505.docx,Trough,along long. 89°e to the north of lat. 21°n,3.1,,
2026-05-05,AIWS 20260505.docx,WD,,0.0,,became less marked
2026-05-05,AIWS 20260505.docx,CYCIR,haryana & neighbourhood to northeast arabian sea ran from haryana to southwest rajasthan,1.5,,
2026-05-05,AIWS 20260505.docx,CYCIR,central assam & neighbourhood lay over northeast bangladesh,0.9,,persisted
2026-05-05,AIWS 20260505.docx,CYCIR,interior odisha & neighbourhood,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,WD,kashmir & neighbourhood seen as a trough in westerlies between 3.1 & 7.6 km above msl.,0.0,,persisted
2026-05-06,AIWS 20260506.docx,CYCIR,southwest rajasthan extended upto 1.5 km above msl.,0.0,,extended
2026-05-06,AIWS 20260506.docx,CYCIR,east uttar pradesh lay over northeast uttar pradesh & neighbourhood,0.9,,lay over
2026-05-06,AIWS 20260506.docx,CYCIR,central assam & neighbourhood,0.9,,lay over
2026-05-06,AIWS 20260506.docx,CYCIR,north telangana & neighbourhood,1.5,,lay over
2026-05-06,AIWS 20260506.docx,CYCIR,gulf of mannar & neighbourhood,1.5,,lay over
2026-05-06,AIWS 20260506.docx,CYCIR,central parts of south madhya pradesh to gulf of mannar ran from north interior karnataka to gulf of mannar across rayalaseema,0.9,,
2026-05-06,AIWS 20260506.docx,WD,,0.0,,
2026-05-06,AIWS 20260506.docx,CYCIR,central parts of south madhya pradesh to bihar,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,CYCIR,central parts of south madhya pradesh,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,CYCIR,haryana & neighbourhood,0.0,,became less marked
2026-05-06,AIWS 20260506.docx,Trough,along long. 89°e to the north of lat. 21°n,3.1,,
2026-05-07,AIWS 20260507.docx,WD,northwest uttar pradesh,0.0,,persisted
2026-05-07,AIWS 20260507.docx,Trough,"however, the trough in westerlies between 3.1 & 7.6 km above msl.",0.0,,
2026-05-07,AIWS 20260507.docx,CYCIR,northeast uttar pradesh & neighbourhood lay over east bihar,0.0,,lay over
2026-05-07,AIWS 20260507.docx,CYCIR,central assam & neighbourhood,0.0,,persisted
2026-05-07,AIWS 20260507.docx,CYCIR,central parts of south madhya pradesh & neighbourhood,1.5,,lay over
2026-05-07,AIWS 20260507.docx,CYCIR,central pakistan & adjoining south punjab,0.0,,extended
2026-05-07,AIWS 20260507.docx,CYCIR,southeast arabian sea,0.9,,lay over
2026-05-07,AIWS 20260507.docx,Trough,chhattisgarh,0.9,,
2026-05-07,AIWS 20260507.docx,CYCIR,north haryana & neighbourhood,1.5,,lay over
2026-05-07,AIWS 20260507.docx,CYCIR,interior odisha,1.5,,lay over
2026-05-07,AIWS 20260507.docx,Trough,rayalaseema,0.0,,became less marked
2026-05-07,AIWS 20260507.docx,CYCIR,north telangana & neighbourhood,0.0,,became less marked
2026-05-07,AIWS 20260507.docx,CYCIR,southwest rajasthan,0.0,,became less marked
2026-05-07,AIWS 20260507.docx,CYCIR,gulf of mannar & neighbourhood,0.0,,became less marked
2026-05-07,AIWS 20260507.docx,WD,,0.0,,
2026-05-08,AIWS 20260508.docx,WD,northwest uttar pradesh,0.0,,
2026-05-08,AIWS 20260508.docx,CYCIR,central pakistan & adjoining punjab,1.5,,extended
2026-05-08,AIWS 20260508.docx,CYCIR,southeast arabian sea,0.9,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,southwest uttar pradesh & neighbourhood,0.9,,lay over
2026-05-08,AIWS 20260508.docx,CYCIR,southwest uttar pradesh & neighbourhood to north interior odisha across east madhya pradesh,0.9,,
2026-05-08,AIWS 20260508.docx,CYCIR,central assam & neighbourhood extending upto 1.5 km above msl.,0.0,,
2026-05-08,AIWS 20260508.docx,CYCIR,south,0.0,,extended
2026-05-08,AIWS 20260508.docx,Trough,a trough in westerlies between 5.8 km & 7.6 km above msl.,0.0,,
2026-05-08,AIWS 20260508.docx,WD,,0.0,,
2026-05-08,AIWS 20260508.docx,CYCIR,north haryana & neighbourhood,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,interior odisha,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,east bihar,0.0,,became less marked
2026-05-08,AIWS 20260508.docx,CYCIR,central parts of south madhya pradesh & neighbourhood,0.0,,became less marked
2026-05-09,AIWS 20260509.docx,WD,northwest uttar pradesh,0.0,,lay over
2026-05-09,AIWS 20260509.docx,CYCIR,sub-himalayan west bengal & neighbourhood between 1.5,0.0,,
2026-05-09,AIWS 20260509.docx,CYCIR,central pakistan & adjoining punjab lay over central parts of rajasthan,0.0,,lay over
2026-05-09,AIWS 20260509.docx,WD,east rajasthan,0.9,,became less marked
2026-05-09,AIWS 20260509.docx,CYCIR,"central parts of rajasthan to east bangladesh across madhya pradesh, jharkhand, bihar, gangetic west bengal",1.5,,
2026-05-09,AIWS 20260509.docx,CYCIR,east rajasthan to east jharkhand across madhya pradesh chhattisgarh,0.9,,
2026-05-09,AIWS 20260509.docx,CYCIR,"comorin area & neighbourhood to southwest madhya pradesh across lakshadweep, kerala, karnataka, interior maharashtra",0.9,,
2026-05-09,AIWS 20260509.docx,CYCIR,"southeast arabian sea & adjoining lakshadweep off kerala coast to marathwada across coastal karnataka, north interior karnataka,",0.9,,
2026-05-09,AIWS 20260509.docx,CYCIR,southwest uttar pradesh & neighbourhood lay over west uttar pradesh & neighbourhood,1.5,,lay over
2026-05-09,AIWS 20260509.docx,CYCIR,comorin area & neighbourhood,0.0,,extended
2026-05-09,AIWS 20260509.docx,CYCIR,southeast arabian sea & adjoining lakshadweep off kerala coast,0.0,,extended
2026-05-09,AIWS 20260509.docx,CYCIR,east madhya pradesh & neighbourhood,1.5,,lay over
2026-05-09,AIWS 20260509.docx,CYCIR,southwest uttar pradesh & neighbourhood to north interior odisha across east madhya pradesh,0.0,,became less marked
2026-05-09,AIWS 20260509.docx,CYCIR,central assam & neighbourhood lay over east assam,0.0,,extended
2026-05-09,AIWS 20260509.docx,CYCIR,south,0.0,,became less marked
2026-05-09,AIWS 20260509.docx,Trough,the trough in westerlies at 7.6 km above msl.,7.6,,
2026-05-09,AIWS 20260509.docx,WD,,0.0,,
2026-05-10,AIWS 20260510.docx,WD,,5.8,,persisted
2026-05-10,AIWS 20260510.docx,CYCIR,sub-himalayan west bengal & neighbourhood between 1.5,0.0,,
2026-05-10,AIWS 20260510.docx,CYCIR,east rajasthan lay over southeast rajasthan & neighbourhood,0.9,,lay over
2026-05-10,AIWS 20260510.docx,CYCIR,west uttar pradesh & neighbourhood lay over southern parts of central madhya pradesh,1.5,,lay over
2026-05-10,AIWS 20260510.docx,CYCIR,"east rajasthan to east jharkhand ran from the upper air cyclonic circulation over southeast rajasthan & neighbourhood to gangetic west bengal across madhya pradesh, chhattisgarh & jharkhand",0.9,,
2026-05-10,AIWS 20260510.docx,CYCIR,northeast bangladesh & neighbourhood,1.5,,lay over
2026-05-10,AIWS 20260510.docx,CYCIR,"southeast rajasthan & neighbourhood, madhya pradesh & madhya maharashtra",0.9,,
2026-05-10,AIWS 20260510.docx,Trough,the trough in middle and upper level westerlies with its axis at 7.6 km above msl.,7.6,,
2026-05-10,AIWS 20260510.docx,CYCIR,gulf of mannar,0.9,,
2026-05-10,AIWS 20260510.docx,CYCIR,comorin area & neighbourhood lay over gulf of mannar,0.0,,lay over
2026-05-10,AIWS 20260510.docx,CYCIR,southeast arabian sea & adjoining lakshadweep off kerala coast,0.0,,became less marked
2026-05-10,AIWS 20260510.docx,CYCIR,east madhya pradesh & neighbourhood,0.0,,became less marked
2026-05-11,AIWS 20260511.docx,CYCIR,gulf of mannar,0.0,,persisted
2026-05-11,AIWS 20260511.docx,Trough,southwest bay of bengal off north sri lanka coast to south lakshadweep area across south tamil nadu between 1.5 & 4.5 km above msl.,0.0,,
2026-05-11,AIWS 20260511.docx,CYCIR,southeast arabian sea & lakshadweep adjoining kerala coast,0.9,,
2026-05-11,AIWS 20260511.docx,CYCIR,southeast arabian sea & adjoining lakshadweep adjoining kerala coast to marathwada across coastal karnataka,0.9,,
2026-05-11,AIWS 20260511.docx,WD,north pakistan & neighbourhood,3.1,,
2026-05-11,AIWS 20260511.docx,CYCIR,west rajasthan & neighbourhood,1.5,,persisted
2026-05-11,AIWS 20260511.docx,CYCIR,west madhya pradesh lay over southwest madhya pradesh & neighbourhood,0.0,,extended
2026-05-11,AIWS 20260511.docx,CYCIR,"southwest madhya pradesh to sub himalayan west bengal across east madhya pradesh, chhattisgarh",0.0,,extended
2026-05-11,AIWS 20260511.docx,CYCIR,sub-himalayan west bengal & neighbourhood between 1.5 & 3.1 km above msl.,0.0,,
2026-05-11,AIWS 20260511.docx,Trough,the trough in middle tropospheric westerlies with its axis at 5.8 km above msl.,5.8,,
2026-05-11,AIWS 20260511.docx,Trough,along long. 88°e to the north of lat. 23°n ran as a trough from east arunachal pradesh to north bay of bengal across assam between 5.8 & 7.6 km above msl,0.0,,
2026-05-11,AIWS 20260511.docx,CYCIR,northeast bangladesh & neighbourhood lay over south assam & neighbourhood,0.0,,extended
2026-05-11,AIWS 20260511.docx,WD,,0.0,,
2026-05-11,AIWS 20260511.docx,Trough,the trough in middle and upper level westerlies with its axis at 7.6 km above msl.,7.6,,
2026-05-11,AIWS 20260511.docx,CYCIR,"southeast rajasthan & neighbourhood, madhya pradesh & madhya maharashtra",0.0,,became less marked
2026-05-12,AIWS 20260512.docx,CYCIR,southwest bay of bengal off north sri lanka coast moved nearly northwards,4.5,,lay over
2026-05-12,AIWS 20260512.docx,Trough,"southwest bay of bengal off north sri lanka coast to south lakshadweep area ran from the centre of low pressure area over southwest bay of bengal to marathwada across north tamil nadu, rayalaseema, no",0.9,,
2026-05-12,AIWS 20260512.docx,WD,north pakistan & neighbourhood,3.1,,
2026-05-12,AIWS 20260512.docx,CYCIR,west rajasthan & neighbourhood,0.9,,persisted
2026-05-12,AIWS 20260512.docx,CYCIR,southwest madhya pradesh & neighbourhood,0.0,,extended
2026-05-12,AIWS 20260512.docx,CYCIR,"southwest madhya pradesh to sub himalayan west bengal ran from upper air cyclonic circulation over southwest madhya pradesh to manipur across east madhya pradesh, chhattisgarh, jharkhand & gangetic we",0.0,,
2026-05-12,AIWS 20260512.docx,Trough,along long. 93°e to the north of lat. 22°n,0.0,,
2026-05-12,AIWS 20260512.docx,WD,,0.0,,
2026-05-12,AIWS 20260512.docx,CYCIR,north central uttar pradesh & neighbourhood,1.5,,lay over
2026-05-12,AIWS 20260512.docx,CYCIR,south interior karnataka & neighbourhood,5.8,,lay over
2026-05-12,AIWS 20260512.docx,CYCIR,southeast arabian sea & adjoining lakshadweep adjoining kerala coast to marathwada,0.0,,became less marked
2026-05-12,AIWS 20260512.docx,CYCIR,sub-himalayan west bengal & neighbourhood between 1.5 & 3.1 km above msl.,0.0,,
2026-05-12,AIWS 20260512.docx,CYCIR,south assam & neighbourhood,0.0,,became less marked
2026-05-12,AIWS 20260512.docx,CYCIR,southeast arabian sea & lakshadweep adjoining kerala coast,0.0,,became less marked
2026-05-13,AIWS 20260513.docx,CYCIR,southwest bay of bengal moved northeast wards,0.0,,lay over
2026-05-13,AIWS 20260513.docx,WD,north pakistan & neighbourhood lay over jammu,3.1,,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,south haryana & neighbourhood,0.9,,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,northwest uttar pradesh & adjoining uttarakhand,0.9,,lay over
2026-05-13,AIWS 20260513.docx,CYCIR,southwest madhya pradesh & neighbourhood,0.9,,persisted
2026-05-13,AIWS 20260513.docx,CYCIR,southwest madhya pradesh to manipur trough ran from upper air cyclonic circulation over southwest madhya pradesh to north chhattisgarh,0.0,,
2026-05-13,AIWS 20260513.docx,CYCIR,"southwest madhya pradesh to manipur across east madhya pradesh, south bihar, north gangetic west bengal,",0.9,,became less marked
2026-05-13,AIWS 20260513.docx,Trough,along long. 89°e to the north of lat. 22°n,3.1,,
2026-05-13,AIWS 20260513.docx,Trough,"madhya maharashtra, north interior karnataka upto 1.5 km above msl.",0.0,,
2026-05-13,AIWS 20260513.docx,WD,,0.0,,
2026-05-13,AIWS 20260513.docx,Trough,southwest bay of bengal ran from the centre of low-pressure area over southwest adjoining westcentral bay of bengal to comorin area,0.0,,
2026-05-13,AIWS 20260513.docx,CYCIR,west rajasthan & neighbourhood,0.0,,became less marked
2026-05-13,AIWS 20260513.docx,Trough,along long. 93°e to the north of lat. 22°n at 0530 hrs ist of today morning,0.0,,
2026-05-13,AIWS 20260513.docx,CYCIR,north central uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-14,AIWS 20260514.docx,CYCIR,southwest & adjoining westcentral bay of bengal,0.0,,persisted
2026-05-15,AIWS 20260515.docx,CYCIR,southwest & adjoining westcentral bay of bengal,0.0,,persisted
2026-05-15,AIWS 20260515.docx,WD,,5.8,,
2026-05-15,AIWS 20260515.docx,CYCIR,along long. 60°e to the north of lat. 28°n at 0530 hrs ist of today morning,3.1,,persisted
2026-05-15,AIWS 20260515.docx,WD,jammu adjoining north pakistan between 3.1 & 5.8 km above msl.,0.0,,
2026-05-15,AIWS 20260515.docx,CYCIR,east madhya pradesh & neighbourhood,0.9,,lay over
2026-05-15,AIWS 20260515.docx,CYCIR,southeast madhya pradesh to sub-himalayan west bengal & sikkim ran southeast rajasthan to sub-himalayan west bengal & sikkim,0.0,,
2026-05-15,AIWS 20260515.docx,CYCIR,"east madhya pradesh, southeast uttar pradesh, bihar",0.9,,
2026-05-15,AIWS 20260515.docx,CYCIR,east uttar pradesh & neighbourhood lay over bihar,0.9,,lay over
2026-05-15,AIWS 20260515.docx,Trough,it merged with the east-west trough.,0.0,,merged
2026-05-15,AIWS 20260515.docx,CYCIR,east madhya pradesh to north interior karnataka across vidarbha,0.9,,became less marked
2026-05-15,AIWS 20260515.docx,Trough,"southwest & adjoining westcentral bay of bengal across marathwada, north interior karnataka, rayalaseema",0.9,,
2026-05-15,AIWS 20260515.docx,CYCIR,north interior karnataka & neighbourhood,0.0,,became less marked
2026-05-15,AIWS 20260515.docx,CYCIR,west uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-15,AIWS 20260515.docx,CYCIR,east bangladesh & neighbourhood,0.0,,became less marked
2026-05-15,AIWS 20260515.docx,CYCIR,southeast madhya pradesh & neighbourhood,0.0,,became less marked
2026-05-16,AIWS 20260516.docx,,,0.0,,
2026-05-16,AIWS 20260516.docx,CYCIR,,0.0,,extended
2026-05-16,AIWS 20260516.docx,CYCIR,north coastal tamil nadu & neighbourhood,0.9,,lay over
2026-05-16,AIWS 20260516.docx,,southwest & adjoining westcentral bay of bengal.,0.0,,persisted
2026-05-16,AIWS 20260516.docx,WD,jammu adjoining north pakistan,3.1,,
2026-05-16,AIWS 20260516.docx,Trough,persisted with a trough aloft in middle tropospheric westerlies with its axis at 5.8 km above msl.,5.8,,persisted
2026-05-16,AIWS 20260516.docx,CYCIR,south rajasthan & neighbourhood,3.1,,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,east rajasthan & neighbourhood,0.9,,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,central uttar pradesh & neighbourhood,0.0,,extended
2026-05-16,AIWS 20260516.docx,CYCIR,northwest uttar pradesh & adjoining uttarakhand,0.9,,lay over
2026-05-16,AIWS 20260516.docx,CYCIR,east madhya pradesh & neighbourhood lay over northeast vidarbha & neighbourhood,0.9,,lay over
2026-05-16,AIWS 20260516.docx,Trough,north gangetic west bengal,0.9,,
2026-05-16,AIWS 20260516.docx,CYCIR,east madhya pradesh to north interior karnataka ran from the upper air cyclonic circulation over northeast vidarbha & neighbourhood to coastal karnataka across telangana,0.9,,
2026-05-17,AIWS 20260517.docx,CYCIR,southwest bay of bengal & adjoining tamil nadu extending upto 4.5 km above msl.,0.0,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,northeast tamil nadu,1.5,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,south rajasthan & neighbourhood lay over southeast rajasthan adjoining west madhya pradesh,0.0,,extended
2026-05-17,AIWS 20260517.docx,CYCIR,west madhya pradesh,1.5,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,northeast vidarbha & neighbourhood lay over west vidarbha & neighbourhood,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,east uttar pradesh,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,northeast bihar,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,central assam & neighbourhood,0.9,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,comorin area & neighbourhood,3.1,,lay over
2026-05-17,AIWS 20260517.docx,CYCIR,"west vidarbha & neighbourhood to gulf of mannar across marathwada, interior karnataka,",0.9,,
2026-05-17,AIWS 20260517.docx,WD,west iran & neighbourhood,5.8,,
2026-05-17,AIWS 20260517.docx,CYCIR,north iran & neighbourhood,5.8,,lay over
2026-05-17,AIWS 20260517.docx,WD,jammu & adjoining north pakistan,0.0,,became less marked
2026-05-17,AIWS 20260517.docx,Trough,"however, the trough in westerly in middle tropospheric westerlies with its axis at 5.8 km above msl.",5.8,,
2026-05-17,AIWS 20260517.docx,CYCIR,east rajasthan & neighbourhood,0.9,,
2026-05-17,AIWS 20260517.docx,CYCIR,southeast rajasthan adjoining west madhya pradesh,0.0,,merged
2026-05-17,AIWS 20260517.docx,Trough,north gangetic west bengal,0.0,,became less marked
2026-05-17,AIWS 20260517.docx,CYCIR,central uttar pradesh & neighbourhood,0.0,,became less marked
2026-05-17,AIWS 20260517.docx,CYCIR,northwest uttar pradesh & adjoining uttarakhand,0.0,,became less marked
2026-05-18,AIWS 20260518.docx,WD,north iran & neighbourhood,0.0,,persisted
2026-05-18,AIWS 20260518.docx,CYCIR,east uttar pradesh lay over northeast uttar pradesh & adjoining bihar,0.9,,became less marked
2026-05-18,AIWS 20260518.docx,CYCIR,central assam & neighbourhood,0.0,,became less marked
2026-05-19,AIWS 20260519.docx,WD,north iran & neighbourhood lay over north pakistan,0.0,,persisted
2026-05-19,AIWS 20260519.docx,Trough,with a trough aloft in middle tropospheric westerlies with its axis at 5.8 km above msl.,5.8,,
2026-05-19,AIWS 20260519.docx,CYCIR,northeast uttar pradesh & adjoining bihar lay over east uttar pradesh & neighbourhood,0.0,,extended
2026-05-19,AIWS 20260519.docx,CYCIR,northeast uttar pradesh & adjoining bihar to south assam,0.0,,
2026-05-19,AIWS 20260519.docx,CYCIR,east uttar pradesh & neighbourhood to manipur across north gangetic west bengal,0.9,,
2026-05-19,AIWS 20260519.docx,Trough,"madhya maharashtra, marathwada, interior karnataka & kerala",0.0,,
2026-05-19,AIWS 20260519.docx,CYCIR,south coastal,0.0,,
2026-05-19,AIWS 20260519.docx,CYCIR,central assam,1.5,,lay over
2026-05-19,AIWS 20260519.docx,CYCIR,sub-himalayan west bengal & neighbourhood,0.0,,became less marked
2026-05-20,AIWS 20260520.docx,WD,north pakistan,3.1,,persisted
2026-05-20,AIWS 20260520.docx,Trough,"however, the trough aloft in middle tropospheric westerlies moved away eastwards at 0530 hrs ist of today morning.",0.0,,
2026-05-20,AIWS 20260520.docx,WD,,5.8,,
2026-05-20,AIWS 20260520.docx,CYCIR,punjab & neighbourhood,0.0,,
2026-05-20,AIWS 20260520.docx,WD,punjab & adjoining pakistan,1.5,,
2026-05-20,AIWS 20260520.docx,CYCIR,east uttar pradesh & neighbourhood seen over central parts of north uttar pradesh,0.9,,
2026-05-20,AIWS 20260520.docx,CYCIR,east uttar pradesh & neighbourhood ran from central parts of north uttar pradesh to north telangana across east madhya pradesh,0.0,,
2026-05-20,AIWS 20260520.docx,CYCIR,west bihar & neighbourhood,0.9,,lay over
2026-05-20,AIWS 20260520.docx,CYCIR,east bangladesh & neighbourhood,0.9,,lay over
2026-05-20,AIWS 20260520.docx,CYCIR,gangetic west bengal & adjoining bangladesh,1.5,,lay over
2026-05-20,AIWS 20260520.docx,Trough,"lakshadweep, north kerala, south interior karnataka &",0.0,,
2026-05-20,AIWS 20260520.docx,CYCIR,,0.0,,extended
2026-05-20,AIWS 20260520.docx,Trough,east madhya pradesh,0.0,,extended
2026-05-20,AIWS 20260520.docx,CYCIR,central assam,0.0,,became less marked
2026-05-20,AIWS 20260520.docx,CYCIR,south coastal,0.0,,became less marked
2026-05-20,AIWS 20260520.docx,CYCIR,east uttar pradesh & neighbourhood to manipur across north gangetic west bengal,0.0,,became less marked
2026-05-21,AIWS 20260521.docx,WD,,5.8,,
2026-05-21,AIWS 20260521.docx,CYCIR,punjab & adjoining pakistan lay over punjab & neighbourhood,0.9,,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,west bihar & neighbourhood lay over east uttar pradesh & neighbourhood,0.9,,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,"east uttar pradesh, bihar, north gangetic west bengal,",0.9,,
2026-05-21,AIWS 20260521.docx,CYCIR,east bangladesh & neighbourhood merged,0.0,,merged
2026-05-21,AIWS 20260521.docx,Trough,jharkhand,0.9,,
2026-05-21,AIWS 20260521.docx,Trough,along long. 89°e to the north of lat. 20°n,3.1,,
2026-05-21,AIWS 20260521.docx,CYCIR,gangetic west bengal & adjoining bangladesh lay over south bangladesh,1.5,,lay over
2026-05-21,AIWS 20260521.docx,CYCIR,south coastal odisha,1.5,,lay over
2026-05-21,AIWS 20260521.docx,Trough,southwest bay of bengal between 3.1 & 4.5 km above msl.,0.0,,
