weather system,date,heightAboveMSL,Regions,subdivisions
Extremely Severe Cyclonic Storm (ESCS) : 166 to 220 km/h,2023-10-22,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Arabian Sea ; SW Arabian Sea,WC Arabian Sea ; SW Arabian Sea
Depression (D),2023-10-22,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay,WC Bay
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-10-23,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Arabian Sea,WC Arabian Sea
Deep Depression (DD),2023-10-23,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay,WC Bay
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2023-10-24,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,coastal Yemen,coastal Yemen
Very Severe Cyclonic Storm (VSCS) : 118 to 165 km/h,2023-10-24,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay ; NE Bay,NW Bay ; NE Bay
Deep Depression (DD),2023-10-25,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,"Bangladesh ; Nagaland, Manipur, Mizoram & Tripura","Bangladesh ; Nagaland, Manipur, Mizoram & Tripura"
Depression (D),2023-11-15,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay,WC Bay
Deep Depression (DD),2023-11-16,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay,WC Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2023-11-17,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay ; NE Bay,NW Bay ; NE Bay
Depression (D),2023-12-01,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay ; SW Bay,SE Bay ; SW Bay
Deep Depression (DD),2023-12-02,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2023-12-03,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2023-12-04,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,WC Bay ; SW Bay ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2023-12-05,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Depression (D),2024-05-24,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; EC Bay,WC Bay ; EC Bay
Deep Depression (DD),2024-05-25,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Bay,EC Bay
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2024-05-26,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay ; NE Bay,NW Bay ; NE Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2024-05-27,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Bangladesh ; Gangetic West Bengal,Bangladesh ; Gangetic West Bengal
Depression (D),2024-05-28,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Bangladesh,Bangladesh
Depression (D),2024-07-19,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh
Depression (D),2024-07-20,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Odisha,Odisha
Deep Depression (DD),2024-08-03,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Bihar ; Jharkhand,Bihar ; Jharkhand
Deep Depression (DD),2024-08-04,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh,East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh
Depression (D),2024-08-05,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,East Rajasthan,East Rajasthan
Depression (D),2024-08-25,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,West Madhya Pradesh ; East Rajasthan,West Madhya Pradesh ; East Rajasthan
Deep Depression (DD),2024-08-26,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,East Rajasthan,East Rajasthan
Deep Depression (DD),2024-08-27,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gujarat Region,Gujarat Region
Deep Depression (DD),2024-08-28,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Saurashtra & Kutch,Saurashtra & Kutch
Deep Depression (DD),2024-08-29,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Saurashtra & Kutch,Saurashtra & Kutch
Deep Depression (DD),2024-08-30,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Saurashtra & Kutch ; Pakistan ; NE Arabian Sea,Saurashtra & Kutch ; Pakistan ; NE Arabian Sea
Cyclonic Storm (CS) : 63 to 88 km/h,2024-08-31,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Arabian Sea ; NW Arabian Sea,NE Arabian Sea ; NW Arabian Sea
Depression (D),2024-08-31,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; NW Bay,WC Bay ; NW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2024-09-01,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Arabian Sea,NW Arabian Sea
Depression (D),2024-09-01,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Odisha ; Chhattisgarh ; Coastal Andhra Pradesh,Odisha ; Chhattisgarh ; Coastal Andhra Pradesh
Depression (D),2024-09-02,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Arabian Sea,NW Arabian Sea
Depression (D),2024-09-02,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Vidarbha ; Telangana,Vidarbha ; Telangana
Depression (D),2024-09-08,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; NW Bay,WC Bay ; NW Bay
Deep Depression (DD),2024-09-09,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay,NW Bay
Depression (D),2024-09-10,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Chhattisgarh,Chhattisgarh
Depression (D),2024-09-11,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,East Madhya Pradesh,East Madhya Pradesh
Depression (D),2024-09-12,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,West Uttar Pradesh,West Uttar Pradesh
Deep Depression (DD),2024-09-14,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gangetic West Bengal ; Bangladesh,Gangetic West Bengal ; Bangladesh
Deep Depression (DD),2024-09-15,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gangetic West Bengal,Gangetic West Bengal
Deep Depression (DD),2024-09-16,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Gangetic West Bengal ; Jharkhand,Gangetic West Bengal ; Jharkhand
Depression (D),2024-09-17,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Chhattisgarh ; Jharkhand,Chhattisgarh ; Jharkhand
Depression (D),2024-10-14,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Arabian Sea ; EC Arabian Sea,WC Arabian Sea ; EC Arabian Sea
Depression (D),2024-10-15,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Arabian Sea,WC Arabian Sea
Depression (D),2024-10-16,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2024-10-22,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Bay,EC Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2024-10-23,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Bay,EC Bay
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2024-10-24,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay,NW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2024-10-25,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Odisha,Odisha
Depression (D),2024-11-25,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay ; SE Bay,SW Bay ; SE Bay
Deep Depression (DD),2024-11-26,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Deep Depression (DD),2024-11-27,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Deep Depression (DD),2024-11-28,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Deep Depression (DD),2024-11-29,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2024-11-30,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2024-12-01,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Depression (D),2024-12-21,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay,WC Bay
Depression (D),2022-08-09,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Odisha,Odisha
Depression (D),2022-08-12,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Arabian Sea,NE Arabian Sea
Depression (D),2022-08-13,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Arabian Sea ; NE Arabian Sea,NW Arabian Sea ; NE Arabian Sea
Depression (D),2022-08-14,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay ; Gangetic West Bengal ; Odisha,NW Bay ; Gangetic West Bengal ; Odisha
Depression (D),2022-08-15,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Chhattisgarh ; East Madhya Pradesh,Chhattisgarh ; East Madhya Pradesh
Depression (D),2022-08-16,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,East Rajasthan ; West Madhya Pradesh,East Rajasthan ; West Madhya Pradesh
Depression (D),2022-08-19,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay ; NE Bay,NW Bay ; NE Bay
Deep Depression (DD),2022-08-20,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Jharkhand ; Odisha,Jharkhand ; Odisha
Depression (D),2022-08-21,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Chhattisgarh ; East Madhya Pradesh,Chhattisgarh ; East Madhya Pradesh
Depression (D),2022-08-22,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,West Madhya Pradesh ; West Uttar Pradesh,West Madhya Pradesh ; West Uttar Pradesh
Deep Depression (DD),2022-12-07,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay ; SE Bay,SW Bay ; SE Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2022-12-08,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2022-12-09,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay ; Tamil Nadu & Puducherry,SW Bay ; Tamil Nadu & Puducherry
Deep Depression (DD),2022-12-10,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Deep Depression (DD),2022-12-15,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,EC Arabian Sea,EC Arabian Sea
Deep Depression (DD),2022-12-16,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Arabian Sea ; EC Arabian Sea,WC Arabian Sea ; EC Arabian Sea
Depression (D),2022-12-17,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Arabian Sea,WC Arabian Sea
Depression (D),2022-12-22,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay ; SE Bay,SW Bay ; SE Bay
Depression (D),2022-12-23,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2022-12-24,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2022-12-25,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2022-07-16,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Arabian Sea ; Saurashtra & Kutch,NE Arabian Sea ; Saurashtra & Kutch
Depression (D),2022-07-17,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NE Arabian Sea ; Saurashtra & Kutch,NE Arabian Sea ; Saurashtra & Kutch
Depression (D),2022-03-03,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2022-03-04,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Deep Depression (DD),2022-03-05,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2022-03-20,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay ; S Andaman Sea,SE Bay ; S Andaman Sea
Deep Depression (DD),2022-03-21,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,N Andaman Sea ; SE Bay,N Andaman Sea ; SE Bay
Deep Depression (DD),2022-03-22,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,N Andaman Sea ; EC Bay,N Andaman Sea ; EC Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2022-05-08,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay,SE Bay
Severe Cyclonic Storm (SCS) : 89 to 117 km/h,2022-05-09,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; SW Bay,WC Bay ; SW Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2022-05-10,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay,WC Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2022-05-11,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay,WC Bay
Depression (D),2022-05-20,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Arunachal Pradesh,Arunachal Pradesh
Depression (D),2022-11-20,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay ; SE Bay,SW Bay ; SE Bay
Depression (D),2022-11-21,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SW Bay,SW Bay
Depression (D),2022-10-22,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,SE Bay ; EC Bay,SE Bay ; EC Bay
Deep Depression (DD),2022-10-23,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,WC Bay ; EC Bay,WC Bay ; EC Bay
Cyclonic Storm (CS) : 63 to 88 km/h,2022-10-24,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,NW Bay,NW Bay
Depression (D),2022-09-11,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,Odisha,Odisha
Depression (D),2022-09-12,Surface ; 925 hPa ; 850 hPa ; 700 hPa ; 600 hPa ; 500 hPa ; 400 hpa ; 300 hpa ; 200 hPa ; 100 hPa,East Madhya Pradesh,East Madhya Pradesh
