weather system,date,heightAboveMSL,Regions,subdivisions
Western Disturbances (WD),01-12-2023,3.1 km to 4.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Westerly Trough,01-12-2023,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),01-12-2023,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),01-12-2023,1.5 km,NE Arabian Sea ; Madhya Maharashtra ; Gujarat Region ; Konkan & Goa,NE Arabian Sea ; Madhya Maharashtra ; Gujarat Region ; Konkan & Goa
Trough,01-12-2023,1.5 km,NE Arabian Sea ; Madhya Maharashtra ; Gujarat Region ; Konkan & Goa ; West Madhya Pradesh,NE Arabian Sea ; Madhya Maharashtra ; Gujarat Region ; Konkan & Goa ; West Madhya Pradesh
Western Disturbances (WD),02-12-2023,3.1 km to 4.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Westerly Trough,02-12-2023,5.8 km,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand
Cyclonic Circulation (CYCIR),02-12-2023,1.5 km,NE Arabian Sea,NE Arabian Sea
Trough,02-12-2023,1.5 km,NE Arabian Sea ; East Madhya Pradesh,NE Arabian Sea ; East Madhya Pradesh
Western Disturbances (WD),03-12-2023,3.1 km to 4.5 km,Central Pakistan,Central Pakistan
Westerly Trough,03-12-2023,5.8 km,West Pakistan,West Pakistan
Cyclonic Circulation (CYCIR),03-12-2023,1.5 km to 3.1 km,EC Arabian Sea,EC Arabian Sea
Cyclonic Circulation (CYCIR),03-12-2023,1.5 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),03-12-2023,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,03-12-2023,5.8 km,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand,Himachal Pradesh ; Ladakh ; Punjab ; Haryana ; Uttarakhand
Western Disturbances (WD),04-12-2023,3.1 km to 7.6 km,West Rajasthan,West Rajasthan
Westerly Trough,04-12-2023,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,04-12-2023,1.5 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),04-12-2023,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),04-12-2023,3.1 km,SW Arabian Sea,SW Arabian Sea
Western Disturbances (WD),05-12-2023,3.1 km to 7.6 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Induced Cyclonic Circulation,05-12-2023,1.5 km,East Rajasthan,East Rajasthan
Trough,05-12-2023,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Well Marked Low Pressure Area (WML) with associated CYCIR,06-12-2023,5.8 km,Telangana ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh,Telangana ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh
Trough,06-12-2023,0.9 km,Telangana ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry,Telangana ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; Tamil Nadu & Puducherry
Western Disturbances (WD),06-12-2023,3.1 km to 5.8 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),07-12-2023,1.5 km,Chhattisgarh ; Vidarbha,Chhattisgarh ; Vidarbha
Cyclonic Circulation (CYCIR),07-12-2023,1.5 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),07-12-2023,1.5 km to 4.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Westerly Trough,07-12-2023,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh
Cyclonic Circulation (CYCIR),08-12-2023,4.5 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),08-12-2023,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),08-12-2023,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),09-12-2023,5.8 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),09-12-2023,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),10-12-2023,5.8 km,SE Arabian Sea,SE Arabian Sea
Cyclonic Circulation (CYCIR),11-12-2023,1.5 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),11-12-2023,3.1 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),12-12-2023,3.1 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),12-12-2023,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),13-12-2023,1.5 km,SW Arabian Sea ; SE Arabian Sea,SW Arabian Sea ; SE Arabian Sea
Western Disturbances (WD),13-12-2023,5.8 km,Bihar ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh,Bihar ; Sub-Himalayan West Bengal & Sikkim ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),13-12-2023,1.5 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),14-12-2023,1.5 km,SW Arabian Sea ; SE Arabian Sea,SW Arabian Sea ; SE Arabian Sea
Westerly Trough,14-12-2023,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar,Sub-Himalayan West Bengal & Sikkim ; Bihar
Cyclonic Circulation (CYCIR),15-12-2023,1.5 km,SW Bay,SW Bay
Western Disturbances (WD),15-12-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),16-12-2023,3.1 km,SW Bay,SW Bay
Western Disturbances (WD),16-12-2023,3.1 km,North pakistan,North pakistan
Westerly Trough,16-12-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan,West Pakistan ; Southwest Pakistan ; South Pakistan
Induced Cyclonic Circulation,16-12-2023,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),17-12-2023,5.8 km,Comorin Area,Comorin Area
Western Disturbances (WD),17-12-2023,3.1 km,Jammu & Kashmir,Jammu & Kashmir
Westerly Trough,17-12-2023,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Induced Cyclonic Circulation,17-12-2023,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),18-12-2023,5.8 km,Comorin Area,Comorin Area
Western Disturbances (WD),18-12-2023,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Westerly Trough,18-12-2023,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),19-12-2023,3.1 km,Lakshadweep,Lakshadweep
Westerly Trough,19-12-2023,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),20-12-2023,3.1 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),20-12-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),21-12-2023,1.5 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),21-12-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),22-12-2023,1.5 km,SE Arabian Sea ; SW Arabian Sea,SE Arabian Sea ; SW Arabian Sea
Western Disturbances (WD),22-12-2023,3.1 km to 12.1 km,between Lat. 42°N/Long. 55°E and Lat. 22°N/Long. 62°E,Iran ; NW Arabian Sea
Cyclonic Circulation (CYCIR),22-12-2023,3.1 km,SW Bay,SW Bay
Western Disturbances (WD),23-12-2023,5.8 km,"North pakistan, Central Pakistan, West Rajasthan","North pakistan, Central Pakistan, West Rajasthan"
Induced Cyclonic Circulation,23-12-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),23-12-2023,3.1 km,SE Arabian Sea ; SW Arabian Sea,SE Arabian Sea ; SW Arabian Sea
Cyclonic Circulation (CYCIR),23-12-2023,3.1 km,SW Bay,SW Bay
Cyclonic Circulation (CYCIR),24-12-2023,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),24-12-2023,5.8 km,"North pakistan, Central Pakistan, West Rajasthan","North pakistan, Central Pakistan, West Rajasthan"
Cyclonic Circulation (CYCIR),25-12-2023,3.1 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),26-12-2023,1.5 km to 3.1 km,Bangladesh,Bangladesh
Western Disturbances (WD),26-12-2023,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Cyclonic Circulation (CYCIR),27-12-2023,3.1 km,Bangladesh,Bangladesh
Western Disturbances (WD),27-12-2023,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),28-12-2023,1.5 km,Bangladesh,Bangladesh
Western Disturbances (WD),28-12-2023,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),29-12-2023,1.5 km,NE Bay ; Bangladesh,NE Bay ; Bangladesh
Western Disturbances (WD),29-12-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),30-12-2023,1.5 km,NE Bay ; Bangladesh,NE Bay ; Bangladesh
Western Disturbances (WD),30-12-2023,3.1 km,North pakistan,North pakistan
Westerly Trough,30-12-2023,5.8 km,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan,Southwest Pakistan ; West Pakistan ; Central Pakistan ; Far West Pakistan ; South Pakistan
Induced Cyclonic Circulation,30-12-2023,1.5 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),31-12-2023,1.5 km to 3.1 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Westerly Trough,31-12-2023,5.8 km,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh
Western Disturbances (WD),31-12-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),31-12-2023,1.5 km,NE Bay ; Bangladesh,NE Bay ; Bangladesh
