weather system,date,heightAboveMSL,Regions,subdivisions
Western Disturbances (WD),18-05-2023,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),18-05-2023,1.5 km,Punjab ; Central Pakistan,Punjab ; Central Pakistan
Cyclonic Circulation (CYCIR),18-05-2023,1.5 km,Pakistan ; West Rajasthan,Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),18-05-2023,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Trough,18-05-2023,0.9 km,East Uttar Pradesh ; Telangana ; East Madhya Pradesh ; Vidarbha,East Uttar Pradesh ; Telangana ; East Madhya Pradesh ; Vidarbha
Westerly Trough,18-05-2023,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),19-05-2023,5.8 km,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana,Himachal Pradesh ; Ladakh ; Uttarakhand ; Punjab ; Haryana
Cyclonic Circulation (CYCIR),19-05-2023,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Trough,19-05-2023,0.9 km,East Uttar Pradesh ; North Interior Karnataka ; East Madhya Pradesh ; Vidarbha,East Uttar Pradesh ; North Interior Karnataka ; East Madhya Pradesh ; Vidarbha
Western Disturbances (WD),20-05-2023,5.8 km,Uttarakhand ; Himachal Pradesh ; Ladakh,Uttarakhand ; Himachal Pradesh ; Ladakh
Trough,20-05-2023,0.9 km,Bihar ; Telangana ; Chhattisgarh,Bihar ; Telangana ; Chhattisgarh
Cyclonic Circulation (CYCIR),20-05-2023,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Trough,20-05-2023,0.9 km,North Interior Karnataka ; Tamil Nadu & Puducherry,North Interior Karnataka ; Tamil Nadu & Puducherry
Westerly Trough,21-05-2023,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar ; East Uttar Pradesh ; Assam & Meghalaya ; Arunachal Pradesh,Sub-Himalayan West Bengal & Sikkim ; Bihar ; East Uttar Pradesh ; Assam & Meghalaya ; Arunachal Pradesh
Trough,21-05-2023,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),22-05-2023,1.5 km,East Uttar Pradesh,East Uttar Pradesh
Cyclonic Circulation (CYCIR),22-05-2023,1.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Trough,22-05-2023,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Western Disturbances (WD),23-05-2023,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),23-05-2023,1.5 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),23-05-2023,1.5 km to 3.1 km,Central Pakistan,Central Pakistan
Trough,23-05-2023,0.9 km,Vidarbha ; Kerala ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Kerala ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Trough,23-05-2023,0.9 km,Bihar ; Chhattisgarh ; Jharkhand,Bihar ; Chhattisgarh ; Jharkhand
Westerly Trough,23-05-2023,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Western Disturbances (WD),24-05-2023,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Cyclonic Circulation (CYCIR),24-05-2023,1.5 km,Jharkhand,Jharkhand
Cyclonic Circulation (CYCIR),24-05-2023,3.1 km,North pakistan ; Punjab,North pakistan ; Punjab
Trough,24-05-2023,0.9 km,East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; North Interior Karnataka,East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; North Interior Karnataka
Trough,24-05-2023,0.9 km,West Uttar Pradesh ; Gangetic West Bengal ; East Uttar Pradesh ; Bihar ; Jharkhand,West Uttar Pradesh ; Gangetic West Bengal ; East Uttar Pradesh ; Bihar ; Jharkhand
Cyclonic Circulation (CYCIR),24-05-2023,1.5 km to 5.8 km,Bangladesh,Bangladesh
Western Disturbances (WD),25-05-2023,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; East Rajasthan ; Delhi,Jammu & Kashmir ; Punjab ; Haryana ; East Rajasthan ; Delhi
Cyclonic Circulation (CYCIR),25-05-2023,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Trough,25-05-2023,0.9 km,East Madhya Pradesh ; Coastal Karnataka ; Vidarbha ; Telangana ; North Interior Karnataka,East Madhya Pradesh ; Coastal Karnataka ; Vidarbha ; Telangana ; North Interior Karnataka
Trough,25-05-2023,0.9 km,West Uttar Pradesh ; Bangladesh ; Bihar ; Jharkhand ; Gangetic West Bengal,West Uttar Pradesh ; Bangladesh ; Bihar ; Jharkhand ; Gangetic West Bengal
Western Disturbances (WD),26-05-2023,5.8 km,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh,Himachal Pradesh ; Ladakh ; Delhi ; Uttarakhand ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),26-05-2023,1.5 km,North pakistan ; Jammu & Kashmir,North pakistan ; Jammu & Kashmir
Trough,26-05-2023,0.9 km,East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; North Interior Karnataka,East Madhya Pradesh ; South Interior Karnataka ; Vidarbha ; North Interior Karnataka
Trough,26-05-2023,0.9 km,"Haryana, Chandigarh & Delhi ; Sikkim ; West Uttar Pradesh ; Bihar","Haryana, Chandigarh & Delhi ; Sikkim ; West Uttar Pradesh ; Bihar"
Trough,26-05-2023,1.5 km,Bihar ; Odisha ; Jharkhand ; Gangetic West Bengal,Bihar ; Odisha ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),27-05-2023,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Western Disturbances (WD),27-05-2023,5.8 km,North Pakistan,North Pakistan
Western Disturbances (WD),27-05-2023,5.8 km,East Uttar Pradesh ; Bihar ; Jharkhand ; Chhattisgarh,East Uttar Pradesh ; Bihar ; Jharkhand ; Chhattisgarh
Trough,27-05-2023,0.9 km,West Rajasthan ; East Rajasthan,West Rajasthan ; East Rajasthan
Trough,27-05-2023,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Gangetic West Bengal,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Gangetic West Bengal
Western Disturbances (WD),28-05-2023,5.8 km,Himachal Pradesh,Himachal Pradesh
Western Disturbances (WD),28-05-2023,5.8 km,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal
Trough,28-05-2023,0.9 km,West Rajasthan ; East Rajasthan ; East Madhya Pradesh,West Rajasthan ; East Rajasthan ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),28-05-2023,0.9 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),28-05-2023,0.9 km,Telangana,Telangana
Trough,28-05-2023,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry,East Madhya Pradesh ; Vidarbha ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),28-05-2023,1.5 km,Bangladesh ; Assam & Meghalaya,Bangladesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),29-05-2023,3.1 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Trough,29-05-2023,0.9 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; West Uttar Pradesh,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),29-05-2023,0.9 km,Telangana,Telangana
Western Disturbances (WD),29-05-2023,5.8 km,between Long. 68°E/Lat. 40°N and Long. 77°E/Lat. 19°N,North pakistan ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Marathwada
Cyclonic Circulation (CYCIR),29-05-2023,0.9 km,Chhattisgarh,Chhattisgarh
Trough,29-05-2023,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry,Chhattisgarh ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),29-05-2023,0.9 km,Telangana ; Rayalaseema,Telangana ; Rayalaseema
Cyclonic Circulation (CYCIR),29-05-2023,0.9 km,Gangetic West Bengal,Gangetic West Bengal
Western Disturbances (WD),29-05-2023,5.8 km,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal,Odisha ; Bihar ; Jharkhand ; East Uttar Pradesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),30-05-2023,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Western Disturbances (WD),30-05-2023,3.1 km to 7.6 km,North pakistan,North pakistan
Induced Cyclonic Circulation,30-05-2023,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Cyclonic Circulation (CYCIR),30-05-2023,0.9 km,East Madhya Pradesh,East Madhya Pradesh
Trough,30-05-2023,0.9 km,East Madhya Pradesh ; Bihar,East Madhya Pradesh ; Bihar
Cyclonic Circulation (CYCIR),30-05-2023,3.1 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),30-05-2023,3.1 km to 5.8 km,N Andaman Sea,N Andaman Sea
Trough,30-05-2023,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Cyclonic Circulation (CYCIR),30-05-2023,1.5 km,SE Arabian Sea ; Kerala,SE Arabian Sea ; Kerala
Western Disturbances (WD),31-05-2023,3.1 km to 9.6 km,North pakistan,North pakistan
Western Disturbances (WD),31-05-2023,5.8 km,northeast Afghanistan and neighbourhood,northeast Afghanistan and neighbourhood
Induced Cyclonic Circulation,31-05-2023,1.5 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),31-05-2023,3.1 km to 5.8 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),31-05-2023,3.1 km to 5.8 km,N Andaman Sea,N Andaman Sea
Trough,31-05-2023,1.5 km,Coastal Andhra Pradesh ; Tamil Nadu & Puducherry ; Gulf of Mannar,Coastal Andhra Pradesh ; Tamil Nadu & Puducherry ; Gulf of Mannar
Cyclonic Circulation (CYCIR),31-05-2023,3.1 km,south Sri Lanka,SW Bay ; Comorin Area
Western Disturbances (WD),01-06-2023,3.1 km to 9.6 km,North pakistan,North pakistan
Induced Cyclonic Circulation,01-06-2023,1.5 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),01-06-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),01-06-2023,1.5 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),01-06-2023,3.1 km to 5.8 km,EC Bay,EC Bay
Western Disturbances (WD),02-06-2023,3.1 km to 9.6 km,Jammu & Kashmir,Jammu & Kashmir
Induced Cyclonic Circulation,02-06-2023,1.5 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),02-06-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),02-06-2023,1.5 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),02-06-2023,3.1 km to 5.8 km,EC Bay,EC Bay
Western Disturbances (WD),03-06-2023,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),03-06-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),03-06-2023,3.1 km to 7.6 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),03-06-2023,0.9 km,Chhattisgarh ; Telangana,Chhattisgarh ; Telangana
Trough,03-06-2023,0.9 km,Bihar ; Chhattisgarh ; Jharkhand,Bihar ; Chhattisgarh ; Jharkhand
Western Disturbances (WD),04-06-2023,5.8 km,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan,Delhi ; Himachal Pradesh ; Ladakh ; Haryana ; East Rajasthan
Cyclonic Circulation (CYCIR),04-06-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),04-06-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),04-06-2023,5.8 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),04-06-2023,1.5 km,Chhattisgarh,Chhattisgarh
Trough,04-06-2023,0.9 km,Chhattisgarh ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema ; South Interior Karnataka,Chhattisgarh ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema ; South Interior Karnataka
Trough,04-06-2023,0.9 km,Bihar ; Chhattisgarh ; Jharkhand,Bihar ; Chhattisgarh ; Jharkhand
Western Disturbances (WD),05-06-2023,5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Chhattisgarh,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; Himachal Pradesh ; Chhattisgarh
Cyclonic Circulation (CYCIR),05-06-2023,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),05-06-2023,5.8 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),05-06-2023,1.5 km,Chhattisgarh,Chhattisgarh
Trough,05-06-2023,0.9 km,Bihar ; Telangana ; Chhattisgarh ; East Madhya Pradesh ; Vidarbha,Bihar ; Telangana ; Chhattisgarh ; East Madhya Pradesh ; Vidarbha
Cyclonic Circulation (CYCIR),05-06-2023,3.1 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),05-06-2023,5.8 km,SE Arabian Sea,SE Arabian Sea
Western Disturbances (WD),06-06-2023,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh
Induced Cyclonic Circulation,06-06-2023,1.5 km,Punjab ; Central Pakistan,Punjab ; Central Pakistan
Cyclonic Circulation (CYCIR),06-06-2023,5.8 km,EC Bay,EC Bay
Cyclonic Circulation (CYCIR),06-06-2023,1.5 km,Chhattisgarh,Chhattisgarh
Trough,06-06-2023,0.9 km,East Madhya Pradesh ; North Interior Karnataka ; Vidarbha ; Telangana,East Madhya Pradesh ; North Interior Karnataka ; Vidarbha ; Telangana
Cyclonic Circulation (CYCIR),06-06-2023,5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Western Disturbances (WD),07-06-2023,5.8 km,Himachal Pradesh,Himachal Pradesh
Cyclonic Circulation (CYCIR),07-06-2023,5.8 km,EC Bay,EC Bay
Trough,07-06-2023,0.9 km,Chhattisgarh ; North Interior Karnataka ; Telangana,Chhattisgarh ; North Interior Karnataka ; Telangana
Cyclonic Circulation (CYCIR),07-06-2023,5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),07-06-2023,1.5 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),07-06-2023,5.8 km,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh,East Uttar Pradesh ; Uttarakhand ; West Uttar Pradesh
Western Disturbances (WD),08-06-2023,5.8 km,Uttarakhand,Uttarakhand
Cyclonic Circulation (CYCIR),08-06-2023,1.5 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),08-06-2023,5.8 km,EC Bay,EC Bay
Low Pressure (L) with associated CYCIR,09-06-2023,5.8 km,NE Bay,NE Bay
Western Disturbances (WD),09-06-2023,5.8 km,Uttarakhand,Uttarakhand
Western Disturbances (WD),09-06-2023,5.8 km,Iran,Iran
Cyclonic Circulation (CYCIR),09-06-2023,1.5 km,Chhattisgarh ; Odisha,Chhattisgarh ; Odisha
Cyclonic Circulation (CYCIR),09-06-2023,0.9 km,Bihar,Bihar
Trough,09-06-2023,1.5 km,"EC Bay, Gangetic West Bengal, Sub-Himalayan West Bengal & Sikkim, Sikkim","EC Bay, Gangetic West Bengal, Sub-Himalayan West Bengal & Sikkim, Sikkim"
Well Marked Low Pressure Area (WML) with associated CYCIR,10-06-2023,5.8 km,NE Bay ; Bangladesh,NE Bay ; Bangladesh
Western Disturbances (WD),10-06-2023,5.8 km,Iran,Iran
Trough,10-06-2023,0.9 km,Bihar ; Odisha,Bihar ; Odisha
Trough,11-06-2023,3.1 km to 5.8 km,along Lat. 90°E to the north of 20°N,along Lat. 90°E to the north of 20°N
Western Disturbances (WD),11-06-2023,5.8 km,along Lat. 62°E to the north of 27°N,along Lat. 62°E to the north of 27°N
Cyclonic Circulation (CYCIR),11-06-2023,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Trough,11-06-2023,0.9 km,East Uttar Pradesh ; Odisha,East Uttar Pradesh ; Odisha
Trough,12-06-2023,5.8 km,along Lat. 87°E to the north of 24°N,along Lat. 87°E to the north of 24°N
Western Disturbances (WD),12-06-2023,5.8 km,along Lat. 65°E to the north of 27°N,along Lat. 65°E to the north of 27°N
Cyclonic Circulation (CYCIR),12-06-2023,0.9 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Trough,12-06-2023,0.9 km,East Uttar Pradesh ; Bihar ; NW Bay ; Jharkhand ; Gangetic West Bengal,East Uttar Pradesh ; Bihar ; NW Bay ; Jharkhand ; Gangetic West Bengal
Trough,13-06-2023,5.8 km,along Lat. 88°E to the north of 24°N,along Lat. 88°E to the north of 24°N
Western Disturbances (WD),13-06-2023,5.8 km,along Lat. 68°E to the north of 32°N,along Lat. 68°E to the north of 32°N
Cyclonic Circulation (CYCIR),13-06-2023,0.9 km,East Uttar Pradesh,East Uttar Pradesh
Trough,13-06-2023,0.9 km,East Uttar Pradesh ; Odisha ; Chhattisgarh,East Uttar Pradesh ; Odisha ; Chhattisgarh
Mean Sea Level Trough,13-06-2023,Surface,SE Arabian Sea ; EC Arabian Sea ; Coastal Karnataka ; Kerala,SE Arabian Sea ; EC Arabian Sea ; Coastal Karnataka ; Kerala
Western Disturbances (WD),14-06-2023,5.8 km,along Lat. 70°E to the north of 32°N,along Lat. 70°E to the north of 32°N
Trough,14-06-2023,1.5 km,Bihar ; NE Bay ; Gangetic West Bengal,Bihar ; NE Bay ; Gangetic West Bengal
Mean Sea Level Trough,14-06-2023,Surface,SE Arabian Sea ; EC Arabian Sea ; Madhya Maharashtra ; Konkan & Goa ; Kerala,SE Arabian Sea ; EC Arabian Sea ; Madhya Maharashtra ; Konkan & Goa ; Kerala
Western Disturbances (WD),15-06-2023,5.8 km,along Lat. 74°E to the north of 32°N,along Lat. 74°E to the north of 32°N
Trough,15-06-2023,0.9 km,Bihar ; NW Bay,Bihar ; NW Bay
Western Disturbances (WD),16-06-2023,3.1 km to 5.8 km,Jammu & Kashmir,Jammu & Kashmir
Trough,16-06-2023,0.9 km,Sub-Himalayan West Bengal & Sikkim ; NW Bay ; Gangetic West Bengal ; Odisha,Sub-Himalayan West Bengal & Sikkim ; NW Bay ; Gangetic West Bengal ; Odisha
Cyclonic Circulation (CYCIR),16-06-2023,5.8 km,SE Bay,SE Bay
Western Disturbances (WD),17-06-2023,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Trough,17-06-2023,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Jharkhand,Sub-Himalayan West Bengal & Sikkim ; Odisha ; Jharkhand
Cyclonic Circulation (CYCIR),17-06-2023,3.1 km to 5.8 km,SE Bay,SE Bay
Cyclonic Circulation (CYCIR),18-06-2023,3.1 km to 5.8 km,SW Bay ; SE Bay,SW Bay ; SE Bay
Cyclonic Circulation (CYCIR),18-06-2023,0.9 km,Bihar,Bihar
Trough,18-06-2023,0.9 km,Bihar ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; Vidarbha,Bihar ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; Vidarbha
Western Disturbances (WD),18-06-2023,5.8 km,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan,Saurashtra & Kutch ; Central Pakistan ; Gujarat ; West Rajasthan ; North Pakistan
Cyclonic Circulation (CYCIR),19-06-2023,1.5 km to 5.8 km,SW Bay ; WC Bay,SW Bay ; WC Bay
Trough,19-06-2023,3.1 km to 5.8 km,SW Bay ; WC Bay ; SE Arabian Sea,SW Bay ; WC Bay ; SE Arabian Sea
Cyclonic Circulation (CYCIR),19-06-2023,0.9 km,Bihar ; East Uttar Pradesh,Bihar ; East Uttar Pradesh
Trough,20-06-2023,1.5 km,Sikkim ; Jharkhand,Sikkim ; Jharkhand
Cyclonic Circulation (CYCIR),20-06-2023,0.9 km to 5.8 km,SW Bay ; WC Bay ; Coastal Andhra Pradesh,SW Bay ; WC Bay ; Coastal Andhra Pradesh
Trough,20-06-2023,3.1 km,Lakshadweep ; SE Arabian Sea ; Tamil Nadu & Puducherry ; Kerala,Lakshadweep ; SE Arabian Sea ; Tamil Nadu & Puducherry ; Kerala
Trough,21-06-2023,0.9 km,"Punjab ; Bihar ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh","Punjab ; Bihar ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh"
Cyclonic Circulation (CYCIR),21-06-2023,3.1 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Trough,22-06-2023,1.5 km,Punjab ; West Uttar Pradesh ; East Uttar Pradesh,Punjab ; West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),22-06-2023,3.1 km to 5.8 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),23-06-2023,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Trough,23-06-2023,1.5 km,Punjab ; NW Bay ; Odisha ; Gangetic West Bengal ; West Uttar Pradesh ; East Uttar Pradesh,Punjab ; NW Bay ; Odisha ; Gangetic West Bengal ; West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),23-06-2023,3.1 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),23-06-2023,3.1 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Offshore Trough,24-06-2023,Surface,Coastal Karnataka ; Kerala,Coastal Karnataka ; Kerala
Cyclonic Circulation (CYCIR),24-06-2023,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Trough,24-06-2023,0.9 km,Punjab ; NW Bay ; Odisha ; Gangetic West Bengal ; West Uttar Pradesh ; East Uttar Pradesh,Punjab ; NW Bay ; Odisha ; Gangetic West Bengal ; West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),24-06-2023,0.9 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),24-06-2023,3.1 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Low Pressure (L) with associated CYCIR,25-06-2023,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Trough,25-06-2023,0.9 km,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; Odisha ; Gangetic West Bengal","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Madhya Pradesh ; Chhattisgarh ; NW Bay ; Odisha ; Gangetic West Bengal"
Cyclonic Circulation (CYCIR),25-06-2023,1.5 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),25-06-2023,3.1 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Low Pressure (L) with associated CYCIR,26-06-2023,7.6 km,Odisha ; Jharkhand ; Chhattisgarh,Odisha ; Jharkhand ; Chhattisgarh
Trough,26-06-2023,1.5 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Odisha ; Jharkhand ; Chhattisgarh ; NE Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; East Madhya Pradesh ; Odisha ; Jharkhand ; Chhattisgarh ; NE Bay"
Offshore Trough,26-06-2023,Surface,Gujarat Region ; Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala,Gujarat Region ; Konkan & Goa ; Madhya Maharashtra ; North Interior Karnataka ; South Interior Karnataka ; Kerala
Cyclonic Circulation (CYCIR),26-06-2023,3.1 km to 5.8 km,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch,NE Arabian Sea ; Gujarat Region ; Saurashtra & Kutch
Low Pressure (L) with associated CYCIR,27-06-2023,7.6 km,Chhattisgarh,Chhattisgarh
Trough,27-06-2023,0.9 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NW Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NW Bay"
Offshore Trough,27-06-2023,Surface,Konkan & Goa ; Kerala,Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),27-06-2023,3.1 km to 5.8 km,Konkan & Goa ; Gujarat Region ; NE Arabian Sea,Konkan & Goa ; Gujarat Region ; NE Arabian Sea
Western Disturbances (WD),27-06-2023,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Low Pressure (L) with associated CYCIR,28-06-2023,7.6 km,East Madhya Pradesh,East Madhya Pradesh
Trough,28-06-2023,1.5 km,West Rajasthan ; NE Bay ; East Rajasthan ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal,West Rajasthan ; NE Bay ; East Rajasthan ; West Madhya Pradesh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),28-06-2023,3.1 km to 5.8 km,Gujarat Region,Gujarat Region
Western Disturbances (WD),28-06-2023,5.8 km,Jammu & Kashmir,Jammu & Kashmir
