weather system,date,heightAboveMSL,Regions,subdivisions
Trough,13-08-2023,1.5 km to 3.1 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Cyclonic Circulation (CYCIR),13-08-2023,5.8 km,NW Bay,NW Bay
Monsoon Trough with Extension and Tilt,14-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Assam & Meghalaya ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),14-08-2023,5.8 km,Bangladesh,Bangladesh
Western Disturbances (WD),14-08-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),14-08-2023,3.1 km to 5.8 km,West Madhya Pradesh,West Madhya Pradesh
Trough,14-08-2023,0.9 km,South Interior Karnataka ; Comorin Area,South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),15-08-2023,3.1 km,Bangladesh,Bangladesh
Western Disturbances (WD),15-08-2023,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Cyclonic Circulation (CYCIR),15-08-2023,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Trough,15-08-2023,0.9 km,South Interior Karnataka ; Comorin Area,South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),15-08-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),15-08-2023,1.5 km to 3.1 km,Comorin Area,Comorin Area
Western Disturbances (WD),16-08-2023,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Cyclonic Circulation (CYCIR),16-08-2023,4.5 km to 7.6 km,NE Bay ; EC Bay,NE Bay ; EC Bay
Cyclonic Circulation (CYCIR),16-08-2023,3.1 km to 5.8 km,West Uttar Pradesh,West Uttar Pradesh
Trough,16-08-2023,0.9 km,South Interior Karnataka ; Comorin Area,South Interior Karnataka ; Comorin Area
Western Disturbances (WD),16-08-2023,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan,Jammu & Kashmir ; Himachal Pradesh ; Ladakh ; North Pakistan
Western Disturbances (WD),17-08-2023,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),17-08-2023,7.6 km,NW Bay,NW Bay
Trough,17-08-2023,3.1 km to 5.8 km,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh,East Madhya Pradesh ; Uttarakhand ; West Uttar Pradesh ; East Uttar Pradesh ; Himachal Pradesh
Low Pressure (L) with associated CYCIR,18-08-2023,7.6 km,NW Bay ; Gangetic West Bengal ; Odisha,NW Bay ; Gangetic West Bengal ; Odisha
Western Disturbances (WD),18-08-2023,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),18-08-2023,1.5 km,East Uttar Pradesh,East Uttar Pradesh
Mean Sea Level Trough,19-08-2023,1.5 km,"West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NE Bay","West Rajasthan ; Haryana, Chandigarh & Delhi ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NE Bay"
Low Pressure (L) with associated CYCIR,19-08-2023,5.8 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),19-08-2023,3.1 km,West Madhya Pradesh,West Madhya Pradesh
Western Disturbances (WD),19-08-2023,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),19-08-2023,1.5 km,Central Pakistan,Central Pakistan
Mean Sea Level Trough,20-08-2023,3.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; EC Bay
Low Pressure (L) with associated CYCIR,20-08-2023,5.8 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),20-08-2023,5.8 km,Far West Pakistan,Far West Pakistan
Western Disturbances (WD),20-08-2023,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Monsoon Trough with Extension and Tilt,21-08-2023,1.5 km,"West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),21-08-2023,4.5 km,West Madhya Pradesh,West Madhya Pradesh
Western Disturbances (WD),21-08-2023,5.8 km,Far West Pakistan,Far West Pakistan
Monsoon Trough with Extension and Tilt,03-07-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay"
Cyclonic Circulation (CYCIR),03-07-2023,5.8 km,West Uttar Pradesh,West Uttar Pradesh
Offshore Trough,03-07-2023,Surface,Madhya Maharashtra ; Konkan & Goa ; Kerala,Madhya Maharashtra ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),03-07-2023,3.1 km to 5.8 km,SW Bay ; SE Bay,SW Bay ; SE Bay
Trough,03-07-2023,5.8 km,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Chhattisgarh,Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Chhattisgarh
Cyclonic Circulation (CYCIR),03-07-2023,2.1 km to 4.5 km,Gujarat Region,Gujarat Region
Monsoon Trough with Extension and Tilt,07-07-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; EC Bay
Offshore Trough,07-07-2023,Surface,Gujarat Region ; Konkan & Goa ; Kerala,Gujarat Region ; Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),07-07-2023,5.8 km,Jharkhand,Jharkhand
Western Disturbances (WD),07-07-2023,5.8 km,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; South Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),07-07-2023,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),07-07-2023,2.1 km to 5.8 km,NE Arabian Sea ; Gujarat Region,NE Arabian Sea ; Gujarat Region
Monsoon Trough with Extension and Tilt,25-07-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; WC Bay ; NW Bay ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Odisha ; Coastal Andhra Pradesh ; WC Bay ; NW Bay ; EC Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,25-07-2023,7.6 km,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha,WC Bay ; NW Bay ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),25-07-2023,3.1 km,West Madhya Pradesh ; East Rajasthan,West Madhya Pradesh ; East Rajasthan
Offshore Trough,25-07-2023,Surface,Konkan & Goa ; Kerala,Konkan & Goa ; Kerala
Cyclonic Circulation (CYCIR),25-07-2023,3.1 km,Pakistan,Pakistan
Western Disturbances (WD),25-07-2023,5.8 km,West Pakistan ; South Pakistan ; Saurashtra & Kutch ; Central Pakistan,West Pakistan ; South Pakistan ; Saurashtra & Kutch ; Central Pakistan
Mean Sea Level Trough,10-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),10-08-2023,3.1 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Western Disturbances (WD),10-08-2023,5.8 km,West Pakistan,West Pakistan
Cyclonic Circulation (CYCIR),10-08-2023,1.5 km,West Rajasthan,West Rajasthan
Monsoon Trough with Extension and Tilt,22-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Nagaland, Manipur, Mizoram & Tripura ; Assam & Meghalaya"
Cyclonic Circulation (CYCIR),22-08-2023,3.1 km to 4.5 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Western Disturbances (WD),22-08-2023,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Trough,22-08-2023,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),22-08-2023,1.5 km,Tamil Nadu & Puducherry ; Rayalaseema,Tamil Nadu & Puducherry ; Rayalaseema
Mean Sea Level Trough,23-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; Bihar ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Cyclonic Circulation (CYCIR),23-08-2023,0.9 km,West Uttar Pradesh,West Uttar Pradesh
Trough,23-08-2023,1.5 km,West Uttar Pradesh ; Assam & Meghalaya ; Bihar ; Sub-Himalayan West Bengal & Sikkim,West Uttar Pradesh ; Assam & Meghalaya ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),23-08-2023,3.1 km to 5.8 km,East Uttar Pradesh ; West Uttar Pradesh,East Uttar Pradesh ; West Uttar Pradesh
Western Disturbances (WD),23-08-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan,West Pakistan ; Southwest Pakistan ; South Pakistan
Cyclonic Circulation (CYCIR),23-08-2023,4.5 km to 5.8 km,Gujarat Region,Gujarat Region
Trough,23-08-2023,0.9 km,Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; South Interior Karnataka ; Comorin Area,Chhattisgarh ; Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; South Interior Karnataka ; Comorin Area
Monsoon Trough with Extension and Tilt,24-08-2023,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; EC Bay","Punjab ; Haryana, Chandigarh & Delhi ; West Uttar Pradesh ; East Uttar Pradesh ; Bihar ; Jharkhand ; Gangetic West Bengal ; EC Bay"
Trough,24-08-2023,0.9 km,East Uttar Pradesh ; Assam & Meghalaya ; Bihar ; Sub-Himalayan West Bengal & Sikkim,East Uttar Pradesh ; Assam & Meghalaya ; Bihar ; Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),24-08-2023,3.1 km to 7.6 km,West Uttar Pradesh,West Uttar Pradesh
Western Disturbances (WD),24-08-2023,5.8 km,Central Pakistan ; South Pakistan ; West Pakistan ; North Pakistan,Central Pakistan ; South Pakistan ; West Pakistan ; North Pakistan
Cyclonic Circulation (CYCIR),24-08-2023,1.5 km,Central Pakistan ; West Rajasthan,Central Pakistan ; West Rajasthan
Cyclonic Circulation (CYCIR),24-08-2023,3.1 km to 5.8 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Trough,24-08-2023,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Monsoon Trough with Extension and Tilt,25-08-2023,Surface,East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; EC Bay,East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; EC Bay
Cyclonic Circulation (CYCIR),25-08-2023,3.1 km to 5.8 km,East Uttar Pradesh ; West Uttar Pradesh,East Uttar Pradesh ; West Uttar Pradesh
Cyclonic Circulation (CYCIR),25-08-2023,1.5 km,Bangladesh,Bangladesh
Westerly Trough,25-08-2023,3.1 km to 5.8 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bangladesh ; Bihar ; Jharkhand
Western Disturbances (WD),25-08-2023,5.8 km,North Pakistan,North Pakistan
Monsoon Trough with Extension and Tilt,26-08-2023,Surface,West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay,West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),26-08-2023,3.1 km,Bangladesh,Bangladesh
Westerly Trough,26-08-2023,4.5 km to 5.8 km,Sub-Himalayan West Bengal & Sikkim ; NE Bay,Sub-Himalayan West Bengal & Sikkim ; NE Bay
Western Disturbances (WD),26-08-2023,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Cyclonic Circulation (CYCIR),27-08-2023,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),27-08-2023,1.5 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Trough,27-08-2023,1.5 km,South Interior Karnataka ; Kerala ; Comorin Area,South Interior Karnataka ; Kerala ; Comorin Area
Western Disturbances (WD),27-08-2023,5.8 km,Central Pakistan ; North Pakistan ; West Pakistan,Central Pakistan ; North Pakistan ; West Pakistan
Western Disturbances (WD),28-08-2023,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Trough,28-08-2023,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),28-08-2023,1.5 km,Lakshadweep ; Kerala,Lakshadweep ; Kerala
Western Disturbances (WD),29-08-2023,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Trough,29-08-2023,0.9 km,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),29-08-2023,5.8 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),29-08-2023,4.5 km to 7.6 km,EC Bay,EC Bay
Western Disturbances (WD),30-08-2023,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Trough,30-08-2023,0.9 km,South Interior Karnataka ; Comorin Area ; Tamil Nadu & Puducherry,South Interior Karnataka ; Comorin Area ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),30-08-2023,5.8 km to 7.6 km,West Madhya Pradesh ; East Madhya Pradesh,West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),30-08-2023,5.8 km,NE Bay ; EC Bay,NE Bay ; EC Bay
Cyclonic Circulation (CYCIR),30-08-2023,1.5 km to 4.5 km,South Interior Karnataka,South Interior Karnataka
Cyclonic Circulation (CYCIR),31-08-2023,5.8 km,NE Bay,NE Bay
Cyclonic Circulation (CYCIR),31-08-2023,3.1 km to 4.5 km,East Uttar Pradesh ; Bihar,East Uttar Pradesh ; Bihar
Cyclonic Circulation (CYCIR),31-08-2023,0.9 km,Bangladesh,Bangladesh
Cyclonic Circulation (CYCIR),31-08-2023,0.9 km,WC Bay ; Coastal Andhra Pradesh,WC Bay ; Coastal Andhra Pradesh
Western Disturbances (WD),31-08-2023,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),01-09-2023,4.5 km,NE Bay,NE Bay
Trough,01-09-2023,3.1 km,NE Bay ; Coastal Andhra Pradesh,NE Bay ; Coastal Andhra Pradesh
Trough,01-09-2023,1.5 km,North Interior Karnataka ; South Interior Karnataka ; Comorin Area,North Interior Karnataka ; South Interior Karnataka ; Comorin Area
Cyclonic Circulation (CYCIR),01-09-2023,1.5 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),01-09-2023,3.1 km,Comorin Area,Comorin Area
Cyclonic Circulation (CYCIR),02-09-2023,4.5 km,NE Bay,NE Bay
Trough,02-09-2023,0.9 km,Vidarbha ; South Interior Karnataka,Vidarbha ; South Interior Karnataka
Cyclonic Circulation (CYCIR),02-09-2023,1.5 km,North Interior Karnataka,North Interior Karnataka
Cyclonic Circulation (CYCIR),02-09-2023,3.1 km,Comorin Area,Comorin Area
Cyclonic Circulation (CYCIR),02-09-2023,4.5 km to 5.8 km,Tamil Nadu & Puducherry,Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),03-09-2023,5.8 km,NE Bay,NE Bay
Trough,03-09-2023,1.5 km to 3.1 km,NE Bay ; Coastal Andhra Pradesh,NE Bay ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),03-09-2023,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),03-09-2023,4.5 km to 7.6 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),03-09-2023,4.5 km to 5.8 km,Coastal Andhra Pradesh ; Rayalaseema ; Telangana,Coastal Andhra Pradesh ; Rayalaseema ; Telangana
Cyclonic Circulation (CYCIR),04-09-2023,7.6 km,NW Bay,NW Bay
Trough,04-09-2023,1.5 km to 3.1 km,NW Bay ; Coastal Andhra Pradesh ; Telangana,NW Bay ; Coastal Andhra Pradesh ; Telangana
Trough,04-09-2023,0.9 km,NW Bay ; Gangetic West Bengal ; Jharkhand ; Bihar,NW Bay ; Gangetic West Bengal ; Jharkhand ; Bihar
Low Pressure (L) with associated CYCIR,05-09-2023,7.6 km,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh
Trough,05-09-2023,3.1 km,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh ; Chhattisgarh ; East Uttar Pradesh,NW Bay ; WC Bay ; Odisha ; Coastal Andhra Pradesh ; Chhattisgarh ; East Uttar Pradesh
Cyclonic Circulation (CYCIR),05-09-2023,1.5 km,Punjab,Punjab
Western Disturbances (WD),05-09-2023,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh,Jammu & Kashmir ; Punjab ; Haryana ; Delhi ; Himachal Pradesh
Monsoon Trough with Extension and Tilt,06-09-2023,2.1 km,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Coastal Andhra Pradesh ; WC Bay
Cyclonic Circulation (CYCIR),06-09-2023,7.6 km,Odisha,Odisha
Western Disturbances (WD),06-09-2023,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,07-09-2023,2.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Odisha ; WC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Vidarbha ; Chhattisgarh ; Odisha ; WC Bay
Cyclonic Circulation (CYCIR),07-09-2023,7.6 km,Odisha ; Chhattisgarh,Odisha ; Chhattisgarh
Western Disturbances (WD),07-09-2023,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Monsoon Trough with Extension and Tilt,08-09-2023,2.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NE Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Cyclonic Circulation (CYCIR),08-09-2023,7.6 km,East Madhya Pradesh,East Madhya Pradesh
Western Disturbances (WD),08-09-2023,5.8 km,West Pakistan ; Southwest Pakistan ; South Pakistan,West Pakistan ; Southwest Pakistan ; South Pakistan
Western Disturbances (WD),08-09-2023,5.8 km,Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),10-09-2023,7.6 km,West Madhya Pradesh ; East Rajasthan,West Madhya Pradesh ; East Rajasthan
Trough,10-09-2023,4.5 km,West Madhya Pradesh ; East Rajasthan ; Chhattisgarh ; East Madhya Pradesh,West Madhya Pradesh ; East Rajasthan ; Chhattisgarh ; East Madhya Pradesh
Western Disturbances (WD),10-09-2023,5.8 km,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; Punjab ; Haryana ; Himachal Pradesh ; Ladakh
Cyclonic Circulation (CYCIR),10-09-2023,5.8 km,N Andaman Sea,N Andaman Sea
Low Pressure (L) with associated CYCIR,13-09-2023,7.6 km,NW Bay ; WC Bay,NW Bay ; WC Bay
Cyclonic Circulation (CYCIR),13-09-2023,0.9 km,East Uttar Pradesh ; East Madhya Pradesh,East Uttar Pradesh ; East Madhya Pradesh
Trough,13-09-2023,1.5 km to 5.8 km,West Uttar Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; WC Bay,West Uttar Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; WC Bay
Mean Sea Level Trough,14-09-2023,Surface,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Odisha ; Gangetic West Bengal,West Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Odisha ; Gangetic West Bengal
Well Marked Low Pressure Area (WML) with associated CYCIR,14-09-2023,7.6 km,NW Bay ; Odisha ; Gangetic West Bengal,NW Bay ; Odisha ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),14-09-2023,0.9 km,East Uttar Pradesh ; East Madhya Pradesh,East Uttar Pradesh ; East Madhya Pradesh
Trough,14-09-2023,1.5 km,East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Jharkhand ; NW Bay ; Odisha ; Gangetic West Bengal,East Rajasthan ; West Madhya Pradesh ; East Uttar Pradesh ; Jharkhand ; NW Bay ; Odisha ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),14-09-2023,0.9 km,East Rajasthan,East Rajasthan
Monsoon Trough with Extension and Tilt,15-09-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; Gangetic West Bengal ; NE Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Odisha ; Gangetic West Bengal ; NE Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,15-09-2023,7.6 km,East Madhya Pradesh,East Madhya Pradesh
Trough,15-09-2023,1.5 km,West Rajasthan ; Odisha ; East Madhya Pradesh ; Chhattisgarh,West Rajasthan ; Odisha ; East Madhya Pradesh ; Chhattisgarh
Trough,15-09-2023,3.1 km to 5.8 km,Konkan & Goa ; East Madhya Pradesh ; Madhya Maharashtra,Konkan & Goa ; East Madhya Pradesh ; Madhya Maharashtra
Cyclonic Circulation (CYCIR),15-09-2023,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),15-09-2023,5.8 km,N Andaman Sea,N Andaman Sea
Monsoon Trough with Extension and Tilt,16-09-2023,3.1 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NE Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; NE Bay
Well Marked Low Pressure Area (WML) with associated CYCIR,16-09-2023,7.6 km,West Madhya Pradesh,West Madhya Pradesh
Trough,16-09-2023,1.5 km,West Rajasthan ; Odisha ; West Madhya Pradesh,West Rajasthan ; Odisha ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),16-09-2023,0.9 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),16-09-2023,5.8 km to 7.6 km,N Andaman Sea,N Andaman Sea
Western Disturbances (WD),16-09-2023,5.8 km,South Pakistan ; West Pakistan ; Central Pakistan,South Pakistan ; West Pakistan ; Central Pakistan
Low Pressure (L) with associated CYCIR,17-09-2023,7.6 km,East Rajasthan ; West Madhya Pradesh,East Rajasthan ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),17-09-2023,3.1 km to 5.8 km,N Andaman Sea,N Andaman Sea
Western Disturbances (WD),17-09-2023,5.8 km,Central Pakistan ; South Pakistan ; West Pakistan ; North Pakistan,Central Pakistan ; South Pakistan ; West Pakistan ; North Pakistan
Cyclonic Circulation (CYCIR),18-09-2023,7.6 km,East Rajasthan,East Rajasthan
Cyclonic Circulation (CYCIR),18-09-2023,5.8 km,NE Bay ; EC Bay,NE Bay ; EC Bay
Western Disturbances (WD),18-09-2023,5.8 km,North Pakistan,North Pakistan
Trough,18-09-2023,1.5 km,East Rajasthan ; NE Arabian Sea,East Rajasthan ; NE Arabian Sea
Monsoon Trough with Extension and Tilt,19-09-2023,Surface,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Gangetic West Bengal ; Odisha ; EC Bay,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; NW Bay ; Gangetic West Bengal ; Odisha ; EC Bay
