weather system,date,heightAboveMSL,Regions,subdivisions
Trough,24-03-2024,1.5 km,South Interior Karnataka ; Vidarbha ; North Interior Karnataka,South Interior Karnataka ; Vidarbha ; North Interior Karnataka
Cyclonic Circulation (CYCIR),24-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,24-03-2024,0.9 km,Bihar ; Assam & Meghalaya ; Bangladesh,Bihar ; Assam & Meghalaya ; Bangladesh
Induced Cyclonic Circulation,24-03-2024,1.5 km,West Rajasthan,West Rajasthan
Western Disturbances (WD),24-03-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Western Disturbances (WD),25-03-2024,5.8 km,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan,Far West Pakistan ; Southwest Pakistan ; West Pakistan ; South Pakistan ; Central Pakistan
Trough,25-03-2024,1.5 km,South Interior Karnataka ; North Interior Karnataka ; Vidarbha,South Interior Karnataka ; North Interior Karnataka ; Vidarbha
Cyclonic Circulation (CYCIR),25-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,25-03-2024,0.9 km,East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Assam & Meghalaya,East Madhya Pradesh ; Chhattisgarh ; Jharkhand ; Gangetic West Bengal ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),25-03-2024,0.9 km,Bangladesh,Bangladesh
Westerly Trough,25-03-2024,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Western Disturbances (WD),25-03-2024,5.8 km,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir,West Pakistan ; North Pakistan ; Central Pakistan ; Jammu & Kashmir
Cyclonic Circulation (CYCIR),26-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,26-03-2024,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,26-03-2024,1.5 km,North Interior Karnataka ; Vidarbha,North Interior Karnataka ; Vidarbha
Western Disturbances (WD),26-03-2024,5.8 km,Far West Pakistan,Far West Pakistan
Trough,27-03-2024,0.9 km,South Interior Karnataka ; Vidarbha,South Interior Karnataka ; Vidarbha
Western Disturbances (WD),27-03-2024,3.1 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),27-03-2024,0.9 km,West Rajasthan,West Rajasthan
Westerly Trough,27-03-2024,1.5 km,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha,Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Bihar ; Jharkhand ; Odisha
Trough,27-03-2024,0.9 km,Bihar ; Assam & Meghalaya,Bihar ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),27-03-2024,1.5 km,Kerala,Kerala
Western Disturbances (WD),28-03-2024,5.8 km,Far West Pakistan,Far West Pakistan
Trough,28-03-2024,1.5 km,North Interior Karnataka ; West Madhya Pradesh ; East Madhya Pradesh,North Interior Karnataka ; West Madhya Pradesh ; East Madhya Pradesh
Cyclonic Circulation (CYCIR),28-03-2024,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),28-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),28-03-2024,0.9 km,Bihar,Bihar
Western Disturbances (WD),29-03-2024,3.1 km to 4.5 km,Iran,Iran
Westerly Trough,29-03-2024,5.8 km,Far West Pakistan,Far West Pakistan
Trough,29-03-2024,0.9 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada ; West Madhya Pradesh,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),29-03-2024,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),29-03-2024,1.5 km to 3.1 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),29-03-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Cyclonic Circulation (CYCIR),29-03-2024,0.9 km,Odisha,Odisha
Western Disturbances (WD),30-03-2024,4.5 km,Afghanistan and neighbourhood,Far West Pakistan
Westerly Trough,30-03-2024,5.8 km,West Pakistan,West Pakistan
Trough,30-03-2024,0.9 km,Tamil Nadu & Puducherry ; Chhattisgarh ; North Interior Karnataka ; South Interior Karnataka ; Vidarbha,Tamil Nadu & Puducherry ; Chhattisgarh ; North Interior Karnataka ; South Interior Karnataka ; Vidarbha
Induced Cyclonic Circulation,30-03-2024,0.9 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),30-03-2024,1.5 km,Sub-Himalayan West Bengal & Sikkim,Sub-Himalayan West Bengal & Sikkim
Cyclonic Circulation (CYCIR),30-03-2024,0.9 km,Chhattisgarh,Chhattisgarh
Western Disturbances (WD),31-03-2024,5.8 km,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab,North Pakistan ; Central Pakistan ; Jammu & Kashmir ; Punjab
Trough,31-03-2024,1.5 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka ; Marathwada
Induced Cyclonic Circulation,31-03-2024,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),31-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Trough,31-03-2024,0.9 km,Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay,Bihar ; Jharkhand ; Gangetic West Bengal ; NW Bay ; NE Bay
Western Disturbances (WD),28-02-2024,5.8 km,between Long. 45°E/Lat. 28°N and Long. 68°E/Lat. 40°N,Iran ; North pakistan
Western Disturbances (WD),28-02-2024,9.6 km,northwest Iran and neighbourhood,Iran
Trough,28-02-2024,0.9 km,South Interior Karnataka ; Madhya Maharashtra ; Konkan & Goa,South Interior Karnataka ; Madhya Maharashtra ; Konkan & Goa
Westerly Trough,28-02-2024,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),29-02-2024,3.1 km to 9.6 km,Iran,Iran
Trough,29-02-2024,0.9 km,Kerala ; Konkan & Goa,Kerala ; Konkan & Goa
Westerly Trough,29-02-2024,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),29-02-2024,1.5 km,Bihar,Bihar
Western Disturbances (WD),01-03-2024,3.1 km to 12.6 km,northwest Afghanistan and neighbourhood,Far West Pakistan
Trough,01-03-2024,3.1 km to 7.6 km,NW Arabian Sea,NW Arabian Sea
Induced Cyclonic Circulation,01-03-2024,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Cyclonic Circulation (CYCIR),01-03-2024,1.5 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),01-03-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),02-03-2024,3.1 km to 12.6 km,central Afghanistan and neighbourhood,Far West Pakistan
Trough,02-03-2024,3.1 km to 12.6 km,NW Arabian Sea,NW Arabian Sea
Induced Cyclonic Circulation,02-03-2024,1.5 km,North pakistan ; Punjab,North pakistan ; Punjab
Cyclonic Circulation (CYCIR),02-03-2024,3.1 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),03-03-2024,3.1 km to 12.6 km,North pakistan,North pakistan
Trough,03-03-2024,3.1 km to 12.6 km,North pakistan ; NE Arabian Sea,North pakistan ; NE Arabian Sea
Induced Low,03-03-2024,1.5 km,Punjab,Punjab
Trough,03-03-2024,0.9 km,West Madhya Pradesh ; North Interior Karnataka,West Madhya Pradesh ; North Interior Karnataka
Western Disturbances (WD),04-03-2024,5.8 km,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh,Jammu & Kashmir ; Punjab ; North Pakistan ; Haryana ; Himachal Pradesh
Trough,04-03-2024,0.9 km,East Madhya Pradesh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry,East Madhya Pradesh ; Vidarbha ; Telangana ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry
Induced Cyclonic Circulation,04-03-2024,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),04-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),05-03-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),05-03-2024,1.5 km to 3.1 km,Punjab,Punjab
Cyclonic Circulation (CYCIR),05-03-2024,0.9 km,Chhattisgarh,Chhattisgarh
Cyclonic Circulation (CYCIR),05-03-2024,0.9 km,Odisha,Odisha
Westerly Trough,05-03-2024,1.5 km to 3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Trough,05-03-2024,0.9 km,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka,Tamil Nadu & Puducherry ; North Interior Karnataka ; South Interior Karnataka
Western Disturbances (WD),05-03-2024,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Western Disturbances (WD),06-03-2024,5.8 km,West Pakistan ; Central Pakistan ; Far West Pakistan,West Pakistan ; Central Pakistan ; Far West Pakistan
Cyclonic Circulation (CYCIR),06-03-2024,3.1 km,"West Uttar Pradesh ; Haryana, Chandigarh & Delhi","West Uttar Pradesh ; Haryana, Chandigarh & Delhi"
Trough,06-03-2024,0.9 km,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),06-03-2024,1.5 km,Odisha,Odisha
Cyclonic Circulation (CYCIR),06-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,06-03-2024,1.5 km to 3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),07-03-2024,3.1 km,North pakistan,North pakistan
Westerly Trough,07-03-2024,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Induced Cyclonic Circulation,07-03-2024,0.9 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
Trough,07-03-2024,1.5 km,Vidarbha ; Tamil Nadu & Puducherry,Vidarbha ; Tamil Nadu & Puducherry
Cyclonic Circulation (CYCIR),07-03-2024,0.9 km,Odisha,Odisha
Western Disturbances (WD),08-03-2024,3.1 km,Punjab,Punjab
Westerly Trough,08-03-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Trough,08-03-2024,0.9 km,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area,Telangana ; Rayalaseema ; Tamil Nadu & Puducherry ; Comorin Area
Trough,08-03-2024,0.9 km,Odisha ; Coastal Andhra Pradesh,Odisha ; Coastal Andhra Pradesh
Cyclonic Circulation (CYCIR),08-03-2024,0.9 km,Odisha,Odisha
Westerly Trough,08-03-2024,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),08-03-2024,1.5 km,Telangana,Telangana
Western Disturbances (WD),09-03-2024,5.8 km,Far West Pakistan,Far West Pakistan
Trough,09-03-2024,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Tamil Nadu & Puducherry ; Marathwada ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,09-03-2024,3.1 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Cyclonic Circulation (CYCIR),09-03-2024,1.5 km,Odisha,Odisha
Westerly Trough,09-03-2024,5.8 km,Himachal Pradesh ; Ladakh ; Jammu & Kashmir,Himachal Pradesh ; Ladakh ; Jammu & Kashmir
Western Disturbances (WD),10-03-2024,5.8 km,Far West Pakistan ; Southwest Pakistan,Far West Pakistan ; Southwest Pakistan
Trough,10-03-2024,0.9 km,Vidarbha ; Odisha,Vidarbha ; Odisha
Cyclonic Circulation (CYCIR),10-03-2024,3.1 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),10-03-2024,1.5 km,South Interior Karnataka,South Interior Karnataka
Westerly Trough,10-03-2024,3.1 km,Assam & Meghalaya ; Arunachal Pradesh,Assam & Meghalaya ; Arunachal Pradesh
Western Disturbances (WD),11-03-2024,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Trough,11-03-2024,0.9 km,West Rajasthan ; East Madhya Pradesh ; East Rajasthan ; West Madhya Pradesh,West Rajasthan ; East Madhya Pradesh ; East Rajasthan ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),11-03-2024,1.5 km,South Interior Karnataka,South Interior Karnataka
Cyclonic Circulation (CYCIR),11-03-2024,1.5 km,Coastal Andhra Pradesh,Coastal Andhra Pradesh
Western Disturbances (WD),12-03-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Western Disturbances (WD),12-03-2024,5.8 km,Far West Pakistan,Far West Pakistan
Trough,12-03-2024,0.9 km,Chhattisgarh ; North Interior Karnataka ; Vidarbha ; Telangana,Chhattisgarh ; North Interior Karnataka ; Vidarbha ; Telangana
Westerly Trough,12-03-2024,3.1 km,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh,Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura ; Arunachal Pradesh
Western Disturbances (WD),13-03-2024,5.8 km,West Pakistan ; South Pakistan,West Pakistan ; South Pakistan
Induced Cyclonic Circulation,13-03-2024,0.9 km,West Rajasthan,West Rajasthan
Trough,13-03-2024,0.9 km,Odisha ; EC Arabian Sea ; Chhattisgarh ; Telangana ; South Interior Karnataka ; North Interior Karnataka,Odisha ; EC Arabian Sea ; Chhattisgarh ; Telangana ; South Interior Karnataka ; North Interior Karnataka
Cyclonic Circulation (CYCIR),13-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),14-03-2024,3.1 km,Punjab,Punjab
Westerly Trough,14-03-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Induced Cyclonic Circulation,14-03-2024,0.9 km,West Madhya Pradesh,West Madhya Pradesh
Trough,14-03-2024,0.9 km,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha,Gangetic West Bengal ; Coastal Andhra Pradesh ; Odisha
Trough,14-03-2024,0.9 km,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema,Vidarbha ; Tamil Nadu & Puducherry ; Telangana ; Rayalaseema
Cyclonic Circulation (CYCIR),14-03-2024,0.9 km,North Interior Karnataka,North Interior Karnataka
Cyclonic Circulation (CYCIR),14-03-2024,1.5 km,SW Bay,SW Bay
Cyclonic Circulation (CYCIR),14-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),15-03-2024,0.9 km,Odisha,Odisha
Trough,15-03-2024,0.9 km,Odisha ; Vidarbha ; Chhattisgarh,Odisha ; Vidarbha ; Chhattisgarh
Trough,15-03-2024,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Cyclonic Circulation (CYCIR),15-03-2024,1.5 km,South Interior Karnataka,South Interior Karnataka
Cyclonic Circulation (CYCIR),15-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Westerly Trough,15-03-2024,5.8 km,North Pakistan ; Jammu & Kashmir,North Pakistan ; Jammu & Kashmir
Trough,16-03-2024,0.9 km,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area,Marathwada ; North Interior Karnataka ; South Interior Karnataka ; Tamil Nadu & Puducherry ; Comorin Area
Trough,16-03-2024,0.9 km,Sub-Himalayan West Bengal & Sikkim ; Coastal Andhra Pradesh ; Gangetic West Bengal ; Odisha,Sub-Himalayan West Bengal & Sikkim ; Coastal Andhra Pradesh ; Gangetic West Bengal ; Odisha
Westerly Trough,16-03-2024,3.1 km,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh,Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya ; Arunachal Pradesh ; Bangladesh
Trough,17-03-2024,0.9 km,Vidarbha ; Madhya Maharashtra ; Kerala ; North Interior Karnataka ; South Interior Karnataka,Vidarbha ; Madhya Maharashtra ; Kerala ; North Interior Karnataka ; South Interior Karnataka
Westerly Trough,17-03-2024,3.1 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Trough,18-03-2024,0.9 km,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka,Tamil Nadu & Puducherry ; Vidarbha ; South Interior Karnataka ; North Interior Karnataka
Western Disturbances (WD),18-03-2024,5.8 km,West Pakistan ; Central Pakistan,West Pakistan ; Central Pakistan
Trough,18-03-2024,0.9 km,Jharkhand ; Coastal Andhra Pradesh ; Odisha,Jharkhand ; Coastal Andhra Pradesh ; Odisha
Cyclonic Circulation (CYCIR),18-03-2024,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),18-03-2024,1.5 km,Assam & Meghalaya,Assam & Meghalaya
Cyclonic Circulation (CYCIR),18-03-2024,3.1 km,West Uttar Pradesh,West Uttar Pradesh
Cyclonic Circulation (CYCIR),19-03-2024,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),19-03-2024,1.5 km to 3.1 km,West Uttar Pradesh,West Uttar Pradesh
Trough,19-03-2024,0.9 km,Jharkhand ; Assam & Meghalaya,Jharkhand ; Assam & Meghalaya
Westerly Trough,19-03-2024,3.1 km,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya,Arunachal Pradesh ; Nagaland-Manipur-Mizoram-Tripura ; Assam & Meghalaya
Trough,19-03-2024,1.5 km,South Interior Karnataka ; Vidarbha,South Interior Karnataka ; Vidarbha
Western Disturbances (WD),19-03-2024,5.8 km,Haryana ; East Rajasthan ; West Madhya Pradesh ; Punjab ; Delhi,Haryana ; East Rajasthan ; West Madhya Pradesh ; Punjab ; Delhi
Cyclonic Circulation (CYCIR),20-03-2024,1.5 km,Telangana,Telangana
Trough,20-03-2024,1.5 km,Kerala ; Telangana,Kerala ; Telangana
Trough,20-03-2024,1.5 km,East Madhya Pradesh ; Assam & Meghalaya,East Madhya Pradesh ; Assam & Meghalaya
Cyclonic Circulation (CYCIR),20-03-2024,0.9 km,Bangladesh,Bangladesh
Western Disturbances (WD),20-03-2024,3.1 km,Jharkhand,Jharkhand
Westerly Trough,20-03-2024,5.8 km to 12.6 km,East Uttar Pradesh ; Vidarbha,East Uttar Pradesh ; Vidarbha
Western Disturbances (WD),20-03-2024,5.8 km,Far West Pakistan,Far West Pakistan
Cyclonic Circulation (CYCIR),21-03-2024,1.5 km,Vidarbha,Vidarbha
Cyclonic Circulation (CYCIR),21-03-2024,1.5 km,Jharkhand,Jharkhand
Trough,21-03-2024,0.9 km,EC Arabian Sea ; SE Arabian Sea ; Konkan & Goa ; Madhya Maharashtra,EC Arabian Sea ; SE Arabian Sea ; Konkan & Goa ; Madhya Maharashtra
Trough,21-03-2024,1.5 km,"Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura","Jharkhand ; Sub-Himalayan West Bengal & Sikkim ; Nagaland, Manipur, Mizoram & Tripura"
Western Disturbances (WD),21-03-2024,3.1 km to 9.6 km,Jharkhand,Jharkhand
Western Disturbances (WD),21-03-2024,5.8 km,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan,Southwest Pakistan ; Far West Pakistan ; West Pakistan ; South Pakistan
Trough,22-03-2024,0.9 km,Tamil Nadu & Puducherry ; Vidarbha,Tamil Nadu & Puducherry ; Vidarbha
Cyclonic Circulation (CYCIR),22-03-2024,1.5 km to 4.5 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),22-03-2024,5.8 km,North Pakistan,North Pakistan
Cyclonic Circulation (CYCIR),22-03-2024,1.5 km,West Rajasthan ; Pakistan,West Rajasthan ; Pakistan
